year,UNITID,EFBAGE,LINE,LSTUDY,XEFAGE01,EFAGE01,XEFAGE02,EFAGE02,XEFAGE03,EFAGE03,XEFAGE04,EFAGE04,XEFAGE05,EFAGE05,XEFAGE06,EFAGE06,XEFAGE07,EFAGE07,XEFAGE08,EFAGE08,XEFAGE09,EFAGE09 
2019,199847, 9,  6,1,R,162,R,122,R,31,R,64,R,284,R,95,R,193,R,186,R,379
2019,199847, 9,  6,5,R,162,R,122,R,31,R,64,R,284,R,95,R,193,R,186,R,379
2019,199847,10,  7,1,R,67,R,59,R,25,R,51,R,126,R,76,R,92,R,110,R,202
2019,199847,10,  7,5,R,67,R,59,R,25,R,51,R,126,R,76,R,92,R,110,R,202
2019,199847,11,  8,1,R,48,R,33,R,33,R,82,R,81,R,115,R,81,R,115,R,196
2019,199847,11,  8,5,R,48,R,33,R,33,R,82,R,81,R,115,R,81,R,115,R,196
2019,199847,12,  9,1,R,10,R,16,R,8,R,43,R,26,R,51,R,18,R,59,R,77
2019,199847,12,  9,5,R,10,R,16,R,8,R,43,R,26,R,51,R,18,R,59,R,77
2019,199847,13, 10,1,R,1,R,1,R,1,R,2,R,2,R,3,R,2,R,3,R,5
2019,199847,13, 10,5,R,1,R,1,R,1,R,2,R,2,R,3,R,2,R,3,R,5
2019,201645, 1,412,1,R,5294,R,5383,R,445,R,752,R,10677,R,1197,R,5739,R,6135,R,11874
2019,201645, 1,112,2,R,2843,R,2394,R,63,R,83,R,5237,R,146,R,2906,R,2477,R,5383
2019,201645, 1,312,5,R,2451,R,2989,R,382,R,669,R,5440,R,1051,R,2833,R,3658,R,6491
2019,201645, 2,999,1,R,3726,R,3725,R,111,R,201,R,7451,R,312,R,3837,R,3926,R,7763
2019,201645, 2,999,2,R,2819,R,2384,R,40,R,33,R,5203,R,73,R,2859,R,2417,R,5276
2019,201645, 2,999,5,R,907,R,1341,R,71,R,168,R,2248,R,239,R,978,R,1509,R,2487
2019,201645, 3,  1,1,R,48,R,62,R,7,R,3,R,110,R,10,R,55,R,65,R,120
2019,201645, 3,  1,2,R,48,R,62,R,7,R,3,R,110,R,10,R,55,R,65,R,120
2019,201645, 4,  2,1,R,1314,R,1222,R,4,R,4,R,2536,R,8,R,1318,R,1226,R,2544
2019,201645, 4,  2,2,R,1313,R,1221,R,4,R,4,R,2534,R,8,R,1317,R,1225,R,2542
2019,201645, 4,  2,5,R,1,R,1,Z,0,Z,0,R,2,Z,0,R,1,R,1,R,2
2019,201645, 5,  3,1,R,1267,R,1095,R,8,R,19,R,2362,R,27,R,1275,R,1114,R,2389
2019,201645, 5,  3,2,R,1213,R,983,R,8,R,15,R,2196,R,23,R,1221,R,998,R,2219
2019,201645, 5,  3,5,R,54,R,112,R,0,R,4,R,166,R,4,R,54,R,116,R,170
2019,201645, 6,  4,1,R,1097,R,1346,R,92,R,175,R,2443,R,267,R,1189,R,1521,R,2710
2019,201645, 6,  4,2,R,245,R,118,R,21,R,11,R,363,R,32,R,266,R,129,R,395
2019,201645, 6,  4,5,R,852,R,1228,R,71,R,164,R,2080,R,235,R,923,R,1392,R,2315
2019,201645, 7,999,1,R,1568,R,1658,R,334,R,551,R,3226,R,885,R,1902,R,2209,R,4111
2019,201645, 7,999,2,R,24,R,10,R,23,R,50,R,34,R,73,R,47,R,60,R,107
2019,201645, 7,999,5,R,1544,R,1648,R,311,R,501,R,3192,R,812,R,1855,R,2149,R,4004
2019,201645, 8,  5,1,R,975,R,995,R,140,R,221,R,1970,R,361,R,1115,R,1216,R,2331
2019,201645, 8,  5,2,R,15,R,7,R,3,R,8,R,22,R,11,R,18,R,15,R,33
2019,201645, 8,  5,5,R,960,R,988,R,137,R,213,R,1948,R,350,R,1097,R,1201,R,2298
2019,201645, 9,  6,1,R,330,R,316,R,60,R,100,R,646,R,160,R,390,R,416,R,806
2019,201645, 9,  6,2,R,6,R,2,R,1,R,0,R,8,R,1,R,7,R,2,R,9
2019,201645, 9,  6,5,R,324,R,314,R,59,R,100,R,638,R,159,R,383,R,414,R,797
2019,201645,10,  7,1,R,120,R,138,R,43,R,68,R,258,R,111,R,163,R,206,R,369
2019,201645,10,  7,2,R,1,R,0,R,1,R,3,R,1,R,4,R,2,R,3,R,5
2019,201645,10,  7,5,R,119,R,138,R,42,R,65,R,257,R,107,R,161,R,203,R,364
2019,201645,11,  8,1,R,100,R,135,R,47,R,81,R,235,R,128,R,147,R,216,R,363
2019,201645,11,  8,2,R,2,R,1,R,0,R,6,R,3,R,6,R,2,R,7,R,9
2019,201645,11,  8,5,R,98,R,134,R,47,R,75,R,232,R,122,R,145,R,209,R,354
2019,201645,12,  9,1,R,40,R,69,R,26,R,53,R,109,R,79,R,66,R,122,R,188
2019,201645,12,  9,2,Z,0,Z,0,R,1,R,6,Z,0,R,7,R,1,R,6,R,7
2019,201645,12,  9,5,R,40,R,69,R,25,R,47,R,109,R,72,R,65,R,116,R,181
2019,201645,13, 10,1,R,3,R,5,R,18,R,28,R,8,R,46,R,21,R,33,R,54
2019,201645,13, 10,2,Z,0,Z,0,R,17,R,27,Z,0,R,44,R,17,R,27,R,44
2019,201645,13, 10,5,R,3,R,5,R,1,R,1,R,8,R,2,R,4,R,6,R,10
2019,204796, 1,412,1,R,26281,R,26744,R,4000,R,4366,R,53025,R,8366,R,30281,R,31110,R,61391
2019,204796, 1,112,2,R,21877,R,20899,R,2105,R,1937,R,42776,R,4042,R,23982,R,22836,R,46818
2019,204796, 1,312,5,R,4404,R,5845,R,1895,R,2429,R,10249,R,4324,R,6299,R,8274,R,14573
2019,204796, 2,999,1,R,22695,R,23286,R,1430,R,1300,R,45981,R,2730,R,24125,R,24586,R,48711
2019,204796, 2,999,2,R,20748,R,20311,R,1307,R,1086,R,41059,R,2393,R,22055,R,21397,R,43452
2019,204796, 2,999,5,R,1947,R,2975,R,123,R,214,R,4922,R,337,R,2070,R,3189,R,5259
2019,204796, 3,  1,1,R,326,R,405,R,172,R,170,R,731,R,342,R,498,R,575,R,1073
2019,204796, 3,  1,2,R,326,R,405,R,172,R,170,R,731,R,342,R,498,R,575,R,1073
2019,204796, 4,  2,1,R,7626,R,8498,R,83,R,57,R,16124,R,140,R,7709,R,8555,R,16264
2019,204796, 4,  2,2,R,7625,R,8495,R,83,R,57,R,16120,R,140,R,7708,R,8552,R,16260
2019,204796, 4,  2,5,R,1,R,3,Z,0,Z,0,R,4,Z,0,R,1,R,3,R,4
2019,204796, 5,  3,1,R,9360,R,9521,R,363,R,331,R,18881,R,694,R,9723,R,9852,R,19575
2019,204796, 5,  3,2,R,9239,R,9297,R,360,R,325,R,18536,R,685,R,9599,R,9622,R,19221
2019,204796, 5,  3,5,R,121,R,224,R,3,R,6,R,345,R,9,R,124,R,230,R,354
2019,204796, 6,  4,1,R,5383,R,4862,R,812,R,742,R,10245,R,1554,R,6195,R,5604,R,11799
2019,204796, 6,  4,2,R,3558,R,2114,R,692,R,534,R,5672,R,1226,R,4250,R,2648,R,6898
2019,204796, 6,  4,5,R,1825,R,2748,R,120,R,208,R,4573,R,328,R,1945,R,2956,R,4901
2019,204796, 7,999,1,R,3586,R,3458,R,2570,R,3066,R,7044,R,5636,R,6156,R,6524,R,12680
2019,204796, 7,999,2,R,1129,R,588,R,798,R,851,R,1717,R,1649,R,1927,R,1439,R,3366
2019,204796, 7,999,5,R,2457,R,2870,R,1772,R,2215,R,5327,R,3987,R,4229,R,5085,R,9314
2019,204796, 8,  5,1,R,2497,R,2361,R,1209,R,1242,R,4858,R,2451,R,3706,R,3603,R,7309
2019,204796, 8,  5,2,R,776,R,379,R,399,R,362,R,1155,R,761,R,1175,R,741,R,1916
2019,204796, 8,  5,5,R,1721,R,1982,R,810,R,880,R,3703,R,1690,R,2531,R,2862,R,5393
2019,204796, 9,  6,1,R,696,R,607,R,622,R,645,R,1303,R,1267,R,1318,R,1252,R,2570
2019,204796, 9,  6,2,R,216,R,118,R,140,R,163,R,334,R,303,R,356,R,281,R,637
2019,204796, 9,  6,5,R,480,R,489,R,482,R,482,R,969,R,964,R,962,R,971,R,1933
2019,204796,10,  7,1,R,215,R,246,R,330,R,395,R,461,R,725,R,545,R,641,R,1186
2019,204796,10,  7,2,R,74,R,43,R,103,R,109,R,117,R,212,R,177,R,152,R,329
2019,204796,10,  7,5,R,141,R,203,R,227,R,286,R,344,R,513,R,368,R,489,R,857
2019,204796,11,  8,1,R,139,R,193,R,281,R,513,R,332,R,794,R,420,R,706,R,1126
2019,204796,11,  8,2,R,52,R,38,R,93,R,148,R,90,R,241,R,145,R,186,R,331
2019,204796,11,  8,5,R,87,R,155,R,188,R,365,R,242,R,553,R,275,R,520,R,795
2019,204796,12,  9,1,R,37,R,50,R,119,R,261,R,87,R,380,R,156,R,311,R,467
2019,204796,12,  9,2,R,9,R,10,R,59,R,64,R,19,R,123,R,68,R,74,R,142
2019,204796,12,  9,5,R,28,R,40,R,60,R,197,R,68,R,257,R,88,R,237,R,325
2019,204796,13, 10,1,R,2,R,1,R,9,R,10,R,3,R,19,R,11,R,11,R,22
2019,204796,13, 10,2,R,2,Z,0,R,4,R,5,R,2,R,9,R,6,R,5,R,11
2019,204796,13, 10,5,Z,0,R,1,R,5,R,5,R,1,R,10,R,5,R,6,R,11
2019,211440, 1,412,1,R,7556,R,5762,R,554,R,308,R,13318,R,862,R,8110,R,6070,R,14180
2019,211440, 1,112,2,R,3239,R,3186,R,106,R,87,R,6425,R,193,R,3345,R,3273,R,6618
2019,211440, 1,312,5,R,4317,R,2576,R,448,R,221,R,6893,R,669,R,4765,R,2797,R,7562
2019,211440, 2,999,1,R,5423,R,4668,R,123,R,83,R,10091,R,206,R,5546,R,4751,R,10297
2019,211440, 2,999,2,R,3221,R,3182,R,66,R,58,R,6403,R,124,R,3287,R,3240,R,6527
2019,211440, 2,999,5,R,2202,R,1486,R,57,R,25,R,3688,R,82,R,2259,R,1511,R,3770
2019,211440, 3,  1,1,R,63,R,87,R,3,R,2,R,150,R,5,R,66,R,89,R,155
2019,211440, 3,  1,2,R,63,R,87,R,3,R,2,R,150,R,5,R,66,R,89,R,155
2019,211440, 4,  2,1,R,1447,R,1458,R,4,R,6,R,2905,R,10,R,1451,R,1464,R,2915
2019,211440, 4,  2,2,R,1444,R,1458,R,4,R,6,R,2902,R,10,R,1448,R,1464,R,2912
2019,211440, 4,  2,5,R,3,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,3
2019,211440, 5,  3,1,R,1567,R,1571,R,27,R,29,R,3138,R,56,R,1594,R,1600,R,3194
2019,211440, 5,  3,2,R,1425,R,1465,R,27,R,28,R,2890,R,55,R,1452,R,1493,R,2945
2019,211440, 5,  3,5,R,142,R,106,R,0,R,1,R,248,R,1,R,142,R,107,R,249
2019,211440, 6,  4,1,R,2346,R,1552,R,89,R,46,R,3898,R,135,R,2435,R,1598,R,4033
2019,211440, 6,  4,2,R,289,R,172,R,32,R,22,R,461,R,54,R,321,R,194,R,515
2019,211440, 6,  4,5,R,2057,R,1380,R,57,R,24,R,3437,R,81,R,2114,R,1404,R,3518
2019,211440, 7,999,1,R,2132,R,1093,R,431,R,225,R,3225,R,656,R,2563,R,1318,R,3881
2019,211440, 7,999,2,R,18,R,4,R,40,R,29,R,22,R,69,R,58,R,33,R,91
2019,211440, 7,999,5,R,2114,R,1089,R,391,R,196,R,3203,R,587,R,2505,R,1285,R,3790
2019,211440, 8,  5,1,R,1595,R,882,R,169,R,113,R,2477,R,282,R,1764,R,995,R,2759
2019,211440, 8,  5,2,R,14,R,3,R,23,R,17,R,17,R,40,R,37,R,20,R,57
2019,211440, 8,  5,5,R,1581,R,879,R,146,R,96,R,2460,R,242,R,1727,R,975,R,2702
2019,211440, 9,  6,1,R,393,R,159,R,123,R,62,R,552,R,185,R,516,R,221,R,737
2019,211440, 9,  6,2,R,3,R,0,R,8,R,4,R,3,R,12,R,11,R,4,R,15
2019,211440, 9,  6,5,R,390,R,159,R,115,R,58,R,549,R,173,R,505,R,217,R,722
2019,211440,10,  7,1,R,85,R,34,R,66,R,18,R,119,R,84,R,151,R,52,R,203
2019,211440,10,  7,2,R,1,R,1,R,3,R,3,R,2,R,6,R,4,R,4,R,8
2019,211440,10,  7,5,R,84,R,33,R,63,R,15,R,117,R,78,R,147,R,48,R,195
2019,211440,11,  8,1,R,48,R,16,R,55,R,27,R,64,R,82,R,103,R,43,R,146
2019,211440,11,  8,2,R,0,R,0,R,3,R,3,R,0,R,6,R,3,R,3,R,6
2019,211440,11,  8,5,R,48,R,16,R,52,R,24,R,64,R,76,R,100,R,40,R,140
2019,211440,12,  9,1,R,11,R,2,R,18,R,5,R,13,R,23,R,29,R,7,R,36
2019,211440,12,  9,2,R,0,R,0,R,3,R,2,R,0,R,5,R,3,R,2,R,5
2019,211440,12,  9,5,R,11,R,2,R,15,R,3,R,13,R,18,R,26,R,5,R,31
2019,211440,14, 11,1,R,1,R,1,R,0,R,0,R,2,R,0,R,1,R,1,R,2
2019,211440,14, 11,5,R,1,R,1,R,0,R,0,R,2,R,0,R,1,R,1,R,2
2019,212054, 1,412,1,R,9380,R,8837,R,1869,R,4119,R,18217,R,5988,R,11249,R,12956,R,24205
2019,212054, 1,112,2,R,7504,R,6374,R,565,R,971,R,13878,R,1536,R,8069,R,7345,R,15414
2019,212054, 1,312,5,R,1876,R,2463,R,1304,R,3148,R,4339,R,4452,R,3180,R,5611,R,8791
2019,212054, 2,999,1,R,7769,R,7101,R,385,R,508,R,14870,R,893,R,8154,R,7609,R,15763
2019,212054, 2,999,2,R,7162,R,6094,R,278,R,265,R,13256,R,543,R,7440,R,6359,R,13799
2019,212054, 2,999,5,R,607,R,1007,R,107,R,243,R,1614,R,350,R,714,R,1250,R,1964
2019,212054, 3,  1,1,R,11,R,22,R,21,R,6,R,33,R,27,R,32,R,28,R,60
2019,212054, 3,  1,2,R,11,R,22,R,21,R,6,R,33,R,27,R,32,R,28,R,60
2019,212054, 4,  2,1,R,2723,R,2517,R,16,R,21,R,5240,R,37,R,2739,R,2538,R,5277
2019,212054, 4,  2,2,R,2723,R,2517,R,16,R,21,R,5240,R,37,R,2739,R,2538,R,5277
2019,212054, 5,  3,1,R,2815,R,2448,R,76,R,66,R,5263,R,142,R,2891,R,2514,R,5405
2019,212054, 5,  3,2,R,2798,R,2423,R,76,R,65,R,5221,R,141,R,2874,R,2488,R,5362
2019,212054, 5,  3,5,R,17,R,25,Z,0,R,1,R,42,R,1,R,17,R,26,R,43
2019,212054, 6,  4,1,R,2220,R,2114,R,272,R,415,R,4334,R,687,R,2492,R,2529,R,5021
2019,212054, 6,  4,2,R,1630,R,1132,R,165,R,173,R,2762,R,338,R,1795,R,1305,R,3100
2019,212054, 6,  4,5,R,590,R,982,R,107,R,242,R,1572,R,349,R,697,R,1224,R,1921
2019,212054, 7,999,1,R,1611,R,1736,R,1484,R,3611,R,3347,R,5095,R,3095,R,5347,R,8442
2019,212054, 7,999,2,R,342,R,280,R,287,R,706,R,622,R,993,R,629,R,986,R,1615
2019,212054, 7,999,5,R,1269,R,1456,R,1197,R,2905,R,2725,R,4102,R,2466,R,4361,R,6827
2019,212054, 8,  5,1,R,1133,R,1302,R,494,R,1077,R,2435,R,1571,R,1627,R,2379,R,4006
2019,212054, 8,  5,2,R,223,R,186,R,103,R,182,R,409,R,285,R,326,R,368,R,694
2019,212054, 8,  5,5,R,910,R,1116,R,391,R,895,R,2026,R,1286,R,1301,R,2011,R,3312
2019,212054, 9,  6,1,R,311,R,295,R,340,R,815,R,606,R,1155,R,651,R,1110,R,1761
2019,212054, 9,  6,2,R,70,R,59,R,55,R,145,R,129,R,200,R,125,R,204,R,329
2019,212054, 9,  6,5,R,241,R,236,R,285,R,670,R,477,R,955,R,526,R,906,R,1432
2019,212054,10,  7,1,R,108,R,79,R,253,R,615,R,187,R,868,R,361,R,694,R,1055
2019,212054,10,  7,2,R,33,R,21,R,51,R,127,R,54,R,178,R,84,R,148,R,232
2019,212054,10,  7,5,R,75,R,58,R,202,R,488,R,133,R,690,R,277,R,546,R,823
2019,212054,11,  8,1,R,43,R,48,R,252,R,743,R,91,R,995,R,295,R,791,R,1086
2019,212054,11,  8,2,R,14,R,13,R,53,R,169,R,27,R,222,R,67,R,182,R,249
2019,212054,11,  8,5,R,29,R,35,R,199,R,574,R,64,R,773,R,228,R,609,R,837
2019,212054,12,  9,1,R,15,R,12,R,142,R,348,R,27,R,490,R,157,R,360,R,517
2019,212054,12,  9,2,R,2,R,1,R,24,R,80,R,3,R,104,R,26,R,81,R,107
2019,212054,12,  9,5,R,13,R,11,R,118,R,268,R,24,R,386,R,131,R,279,R,410
2019,212054,13, 10,1,R,1,Z,0,R,3,R,13,R,1,R,16,R,4,R,13,R,17
2019,212054,13, 10,2,Z,0,Z,0,R,1,R,3,Z,0,R,4,R,1,R,3,R,4
2019,212054,13, 10,5,R,1,Z,0,R,2,R,10,R,1,R,12,R,3,R,10,R,13
2019,213543, 1,412,1,R,3355,R,2790,R,398,R,410,R,6145,R,808,R,3753,R,3200,R,6953
2019,213543, 1,112,2,R,2739,R,2368,R,40,R,31,R,5107,R,71,R,2779,R,2399,R,5178
2019,213543, 1,312,5,R,616,R,422,R,358,R,379,R,1038,R,737,R,974,R,801,R,1775
2019,213543, 2,999,1,R,3009,R,2583,R,66,R,88,R,5592,R,154,R,3075,R,2671,R,5746
2019,213543, 2,999,2,R,2731,R,2365,R,35,R,28,R,5096,R,63,R,2766,R,2393,R,5159
2019,213543, 2,999,5,R,278,R,218,R,31,R,60,R,496,R,91,R,309,R,278,R,587
2019,213543, 3,  1,1,R,48,R,58,Z,0,Z,0,R,106,Z,0,R,48,R,58,R,106
2019,213543, 3,  1,2,R,48,R,58,Z,0,Z,0,R,106,Z,0,R,48,R,58,R,106
2019,213543, 4,  2,1,R,1259,R,1149,R,2,Z,0,R,2408,R,2,R,1261,R,1149,R,2410
2019,213543, 4,  2,2,R,1259,R,1149,R,2,Z,0,R,2408,R,2,R,1261,R,1149,R,2410
2019,213543, 5,  3,1,R,1237,R,1097,R,16,R,12,R,2334,R,28,R,1253,R,1109,R,2362
2019,213543, 5,  3,2,R,1226,R,1083,R,15,R,12,R,2309,R,27,R,1241,R,1095,R,2336
2019,213543, 5,  3,5,R,11,R,14,R,1,Z,0,R,25,R,1,R,12,R,14,R,26
2019,213543, 6,  4,1,R,465,R,279,R,48,R,76,R,744,R,124,R,513,R,355,R,868
2019,213543, 6,  4,2,R,198,R,75,R,18,R,16,R,273,R,34,R,216,R,91,R,307
2019,213543, 6,  4,5,R,267,R,204,R,30,R,60,R,471,R,90,R,297,R,264,R,561
2019,213543, 7,999,1,R,346,R,207,R,332,R,322,R,553,R,654,R,678,R,529,R,1207
2019,213543, 7,999,2,R,8,R,3,R,5,R,3,R,11,R,8,R,13,R,6,R,19
2019,213543, 7,999,5,R,338,R,204,R,327,R,319,R,542,R,646,R,665,R,523,R,1188
2019,213543, 8,  5,1,R,238,R,137,R,105,R,119,R,375,R,224,R,343,R,256,R,599
2019,213543, 8,  5,2,R,5,R,3,R,3,R,1,R,8,R,4,R,8,R,4,R,12
2019,213543, 8,  5,5,R,233,R,134,R,102,R,118,R,367,R,220,R,335,R,252,R,587
2019,213543, 9,  6,1,R,74,R,46,R,80,R,66,R,120,R,146,R,154,R,112,R,266
2019,213543, 9,  6,2,R,2,Z,0,R,1,Z,0,R,2,R,1,R,3,Z,0,R,3
2019,213543, 9,  6,5,R,72,R,46,R,79,R,66,R,118,R,145,R,151,R,112,R,263
2019,213543,10,  7,1,R,20,R,13,R,53,R,52,R,33,R,105,R,73,R,65,R,138
2019,213543,10,  7,2,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,R,1
2019,213543,10,  7,5,R,19,R,13,R,53,R,52,R,32,R,105,R,72,R,65,R,137
2019,213543,11,  8,1,R,11,R,8,R,72,R,61,R,19,R,133,R,83,R,69,R,152
2019,213543,11,  8,5,R,11,R,8,R,72,R,61,R,19,R,133,R,83,R,69,R,152
2019,213543,12,  9,1,R,3,R,3,R,22,R,23,R,6,R,45,R,25,R,26,R,51
2019,213543,12,  9,2,Z,0,Z,0,R,1,R,1,Z,0,R,2,R,1,R,1,R,2
2019,213543,12,  9,5,R,3,R,3,R,21,R,22,R,6,R,43,R,24,R,25,R,49
2019,213543,13, 10,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,R,1,R,1
2019,213543,13, 10,2,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,R,1,R,1
2019,214777, 1,412,1,R,40152,R,34084,R,8970,R,8221,R,74236,R,17191,R,49122,R,42305,R,91427
2019,214777, 1,112,2,R,36025,R,30384,R,5064,R,4626,R,66409,R,9690,R,41089,R,35010,R,76099
2019,214777, 1,312,5,R,4127,R,3700,R,3906,R,3595,R,7827,R,7501,R,8033,R,7295,R,15328
2019,214777, 2,999,1,R,35497,R,30329,R,2169,R,2104,R,65826,R,4273,R,37666,R,32433,R,70099
2019,214777, 2,999,2,R,34080,R,28913,R,1849,R,1693,R,62993,R,3542,R,35929,R,30606,R,66535
2019,214777, 2,999,5,R,1417,R,1416,R,320,R,411,R,2833,R,731,R,1737,R,1827,R,3564
2019,214777, 3,  1,1,R,268,R,303,R,163,R,301,R,571,R,464,R,431,R,604,R,1035
2019,214777, 3,  1,2,R,268,R,303,R,163,R,301,R,571,R,464,R,431,R,604,R,1035
2019,214777, 4,  2,1,R,14171,R,12785,R,203,R,206,R,26956,R,409,R,14374,R,12991,R,27365
2019,214777, 4,  2,2,R,14171,R,12785,R,203,R,206,R,26956,R,409,R,14374,R,12991,R,27365
2019,214777, 5,  3,1,R,14676,R,12865,R,470,R,412,R,27541,R,882,R,15146,R,13277,R,28423
2019,214777, 5,  3,2,R,14611,R,12785,R,467,R,407,R,27396,R,874,R,15078,R,13192,R,28270
2019,214777, 5,  3,5,R,65,R,80,R,3,R,5,R,145,R,8,R,68,R,85,R,153
2019,214777, 6,  4,1,R,6382,R,4376,R,1333,R,1185,R,10758,R,2518,R,7715,R,5561,R,13276
2019,214777, 6,  4,2,R,5030,R,3040,R,1016,R,779,R,8070,R,1795,R,6046,R,3819,R,9865
2019,214777, 6,  4,5,R,1352,R,1336,R,317,R,406,R,2688,R,723,R,1669,R,1742,R,3411
2019,214777, 7,999,1,R,4655,R,3755,R,6801,R,6117,R,8410,R,12918,R,11456,R,9872,R,21328
2019,214777, 7,999,2,R,1945,R,1471,R,3215,R,2933,R,3416,R,6148,R,5160,R,4404,R,9564
2019,214777, 7,999,5,R,2710,R,2284,R,3586,R,3184,R,4994,R,6770,R,6296,R,5468,R,11764
2019,214777, 8,  5,1,R,2946,R,2290,R,2131,R,1980,R,5236,R,4111,R,5077,R,4270,R,9347
2019,214777, 8,  5,2,R,1175,R,774,R,1009,R,910,R,1949,R,1919,R,2184,R,1684,R,3868
2019,214777, 8,  5,5,R,1771,R,1516,R,1122,R,1070,R,3287,R,2192,R,2893,R,2586,R,5479
2019,214777, 9,  6,1,R,1043,R,797,R,1661,R,1339,R,1840,R,3000,R,2704,R,2136,R,4840
2019,214777, 9,  6,2,R,440,R,336,R,799,R,636,R,776,R,1435,R,1239,R,972,R,2211
2019,214777, 9,  6,5,R,603,R,461,R,862,R,703,R,1064,R,1565,R,1465,R,1164,R,2629
2019,214777,10,  7,1,R,357,R,331,R,1166,R,993,R,688,R,2159,R,1523,R,1324,R,2847
2019,214777,10,  7,2,R,163,R,172,R,573,R,490,R,335,R,1063,R,736,R,662,R,1398
2019,214777,10,  7,5,R,194,R,159,R,593,R,503,R,353,R,1096,R,787,R,662,R,1449
2019,214777,11,  8,1,R,256,R,262,R,1295,R,1253,R,518,R,2548,R,1551,R,1515,R,3066
2019,214777,11,  8,2,R,139,R,151,R,609,R,628,R,290,R,1237,R,748,R,779,R,1527
2019,214777,11,  8,5,R,117,R,111,R,686,R,625,R,228,R,1311,R,803,R,736,R,1539
2019,214777,12,  9,1,R,48,R,75,R,504,R,521,R,123,R,1025,R,552,R,596,R,1148
2019,214777,12,  9,2,R,25,R,38,R,198,R,247,R,63,R,445,R,223,R,285,R,508
2019,214777,12,  9,5,R,23,R,37,R,306,R,274,R,60,R,580,R,329,R,311,R,640
2019,214777,13, 10,1,R,5,R,0,R,44,R,31,R,5,R,75,R,49,R,31,R,80
2019,214777,13, 10,2,R,3,R,0,R,27,R,22,R,3,R,49,R,30,R,22,R,52
2019,214777,13, 10,5,R,2,R,0,R,17,R,9,R,2,R,26,R,19,R,9,R,28
2019,215062, 1,412,1,R,10404,R,11914,R,1499,R,2858,R,22318,R,4357,R,11903,R,14772,R,26675
2019,215062, 1,112,2,R,4879,R,5569,R,501,R,923,R,10448,R,1424,R,5380,R,6492,R,11872
2019,215062, 1,312,5,R,5525,R,6345,R,998,R,1935,R,11870,R,2933,R,6523,R,8280,R,14803
2019,215062, 2,999,1,R,6458,R,7826,R,445,R,794,R,14284,R,1239,R,6903,R,8620,R,15523
2019,215062, 2,999,2,R,4817,R,5461,R,293,R,504,R,10278,R,797,R,5110,R,5965,R,11075
2019,215062, 2,999,5,R,1641,R,2365,R,152,R,290,R,4006,R,442,R,1793,R,2655,R,4448
2019,215062, 3,  1,1,R,51,R,103,R,41,R,53,R,154,R,94,R,92,R,156,R,248
2019,215062, 3,  1,2,R,51,R,103,R,41,R,53,R,154,R,94,R,92,R,156,R,248
2019,215062, 4,  2,1,R,1995,R,2438,R,53,R,78,R,4433,R,131,R,2048,R,2516,R,4564
2019,215062, 4,  2,2,R,1995,R,2437,R,53,R,77,R,4432,R,130,R,2048,R,2514,R,4562
2019,215062, 4,  2,5,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,2,R,2
2019,215062, 5,  3,1,R,2381,R,2652,R,94,R,151,R,5033,R,245,R,2475,R,2803,R,5278
2019,215062, 5,  3,2,R,2322,R,2544,R,84,R,135,R,4866,R,219,R,2406,R,2679,R,5085
2019,215062, 5,  3,5,R,59,R,108,R,10,R,16,R,167,R,26,R,69,R,124,R,193
2019,215062, 6,  4,1,R,2031,R,2633,R,257,R,512,R,4664,R,769,R,2288,R,3145,R,5433
2019,215062, 6,  4,2,R,449,R,377,R,115,R,239,R,826,R,354,R,564,R,616,R,1180
2019,215062, 6,  4,5,R,1582,R,2256,R,142,R,273,R,3838,R,415,R,1724,R,2529,R,4253
2019,215062, 7,999,1,R,3946,R,4088,R,1054,R,2064,R,8034,R,3118,R,5000,R,6152,R,11152
2019,215062, 7,999,2,R,62,R,108,R,208,R,419,R,170,R,627,R,270,R,527,R,797
2019,215062, 7,999,5,R,3884,R,3980,R,846,R,1645,R,7864,R,2491,R,4730,R,5625,R,10355
2019,215062, 8,  5,1,R,2507,R,2879,R,363,R,735,R,5386,R,1098,R,2870,R,3614,R,6484
2019,215062, 8,  5,2,R,39,R,80,R,82,R,147,R,119,R,229,R,121,R,227,R,348
2019,215062, 8,  5,5,R,2468,R,2799,R,281,R,588,R,5267,R,869,R,2749,R,3387,R,6136
2019,215062, 9,  6,1,R,883,R,745,R,274,R,501,R,1628,R,775,R,1157,R,1246,R,2403
2019,215062, 9,  6,2,R,10,R,21,R,46,R,95,R,31,R,141,R,56,R,116,R,172
2019,215062, 9,  6,5,R,873,R,724,R,228,R,406,R,1597,R,634,R,1101,R,1130,R,2231
2019,215062,10,  7,1,R,315,R,225,R,161,R,282,R,540,R,443,R,476,R,507,R,983
2019,215062,10,  7,2,R,7,R,6,R,26,R,47,R,13,R,73,R,33,R,53,R,86
2019,215062,10,  7,5,R,308,R,219,R,135,R,235,R,527,R,370,R,443,R,454,R,897
2019,215062,11,  8,1,R,183,R,183,R,163,R,322,R,366,R,485,R,346,R,505,R,851
