year,UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
2023,231624,50, 50,R,2,R,2
2023,231624,51, 51,R,972,R,965
2023,231624,53, 53,R,5,R,5
2023,231624,54, 54,R,1,R,1
2023,231624,55, 55,R,6,R,6
2023,231624,57, 57,R,26,R,25
2023,231624,58,999,R,1563,R,1547
2023,231624,90, 90,R,56,R,55
2023,231624,99, 99,R,1619,R,1602
2023,234076, 1,  1,R,8,R,8
2023,234076, 2,  2,R,3,R,3
2023,234076, 4,  4,R,6,R,6
2023,234076, 5,  5,R,7,R,7
2023,234076, 6,  6,R,68,R,68
2023,234076, 8,  8,R,22,R,22
2023,234076, 9,  9,R,70,R,70
2023,234076,10, 10,R,8,R,8
2023,234076,11, 11,R,20,R,20
2023,234076,12, 12,R,57,R,57
2023,234076,13, 13,R,48,R,48
2023,234076,15, 15,R,2,R,2
2023,234076,16, 16,R,2,R,2
2023,234076,17, 17,R,25,R,25
2023,234076,18, 18,R,7,R,7
2023,234076,19, 19,R,4,R,4
2023,234076,20, 20,R,4,R,4
2023,234076,21, 21,R,8,R,8
2023,234076,22, 22,R,11,R,11
2023,234076,23, 23,R,10,R,10
2023,234076,24, 24,R,85,R,85
2023,234076,25, 25,R,78,R,78
2023,234076,26, 26,R,5,R,5
2023,234076,27, 27,R,6,R,6
2023,234076,28, 28,R,5,R,5
2023,234076,29, 29,R,8,R,8
2023,234076,30, 30,R,1,R,1
2023,234076,32, 32,R,5,R,5
2023,234076,33, 33,R,7,R,7
2023,234076,34, 34,R,110,R,110
2023,234076,35, 35,R,1,R,1
2023,234076,36, 36,R,177,R,177
2023,234076,37, 37,R,37,R,37
2023,234076,39, 39,R,26,R,26
2023,234076,40, 40,R,5,R,5
2023,234076,41, 41,R,3,R,3
2023,234076,42, 42,R,73,R,73
2023,234076,44, 44,R,8,R,8
2023,234076,45, 45,R,19,R,19
2023,234076,47, 47,R,29,R,29
2023,234076,48, 48,R,57,R,57
2023,234076,49, 49,R,5,R,5
2023,234076,50, 50,R,2,R,2
2023,234076,51, 51,R,2590,R,2590
2023,234076,53, 53,R,9,R,9
2023,234076,54, 54,R,4,R,4
2023,234076,55, 55,R,6,R,6
2023,234076,56, 56,R,3,R,3
2023,234076,57, 57,R,20,R,20
2023,234076,58,999,R,3774,R,3774
2023,234076,90, 90,R,192,R,192
2023,234076,99, 99,R,3966,R,3966
2023,239105, 1,  1,R,2,R,2
2023,239105, 2,  2,R,1,R,1
2023,239105, 4,  4,R,15,R,13
2023,239105, 5,  5,R,1,R,1
2023,239105, 6,  6,R,37,R,35
2023,239105, 8,  8,R,14,R,11
2023,239105, 9,  9,R,8,R,8
2023,239105,11, 11,R,3,R,3
2023,239105,12, 12,R,5,R,5
2023,239105,13, 13,R,3,R,2
2023,239105,15, 15,R,1,R,1
2023,239105,16, 16,R,1,Z,0
2023,239105,17, 17,R,787,R,751
2023,239105,18, 18,R,11,R,11
2023,239105,19, 19,R,8,R,7
2023,239105,20, 20,R,4,R,4
2023,239105,21, 21,R,1,R,1
2023,239105,22, 22,R,1,R,1
2023,239105,23, 23,R,4,R,4
2023,239105,24, 24,R,8,R,6
2023,239105,25, 25,R,20,R,18
2023,239105,26, 26,R,32,R,25
2023,239105,27, 27,R,76,R,69
2023,239105,29, 29,R,31,R,27
2023,239105,30, 30,R,1,R,1
2023,239105,31, 31,R,20,R,20
2023,239105,32, 32,R,2,R,2
2023,239105,33, 33,R,2,R,2
2023,239105,34, 34,R,9,R,9
2023,239105,35, 35,R,3,R,3
2023,239105,36, 36,R,18,R,17
2023,239105,37, 37,R,3,R,3
2023,239105,39, 39,R,24,R,24
2023,239105,41, 41,R,4,R,3
2023,239105,42, 42,R,13,R,12
2023,239105,44, 44,R,2,R,2
2023,239105,47, 47,R,1,R,1
2023,239105,48, 48,R,9,R,8
2023,239105,49, 49,R,2,R,2
2023,239105,50, 50,R,1,R,1
2023,239105,51, 51,R,4,R,3
2023,239105,53, 53,R,12,R,12
2023,239105,55, 55,R,643,R,459
2023,239105,57, 57,R,1,R,1
2023,239105,58,999,R,1848,R,1591
2023,239105,66, 66,R,1,R,1
2023,239105,72, 72,R,13,R,13
2023,239105,89,999,R,14,R,14
2023,239105,90, 90,R,24,R,16
2023,239105,99, 99,R,1886,R,1621
2023,240444, 1,  1,R,4,R,4
2023,240444, 2,  2,R,3,R,2
2023,240444, 4,  4,R,12,R,12
2023,240444, 5,  5,R,2,R,2
2023,240444, 6,  6,R,526,R,522
2023,240444, 8,  8,R,57,R,55
2023,240444, 9,  9,R,67,R,65
2023,240444,10, 10,R,5,R,4
2023,240444,11, 11,R,18,R,18
2023,240444,12, 12,R,52,R,50
2023,240444,13, 13,R,21,R,18
2023,240444,15, 15,R,2,R,2
2023,240444,16, 16,R,2,R,2
2023,240444,17, 17,R,707,R,703
2023,240444,18, 18,R,26,R,26
2023,240444,19, 19,R,18,R,18
2023,240444,20, 20,R,7,R,7
2023,240444,21, 21,R,6,R,6
2023,240444,22, 22,R,3,R,3
2023,240444,23, 23,R,1,R,1
2023,240444,24, 24,R,70,R,67
2023,240444,25, 25,R,118,R,114
2023,240444,26, 26,R,66,R,64
2023,240444,27, 27,R,825,R,816
2023,240444,29, 29,R,56,R,56
2023,240444,31, 31,R,8,R,8
2023,240444,32, 32,R,6,R,5
2023,240444,33, 33,R,6,R,6
2023,240444,34, 34,R,181,R,176
2023,240444,35, 35,R,2,R,2
2023,240444,36, 36,R,273,R,269
2023,240444,37, 37,R,13,R,13
2023,240444,38, 38,R,2,R,2
2023,240444,39, 39,R,50,R,50
2023,240444,40, 40,R,5,R,5
2023,240444,41, 41,R,22,R,22
2023,240444,42, 42,R,55,R,53
2023,240444,44, 44,R,4,R,4
2023,240444,45, 45,R,3,R,3
2023,240444,47, 47,R,12,R,11
2023,240444,48, 48,R,64,R,64
2023,240444,49, 49,R,6,R,6
2023,240444,50, 50,R,6,R,6
2023,240444,51, 51,R,50,R,47
2023,240444,53, 53,R,55,R,54
2023,240444,55, 55,R,3783,R,3743
2023,240444,57, 57,R,8,R,8
2023,240444,58,999,R,7288,R,7194
2023,240444,72, 72,R,1,R,1
2023,240444,89,999,R,1,R,1
2023,240444,90, 90,R,675,R,565
2023,240444,99, 99,R,7964,R,7760
2023,243744, 1,  1,R,3,R,2
2023,243744, 2,  2,R,1,R,1
2023,243744, 4,  4,R,27,R,25
2023,243744, 5,  5,R,5,R,5
2023,243744, 6,  6,R,629,R,579
2023,243744, 8,  8,R,34,R,32
2023,243744, 9,  9,R,13,R,10
2023,243744,10, 10,R,4,R,4
2023,243744,11, 11,R,1,R,1
2023,243744,12, 12,R,46,R,43
2023,243744,13, 13,R,38,R,34
2023,243744,15, 15,R,12,R,11
2023,243744,16, 16,R,2,R,2
2023,243744,17, 17,R,44,R,41
2023,243744,18, 18,R,6,R,4
2023,243744,19, 19,R,6,R,6
2023,243744,20, 20,R,8,R,8
2023,243744,21, 21,R,3,R,3
2023,243744,22, 22,R,7,R,7
2023,243744,23, 23,R,4,R,4
2023,243744,24, 24,R,22,R,19
2023,243744,25, 25,R,28,R,24
2023,243744,26, 26,R,14,R,14
2023,243744,27, 27,R,14,R,12
2023,243744,28, 28,R,3,R,3
2023,243744,29, 29,R,11,R,10
2023,243744,30, 30,R,2,R,2
2023,243744,31, 31,R,3,R,3
2023,243744,32, 32,R,11,R,10
2023,243744,33, 33,R,3,R,3
2023,243744,34, 34,R,28,R,23
2023,243744,35, 35,R,9,R,8
2023,243744,36, 36,R,60,R,58
2023,243744,37, 37,R,24,R,22
2023,243744,39, 39,R,25,R,24
2023,243744,40, 40,R,5,R,4
2023,243744,41, 41,R,28,R,25
2023,243744,42, 42,R,19,R,19
2023,243744,44, 44,R,3,R,3
2023,243744,45, 45,R,2,R,2
2023,243744,46, 46,R,2,R,2
2023,243744,47, 47,R,11,R,7
2023,243744,48, 48,R,99,R,93
2023,243744,49, 49,R,10,R,7
2023,243744,50, 50,R,1,R,1
2023,243744,51, 51,R,23,R,22
2023,243744,53, 53,R,59,R,53
2023,243744,54, 54,R,1,R,0
2023,243744,55, 55,R,11,R,9
2023,243744,56, 56,R,1,R,1
2023,243744,58,999,R,1425,R,1305
2023,243744,60, 60,R,1,R,1
2023,243744,66, 66,R,1,R,1
2023,243744,72, 72,R,1,R,1
2023,243744,78, 78,R,1,R,1
2023,243744,89,999,R,4,R,4
2023,243744,90, 90,R,269,R,213
2023,243744,98, 98,R,1,A,
2023,243744,99, 99,R,1699,R,1522
2023,243780, 1,  1,R,8,R,6
2023,243780, 2,  2,R,6,R,4
2023,243780, 4,  4,R,25,R,17
2023,243780, 5,  5,R,10,R,8
2023,243780, 6,  6,R,695,R,491
2023,243780, 8,  8,R,82,R,54
2023,243780, 9,  9,R,71,R,56
2023,243780,10, 10,R,7,R,7
2023,243780,11, 11,R,3,R,3
2023,243780,12, 12,R,99,R,59
2023,243780,13, 13,R,54,R,40
2023,243780,15, 15,R,9,R,6
2023,243780,16, 16,R,7,R,7
2023,243780,17, 17,R,693,R,491
2023,243780,18, 18,R,4313,R,2999
2023,243780,19, 19,R,15,R,6
2023,243780,20, 20,R,17,R,11
2023,243780,21, 21,R,53,R,39
2023,243780,22, 22,R,4,R,4
2023,243780,23, 23,R,3,R,2
2023,243780,24, 24,R,81,R,58
2023,243780,25, 25,R,134,R,87
2023,243780,26, 26,R,170,R,127
2023,243780,27, 27,R,81,R,57
2023,243780,28, 28,R,5,R,5
2023,243780,29, 29,R,70,R,48
2023,243780,30, 30,R,4,R,2
2023,243780,31, 31,R,8,R,5
2023,243780,32, 32,R,15,R,8
2023,243780,33, 33,R,22,R,18
2023,243780,34, 34,R,273,R,209
2023,243780,35, 35,R,12,R,12
2023,243780,36, 36,R,153,R,106
2023,243780,37, 37,R,47,R,33
2023,243780,38, 38,R,6,R,3
2023,243780,39, 39,R,244,R,156
2023,243780,40, 40,R,9,R,7
2023,243780,41, 41,R,27,R,19
2023,243780,42, 42,R,140,R,106
2023,243780,44, 44,R,4,R,3
2023,243780,45, 45,R,15,R,11
2023,243780,46, 46,R,3,R,3
2023,243780,47, 47,R,68,R,46
2023,243780,48, 48,R,267,R,199
2023,243780,49, 49,R,11,R,6
2023,243780,50, 50,R,6,Z,0
2023,243780,51, 51,R,188,R,139
2023,243780,53, 53,R,98,R,70
2023,243780,54, 54,R,5,R,3
2023,243780,55, 55,R,81,R,61
2023,243780,56, 56,R,2,R,1
2023,243780,57, 57,R,199,R,130
2023,243780,58,999,R,8622,R,6048
2023,243780,66, 66,R,1,Z,0
2023,243780,69, 69,R,1,R,1
2023,243780,72, 72,R,33,R,24
2023,243780,89,999,R,35,R,25
2023,243780,90, 90,R,724,R,452
2023,243780,99, 99,R,9381,R,6525
2023,445188, 4,  4,R,1,R,1
2023,445188, 6,  6,R,2396,R,2387
2023,445188,15, 15,R,1,R,1
2023,445188,32, 32,R,1,R,1
2023,445188,34, 34,R,1,R,1
2023,445188,39, 39,R,1,R,1
2023,445188,41, 41,R,1,R,1
2023,445188,48, 48,R,3,R,3
2023,445188,58,999,R,2405,R,2396
2023,445188,90, 90,R,14,R,14
2023,445188,99, 99,R,2419,R,2410
2022,100858, 1,  1,R,3061,R,3003
2022,100858, 2,  2,R,1,R,1
2022,100858, 4,  4,R,15,R,15
2022,100858, 5,  5,R,6,R,6
2022,100858, 6,  6,R,47,R,47
2022,100858, 8,  8,R,53,R,51
2022,100858, 9,  9,R,10,R,10
2022,100858,10, 10,R,3,R,3
2022,100858,11, 11,R,2,R,2
2022,100858,12, 12,R,270,R,264
2022,100858,13, 13,R,684,R,676
2022,100858,15, 15,R,1,R,1
2022,100858,16, 16,R,2,R,2
2022,100858,17, 17,R,64,R,63
2022,100858,18, 18,R,16,R,16
2022,100858,19, 19,R,1,R,1
2022,100858,20, 20,R,4,R,4
2022,100858,21, 21,R,31,R,31
2022,100858,22, 22,R,53,R,53
2022,100858,23, 23,R,1,R,1
2022,100858,24, 24,R,44,R,44
2022,100858,25, 25,R,12,R,12
2022,100858,26, 26,R,12,R,12
2022,100858,27, 27,R,8,R,8
2022,100858,28, 28,R,16,R,15
2022,100858,29, 29,R,30,R,30
2022,100858,30, 30,R,1,R,1
2022,100858,31, 31,R,2,R,2
2022,100858,32, 32,R,3,R,3
2022,100858,33, 33,R,4,R,4
2022,100858,34, 34,R,38,R,37
2022,100858,36, 36,R,25,R,23
2022,100858,37, 37,R,121,R,118
2022,100858,38, 38,R,1,R,1
2022,100858,39, 39,R,39,R,39
2022,100858,40, 40,R,3,R,3
2022,100858,41, 41,R,3,R,3
2022,100858,42, 42,R,45,R,44
2022,100858,44, 44,R,2,R,2
2022,100858,45, 45,R,57,R,56
2022,100858,47, 47,R,205,R,204
2022,100858,48, 48,R,179,R,178
2022,100858,49, 49,R,2,R,2
2022,100858,50, 50,R,1,R,1
2022,100858,51, 51,R,60,R,60
2022,100858,53, 53,R,6,R,6
2022,100858,54, 54,R,2,R,2
2022,100858,55, 55,R,9,R,8
2022,100858,58,999,R,5255,R,5168
2022,100858,68, 68,R,1,R,1
2022,100858,89,999,R,1,R,1
2022,100858,90, 90,R,47,R,24
2022,100858,99, 99,R,5303,R,5193
2022,110404, 1,  1,R,1,R,1
2022,110404, 4,  4,R,3,R,3
2022,110404, 6,  6,R,64,R,64
2022,110404, 8,  8,R,7,R,7
2022,110404, 9,  9,R,1,R,1
2022,110404,12, 12,R,9,R,9
2022,110404,13, 13,R,5,R,5
2022,110404,15, 15,R,2,R,2
2022,110404,16, 16,R,1,R,1
2022,110404,17, 17,R,11,R,11
2022,110404,18, 18,R,3,R,2
2022,110404,19, 19,R,2,R,2
2022,110404,22, 22,R,1,R,1
2022,110404,24, 24,R,7,R,7
2022,110404,25, 25,R,2,R,2
2022,110404,26, 26,R,1,R,1
2022,110404,27, 27,R,5,R,5
2022,110404,29, 29,R,1,R,1
2022,110404,32, 32,R,3,R,3
2022,110404,34, 34,R,5,R,4
2022,110404,35, 35,R,1,R,1
2022,110404,36, 36,R,5,R,5
2022,110404,37, 37,R,4,R,4
2022,110404,38, 38,R,1,R,1
2022,110404,41, 41,R,1,R,1
2022,110404,42, 42,R,8,R,8
2022,110404,44, 44,R,1,R,1
2022,110404,45, 45,R,2,R,2
2022,110404,47, 47,R,1,R,1
2022,110404,48, 48,R,14,R,14
2022,110404,50, 50,R,1,R,1
2022,110404,51, 51,R,10,R,10
2022,110404,53, 53,R,8,R,8
2022,110404,55, 55,R,2,R,2
2022,110404,58,999,R,193,R,191
2022,110404,90, 90,R,31,R,29
2022,110404,99, 99,R,224,R,220
2022,110635, 1,  1,R,3,R,3
2022,110635, 2,  2,R,1,R,1
2022,110635, 4,  4,R,23,R,23
2022,110635, 5,  5,R,4,R,4
2022,110635, 6,  6,R,5229,R,5214
2022,110635, 8,  8,R,29,R,29
2022,110635, 9,  9,R,16,R,16
2022,110635,10, 10,R,1,R,1
2022,110635,11, 11,R,1,R,1
2022,110635,12, 12,R,38,R,38
2022,110635,13, 13,R,15,R,15
2022,110635,15, 15,R,18,R,18
2022,110635,16, 16,R,1,R,1
2022,110635,17, 17,R,45,R,45
2022,110635,18, 18,R,8,R,8
2022,110635,19, 19,R,2,R,2
2022,110635,20, 20,R,4,R,4
2022,110635,21, 21,R,1,R,1
2022,110635,22, 22,R,2,R,2
2022,110635,24, 24,R,29,R,28
2022,110635,25, 25,R,35,R,35
2022,110635,26, 26,R,5,R,5
2022,110635,27, 27,R,23,R,23
2022,110635,28, 28,R,1,R,1
2022,110635,29, 29,R,5,R,5
2022,110635,30, 30,R,3,R,3
2022,110635,32, 32,R,25,R,25
2022,110635,33, 33,R,2,R,2
2022,110635,34, 34,R,53,R,53
2022,110635,35, 35,R,5,R,5
2022,110635,36, 36,R,40,R,39
2022,110635,37, 37,R,13,R,13
2022,110635,38, 38,R,1,R,1
2022,110635,39, 39,R,11,R,11
2022,110635,40, 40,R,3,R,3
2022,110635,41, 41,R,23,R,23
2022,110635,42, 42,R,25,R,24
2022,110635,45, 45,R,2,R,2
2022,110635,47, 47,R,9,R,9
2022,110635,48, 48,R,72,R,71
2022,110635,49, 49,R,8,R,8
2022,110635,50, 50,R,2,R,2
2022,110635,51, 51,R,39,R,39
2022,110635,53, 53,R,72,R,72
2022,110635,55, 55,R,12,R,12
2022,110635,56, 56,R,2,R,2
2022,110635,58,999,R,5961,R,5942
2022,110635,69, 69,R,1,R,1
2022,110635,72, 72,R,2,R,2
2022,110635,89,999,R,3,R,3
2022,110635,90, 90,R,759,R,717
2022,110635,98, 98,R,3,A,
2022,110635,99, 99,R,6726,R,6662
2022,110644, 1,  1,R,1,R,1
2022,110644, 4,  4,R,22,R,22
2022,110644, 5,  5,R,1,R,1
2022,110644, 6,  6,R,4812,R,4807
2022,110644, 8,  8,R,19,R,18
2022,110644, 9,  9,R,10,R,10
2022,110644,11, 11,R,3,R,3
2022,110644,12, 12,R,10,R,10
2022,110644,13, 13,R,6,R,5
2022,110644,15, 15,R,29,R,29
2022,110644,16, 16,R,5,R,5
2022,110644,17, 17,R,21,R,21
2022,110644,18, 18,R,5,R,5
2022,110644,19, 19,R,1,R,1
2022,110644,20, 20,R,5,R,5
2022,110644,21, 21,R,5,R,5
2022,110644,22, 22,R,3,R,3
2022,110644,23, 23,R,1,R,1
2022,110644,24, 24,R,9,R,9
2022,110644,25, 25,R,18,R,18
2022,110644,26, 26,R,7,R,7
2022,110644,27, 27,R,6,R,6
2022,110644,29, 29,R,6,R,6
2022,110644,31, 31,R,1,R,1
2022,110644,32, 32,R,16,R,16
2022,110644,33, 33,R,2,R,2
2022,110644,34, 34,R,18,R,18
2022,110644,35, 35,R,4,R,4
2022,110644,36, 36,R,23,R,23
2022,110644,37, 37,R,5,R,5
2022,110644,39, 39,R,2,R,2
2022,110644,41, 41,R,27,R,27
2022,110644,42, 42,R,16,R,16
2022,110644,44, 44,R,1,R,1
2022,110644,45, 45,R,1,R,1
2022,110644,47, 47,R,2,R,2
2022,110644,48, 48,R,38,R,38
2022,110644,49, 49,R,3,R,3
2022,110644,51, 51,R,22,R,22
2022,110644,53, 53,R,73,R,73
2022,110644,55, 55,R,3,R,3
2022,110644,58,999,R,5262,R,5255
2022,110644,66, 66,R,2,R,2
2022,110644,69, 69,R,1,R,1
2022,110644,89,999,R,3,R,3
2022,110644,90, 90,R,1133,R,1117
2022,110644,98, 98,R,1,A,
2022,110644,99, 99,R,6399,R,6375
2022,110653, 1,  1,R,3,R,3
2022,110653, 2,  2,R,2,R,2
2022,110653, 4,  4,R,23,R,22
2022,110653, 5,  5,R,3,R,3
2022,110653, 6,  6,R,4615,R,4609
2022,110653, 8,  8,R,19,R,19
2022,110653, 9,  9,R,9,R,9
2022,110653,10, 10,R,2,R,2
2022,110653,11, 11,R,1,R,1
2022,110653,12, 12,R,8,R,8
2022,110653,13, 13,R,5,R,5
2022,110653,15, 15,R,47,R,47
2022,110653,16, 16,R,1,R,1
2022,110653,17, 17,R,16,R,16
2022,110653,18, 18,R,4,R,4
2022,110653,19, 19,R,3,R,3
2022,110653,20, 20,R,2,R,2
2022,110653,22, 22,R,1,R,1
2022,110653,24, 24,R,11,R,11
2022,110653,25, 25,R,23,R,22
2022,110653,26, 26,R,2,R,2
2022,110653,27, 27,R,7,R,7
2022,110653,29, 29,R,4,R,4
2022,110653,30, 30,R,2,R,2
2022,110653,31, 31,R,1,R,1
2022,110653,33, 33,R,3,R,3
2022,110653,34, 34,R,19,R,19
2022,110653,35, 35,R,3,R,3
2022,110653,36, 36,R,35,R,35
2022,110653,37, 37,R,5,R,5
2022,110653,39, 39,R,1,R,1
2022,110653,40, 40,R,1,R,1
2022,110653,41, 41,R,16,R,16
2022,110653,42, 42,R,15,R,15
2022,110653,45, 45,R,2,R,2
2022,110653,47, 47,R,6,R,5
2022,110653,48, 48,R,24,R,24
2022,110653,49, 49,R,6,R,6
2022,110653,50, 50,R,1,R,1
2022,110653,51, 51,R,16,R,16
2022,110653,53, 53,R,53,R,53
2022,110653,55, 55,R,2,R,2
2022,110653,58,999,R,5022,R,5013
2022,110653,66, 66,R,2,R,2
2022,110653,69, 69,R,1,R,1
2022,110653,89,999,R,3,R,3
2022,110653,90, 90,R,632,R,624
2022,110653,98, 98,R,7,A,
2022,110653,99, 99,R,5664,R,5640
2022,110662, 1,  1,R,4,R,4
2022,110662, 2,  2,R,3,R,3
2022,110662, 4,  4,R,33,R,33
2022,110662, 6,  6,R,4958,R,4950
2022,110662, 8,  8,R,32,R,32
2022,110662, 9,  9,R,22,R,22
2022,110662,10, 10,R,5,R,5
2022,110662,11, 11,R,14,R,14
2022,110662,12, 12,R,36,R,36
2022,110662,13, 13,R,19,R,18
2022,110662,15, 15,R,32,R,32
2022,110662,16, 16,R,4,R,4
2022,110662,17, 17,R,63,R,63
2022,110662,18, 18,R,4,R,4
2022,110662,19, 19,R,5,R,5
2022,110662,20, 20,R,11,R,11
2022,110662,21, 21,R,5,R,5
2022,110662,22, 22,R,3,R,3
2022,110662,23, 23,R,2,R,2
2022,110662,24, 24,R,53,R,53
2022,110662,25, 25,R,61,R,60
2022,110662,26, 26,R,8,R,8
2022,110662,27, 27,R,18,R,18
2022,110662,28, 28,R,2,R,2
2022,110662,29, 29,R,15,R,15
2022,110662,30, 30,R,2,R,2
2022,110662,31, 31,R,2,R,2
2022,110662,32, 32,R,13,R,13
2022,110662,33, 33,R,4,R,4
2022,110662,34, 34,R,58,R,58
2022,110662,35, 35,R,6,R,6
2022,110662,36, 36,R,90,R,90
2022,110662,37, 37,R,15,R,13
2022,110662,38, 38,R,2,R,2
2022,110662,39, 39,R,15,R,15
2022,110662,40, 40,R,6,R,6
2022,110662,41, 41,R,24,R,24
2022,110662,42, 42,R,36,R,35
2022,110662,44, 44,R,4,R,4
2022,110662,45, 45,R,7,R,7
2022,110662,46, 46,R,2,R,2
2022,110662,47, 47,R,6,R,6
2022,110662,48, 48,R,72,R,71
2022,110662,49, 49,R,15,R,15
2022,110662,50, 50,R,5,R,5
2022,110662,51, 51,R,37,R,37
2022,110662,53, 53,R,64,R,64
2022,110662,54, 54,R,1,R,1
2022,110662,55, 55,R,16,R,16
2022,110662,56, 56,R,2,R,2
2022,110662,58,999,R,5916,R,5902
2022,110662,66, 66,R,2,R,2
2022,110662,89,999,R,2,R,2
2022,110662,90, 90,R,540,R,516
2022,110662,98, 98,R,4,A,
2022,110662,99, 99,R,6462,R,6420
2022,110671, 4,  4,R,3,R,3
2022,110671, 5,  5,R,1,R,1
2022,110671, 6,  6,R,5226,R,5202
2022,110671, 8,  8,R,3,R,3
2022,110671, 9,  9,R,1,R,1
2022,110671,12, 12,R,6,R,6
2022,110671,13, 13,R,2,R,2
2022,110671,15, 15,R,6,R,6
2022,110671,17, 17,R,6,R,6
2022,110671,20, 20,R,3,R,2
2022,110671,21, 21,R,1,R,1
2022,110671,24, 24,R,2,R,2
2022,110671,25, 25,R,1,R,1
2022,110671,27, 27,R,2,R,2
2022,110671,32, 32,R,6,R,6
2022,110671,34, 34,R,2,R,2
2022,110671,35, 35,R,2,R,2
2022,110671,36, 36,R,4,R,4
2022,110671,37, 37,R,1,R,1
2022,110671,39, 39,R,2,R,2
2022,110671,41, 41,R,3,R,3
2022,110671,42, 42,R,2,R,2
2022,110671,48, 48,R,15,R,13
2022,110671,49, 49,R,1,R,1
2022,110671,53, 53,R,11,R,11
2022,110671,58,999,R,5312,R,5285
2022,110671,90, 90,R,260,R,236
2022,110671,98, 98,R,1,A,
2022,110671,99, 99,R,5573,R,5521
2022,110680, 1,  1,R,2,R,2
2022,110680, 2,  2,R,2,R,2
2022,110680, 4,  4,R,32,R,32
2022,110680, 5,  5,R,1,R,1
2022,110680, 6,  6,R,5308,R,5304
2022,110680, 8,  8,R,28,R,28
2022,110680, 9,  9,R,6,R,6
2022,110680,11, 11,R,3,R,3
2022,110680,12, 12,R,23,R,22
2022,110680,13, 13,R,10,R,10
2022,110680,15, 15,R,8,R,8
2022,110680,16, 16,R,2,R,1
2022,110680,17, 17,R,21,R,21
2022,110680,18, 18,R,3,R,3
2022,110680,20, 20,R,2,R,2
2022,110680,21, 21,R,4,R,4
2022,110680,22, 22,R,2,R,2
2022,110680,23, 23,R,1,R,1
2022,110680,24, 24,R,14,R,14
2022,110680,25, 25,R,25,R,25
2022,110680,26, 26,R,5,R,5
2022,110680,27, 27,R,11,R,11
2022,110680,29, 29,R,6,R,6
2022,110680,30, 30,R,1,R,1
2022,110680,31, 31,R,3,R,3
2022,110680,32, 32,R,21,R,21
2022,110680,33, 33,R,3,R,3
2022,110680,34, 34,R,33,R,33
2022,110680,35, 35,R,4,R,4
2022,110680,36, 36,R,36,R,36
2022,110680,37, 37,R,9,R,9
2022,110680,39, 39,R,5,R,5
2022,110680,40, 40,R,1,R,1
2022,110680,41, 41,R,29,R,29
2022,110680,42, 42,R,20,R,20
2022,110680,45, 45,R,1,R,1
2022,110680,47, 47,R,5,R,5
2022,110680,48, 48,R,51,R,51
2022,110680,49, 49,R,7,R,6
2022,110680,50, 50,R,1,R,1
2022,110680,51, 51,R,22,R,22
2022,110680,53, 53,R,42,R,42
2022,110680,55, 55,R,3,R,3
2022,110680,58,999,R,5816,R,5809
2022,110680,66, 66,R,2,R,2
2022,110680,72, 72,R,1,R,1
2022,110680,89,999,R,3,R,3
2022,110680,90, 90,R,722,R,712
2022,110680,98, 98,R,5,A,
2022,110680,99, 99,R,6546,R,6524
2022,110705, 2,  2,R,9,R,9
2022,110705, 4,  4,R,13,R,13
2022,110705, 5,  5,R,1,R,1
2022,110705, 6,  6,R,3863,R,3851
2022,110705, 8,  8,R,31,R,30
2022,110705, 9,  9,R,10,R,10
2022,110705,11, 11,R,4,R,4
2022,110705,12, 12,R,15,R,15
2022,110705,13, 13,R,6,R,6
2022,110705,15, 15,R,14,R,14
2022,110705,16, 16,R,4,R,4
2022,110705,17, 17,R,30,R,30
2022,110705,18, 18,R,4,R,4
2022,110705,19, 19,R,2,R,2
2022,110705,20, 20,R,3,R,3
2022,110705,21, 21,R,2,R,2
2022,110705,22, 22,R,3,R,3
2022,110705,23, 23,R,2,R,2
2022,110705,24, 24,R,18,R,18
2022,110705,25, 25,R,28,R,28
2022,110705,26, 26,R,3,R,3
2022,110705,27, 27,R,17,R,17
2022,110705,29, 29,R,5,R,5
2022,110705,31, 31,R,1,R,1
2022,110705,32, 32,R,6,R,6
2022,110705,33, 33,R,3,R,3
2022,110705,34, 34,R,31,R,31
2022,110705,35, 35,R,6,R,6
2022,110705,36, 36,R,36,R,36
2022,110705,37, 37,R,6,R,6
2022,110705,39, 39,R,7,R,7
2022,110705,40, 40,R,1,R,1
2022,110705,41, 41,R,25,R,25
2022,110705,42, 42,R,12,R,12
2022,110705,44, 44,R,1,R,1
2022,110705,47, 47,R,4,R,4
2022,110705,48, 48,R,30,R,30
2022,110705,49, 49,R,8,R,8
2022,110705,50, 50,R,1,R,1
2022,110705,51, 51,R,24,R,24
2022,110705,53, 53,R,52,R,52
2022,110705,55, 55,R,2,R,2
2022,110705,56, 56,R,1,R,1
2022,110705,58,999,R,4344,R,4331
2022,110705,66, 66,R,4,R,4
2022,110705,89,999,R,4,R,4
2022,110705,90, 90,R,618,R,613
2022,110705,99, 99,R,4966,R,4948
2022,110714, 1,  1,R,2,R,2
2022,110714, 4,  4,R,9,R,9
2022,110714, 5,  5,R,2,R,2
2022,110714, 6,  6,R,3478,R,3463
2022,110714, 8,  8,R,12,R,11
2022,110714, 9,  9,R,3,R,3
2022,110714,11, 11,R,2,R,2
2022,110714,12, 12,R,6,R,6
2022,110714,13, 13,R,6,R,5
2022,110714,15, 15,R,7,R,7
2022,110714,16, 16,R,2,R,2
