year,UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
2020,243780, 1,R,1142,R,1,R,1141,R,860,R,6,R,866,R,895,R,0,R,895,R,723,R,1,R,724,R,4496,R,0,R,4496,R,3812,R,7,R,3819,R,6533,R,1,R,6532,R,5395,R,14,R,5409
2020,243780, 2,R,1138,R,1,R,1137,R,859,R,4,R,863,R,893,R,0,R,893,R,722,R,1,R,723,R,4484,R,0,R,4484,R,3806,R,6,R,3812,R,6515,R,1,R,6514,R,5387,R,11,R,5398
2020,243780, 3,R,4,Z,0,R,4,R,1,R,2,R,3,R,2,Z,0,R,2,R,1,R,0,R,1,R,12,Z,0,R,12,R,6,R,1,R,7,R,18,R,0,R,18,R,8,R,3,R,11
2020,445188, 1,R,958,R,0,R,958,R,649,R,0,R,649,R,272,R,1,R,271,R,190,R,0,R,190,R,318,R,1,R,317,R,223,R,0,R,223,R,1548,R,2,R,1546,R,1062,R,0,R,1062
2020,445188, 2,R,958,R,0,R,958,R,649,R,0,R,649,R,272,R,1,R,271,R,190,R,0,R,190,R,318,R,1,R,317,R,223,R,0,R,223,R,1548,R,2,R,1546,R,1062,R,0,R,1062
2021,100858, 1,R,620,R,1,R,619,R,410,R,0,R,410,R,671,R,0,R,671,R,521,R,0,R,521,R,3564,R,6,R,3558,R,2990,R,0,R,2990,R,4855,R,7,R,4848,R,3921,R,0,R,3921
2021,100858, 2,R,620,R,1,R,619,R,410,R,0,R,410,R,671,R,0,R,671,R,521,R,0,R,521,R,3564,R,6,R,3558,R,2990,R,0,R,2990,R,4855,R,7,R,4848,R,3921,R,0,R,3921
2021,110404, 1,R,26,R,1,R,25,R,22,R,0,R,22,R,3,R,0,R,3,R,3,R,0,R,3,R,212,R,0,R,212,R,198,R,0,R,198,R,241,R,1,R,240,R,223,R,0,R,223
2021,110404, 2,R,26,R,1,R,25,R,22,R,0,R,22,R,3,R,0,R,3,R,3,R,0,R,3,R,212,R,0,R,212,R,198,R,0,R,198,R,241,R,1,R,240,R,223,R,0,R,223
2021,110635, 1,R,1267,R,0,R,1267,R,1123,R,0,R,1123,R,496,R,0,R,496,R,440,R,0,R,440,R,3747,R,0,R,3747,R,3551,R,0,R,3551,R,5510,R,0,R,5510,R,5114,R,0,R,5114
2021,110635, 2,R,1267,Z,0,R,1267,R,1123,R,0,R,1123,R,496,Z,0,R,496,R,440,R,0,R,440,R,3747,Z,0,R,3747,R,3551,R,0,R,3551,R,5510,R,0,R,5510,R,5114,R,0,R,5114
2021,110644, 1,R,1793,R,0,R,1793,R,1525,R,0,R,1525,R,663,R,0,R,663,R,589,R,0,R,589,R,2867,R,0,R,2867,R,2514,R,0,R,2514,R,5323,R,0,R,5323,R,4628,R,0,R,4628
2021,110644, 2,R,1793,Z,0,R,1793,R,1525,R,0,R,1525,R,663,Z,0,R,663,R,589,R,0,R,589,R,2867,Z,0,R,2867,R,2514,R,0,R,2514,R,5323,R,0,R,5323,R,4628,R,0,R,4628
2021,110653, 1,R,2338,R,4,R,2334,R,1909,R,0,R,1909,R,812,R,1,R,811,R,691,R,0,R,691,R,2596,R,4,R,2592,R,2200,R,0,R,2200,R,5746,R,9,R,5737,R,4800,R,0,R,4800
2021,110653, 2,R,2338,R,4,R,2334,R,1909,R,0,R,1909,R,812,R,1,R,811,R,691,R,0,R,691,R,2596,R,4,R,2592,R,2200,R,0,R,2200,R,5746,R,9,R,5737,R,4800,R,0,R,4800
2021,110662, 1,R,1686,R,1,R,1685,R,1487,R,0,R,1487,R,628,R,1,R,627,R,591,R,0,R,591,R,3357,R,2,R,3355,R,3143,R,0,R,3143,R,5671,R,4,R,5667,R,5221,R,0,R,5221
2021,110662, 2,R,1686,R,1,R,1685,R,1487,R,0,R,1487,R,628,R,1,R,627,R,591,R,0,R,591,R,3357,R,2,R,3355,R,3143,R,0,R,3143,R,5671,R,4,R,5667,R,5221,R,0,R,5221
2021,110671, 1,R,2121,R,1,R,2120,R,1590,R,0,R,1590,R,581,R,0,R,581,R,456,R,0,R,456,R,1316,R,0,R,1316,R,1025,R,0,R,1025,R,4018,R,1,R,4017,R,3071,R,0,R,3071
2021,110671, 2,R,2121,R,1,R,2120,R,1590,R,0,R,1590,R,581,R,0,R,581,R,456,R,0,R,456,R,1316,R,0,R,1316,R,1025,R,0,R,1025,R,4018,R,1,R,4017,R,3071,R,0,R,3071
2021,110680, 1,R,1373,R,0,R,1373,R,1203,R,0,R,1203,R,698,R,0,R,698,R,615,R,0,R,615,R,3215,R,0,R,3215,R,2905,R,0,R,2905,R,5286,R,0,R,5286,R,4723,R,0,R,4723
2021,110680, 2,R,1373,Z,0,R,1373,R,1203,R,0,R,1203,R,698,Z,0,R,698,R,615,R,0,R,615,R,3215,Z,0,R,3215,R,2905,R,0,R,2905,R,5286,R,0,R,5286,R,4723,R,0,R,4723
2021,110705, 1,R,1732,R,0,R,1732,R,1442,R,0,R,1442,R,535,R,0,R,535,R,458,R,0,R,458,R,2192,R,0,R,2192,R,1907,R,0,R,1907,R,4459,R,0,R,4459,R,3807,R,0,R,3807
2021,110705, 2,R,1732,Z,0,R,1732,R,1442,R,0,R,1442,R,535,Z,0,R,535,R,458,R,0,R,458,R,2192,Z,0,R,2192,R,1907,R,0,R,1907,R,4459,R,0,R,4459,R,3807,R,0,R,3807
2021,110714, 1,R,1299,R,0,R,1299,R,1014,R,0,R,1014,R,553,R,0,R,553,R,416,R,0,R,416,R,1755,R,2,R,1753,R,1385,R,0,R,1385,R,3607,R,2,R,3605,R,2815,R,0,R,2815
2021,110714, 2,R,1299,R,0,R,1299,R,1014,R,0,R,1014,R,553,R,0,R,553,R,416,R,0,R,416,R,1755,R,2,R,1753,R,1385,R,0,R,1385,R,3607,R,2,R,3605,R,2815,R,0,R,2815
2021,121150, 1,R,133,R,0,R,133,R,116,R,0,R,116,R,196,R,0,R,196,R,172,R,0,R,172,R,416,R,0,R,416,R,330,R,0,R,330,R,745,R,0,R,745,R,618,R,0,R,618
2021,121150, 2,R,133,Z,0,R,133,R,116,R,0,R,116,R,196,Z,0,R,196,R,172,R,0,R,172,R,416,Z,0,R,416,R,330,R,0,R,330,R,745,R,0,R,745,R,618,R,0,R,618
2021,122931, 1,R,112,R,0,R,112,R,104,R,0,R,104,R,175,R,0,R,175,R,162,R,0,R,162,R,973,R,0,R,973,R,879,R,0,R,879,R,1260,R,0,R,1260,R,1145,R,0,R,1145
2021,122931, 2,R,112,Z,0,R,112,R,104,R,0,R,104,R,175,Z,0,R,175,R,162,R,0,R,162,R,973,Z,0,R,973,R,879,R,0,R,879,R,1260,R,0,R,1260,R,1145,R,0,R,1145
2021,123961, 1,R,508,R,0,R,508,R,454,R,0,R,454,R,338,R,1,R,337,R,315,R,0,R,315,R,2100,R,2,R,2098,R,1939,R,0,R,1939,R,2946,R,3,R,2943,R,2708,R,0,R,2708
2021,123961, 2,R,508,R,0,R,508,R,454,R,0,R,454,R,338,R,1,R,337,R,315,R,0,R,315,R,2100,R,2,R,2098,R,1939,R,0,R,1939,R,2946,R,3,R,2943,R,2708,R,0,R,2708
2021,126614, 1,R,976,R,0,R,976,R,645,R,0,R,645,R,926,R,3,R,923,R,649,R,0,R,649,R,4277,R,13,R,4264,R,3269,R,0,R,3269,R,6179,R,16,R,6163,R,4563,R,0,R,4563
2021,126614, 2,R,976,R,0,R,976,R,645,R,0,R,645,R,926,R,3,R,923,R,649,R,0,R,649,R,4277,R,13,R,4264,R,3269,R,0,R,3269,R,6179,R,16,R,6163,R,4563,R,0,R,4563
2021,126775, 1,R,100,R,0,R,100,R,75,R,0,R,75,R,193,R,0,R,193,R,151,R,0,R,151,R,710,R,0,R,710,R,609,R,0,R,609,R,1003,R,0,R,1003,R,835,R,0,R,835
2021,126775, 2,R,100,Z,0,R,100,R,75,R,0,R,75,R,193,Z,0,R,193,R,151,R,0,R,151,R,710,Z,0,R,710,R,609,R,0,R,609,R,1003,R,0,R,1003,R,835,R,0,R,835
2021,129020, 1,R,681,R,0,R,681,R,534,R,6,R,540,R,768,R,0,R,768,R,625,R,7,R,632,R,2317,R,2,R,2315,R,1945,R,10,R,1955,R,3766,R,2,R,3764,R,3104,R,23,R,3127
2021,129020, 2,R,673,R,0,R,673,R,534,R,0,R,534,R,757,R,0,R,757,R,625,R,0,R,625,R,2306,R,2,R,2304,R,1945,R,0,R,1945,R,3736,R,2,R,3734,R,3104,R,0,R,3104
2021,129020, 3,R,8,Z,0,R,8,Z,0,R,6,R,6,R,11,Z,0,R,11,Z,0,R,7,R,7,R,11,Z,0,R,11,Z,0,R,10,R,10,R,30,R,0,R,30,R,0,R,23,R,23
2021,130794, 1,R,226,R,0,R,226,R,210,R,0,R,210,R,36,R,0,R,36,R,35,R,0,R,35,R,1101,R,1,R,1100,R,1075,R,0,R,1075,R,1363,R,1,R,1362,R,1320,R,0,R,1320
2021,130794, 2,R,226,R,0,R,226,R,210,R,0,R,210,R,36,R,0,R,36,R,35,R,0,R,35,R,1101,R,1,R,1100,R,1075,R,0,R,1075,R,1363,R,1,R,1362,R,1320,R,0,R,1320
2021,130943, 1,R,694,R,0,R,694,R,409,R,87,R,496,R,1120,R,0,R,1120,R,915,R,0,R,915,R,2655,R,0,R,2655,R,2095,R,171,R,2266,R,4469,R,0,R,4469,R,3419,R,258,R,3677
2021,130943, 2,R,551,Z,0,R,551,R,409,R,0,R,409,R,1120,Z,0,R,1120,R,915,R,0,R,915,R,2412,Z,0,R,2412,R,2095,R,0,R,2095,R,4083,R,0,R,4083,R,3419,R,0,R,3419
2021,130943, 3,R,143,Z,0,R,143,Z,0,R,87,R,87,R,0,Z,0,R,0,Z,0,R,0,R,0,R,243,Z,0,R,243,Z,0,R,171,R,171,R,386,R,0,R,386,R,0,R,258,R,258
2021,131159, 1,R,347,R,0,R,347,R,277,R,0,R,277,R,608,R,0,R,608,R,492,R,0,R,492,R,824,R,0,R,824,R,631,R,0,R,631,R,1779,R,0,R,1779,R,1400,R,0,R,1400
2021,131159, 2,R,347,Z,0,R,347,R,277,R,0,R,277,R,608,Z,0,R,608,R,492,R,0,R,492,R,824,Z,0,R,824,R,631,R,0,R,631,R,1779,R,0,R,1779,R,1400,R,0,R,1400
2021,131469, 1,R,359,R,0,R,359,R,279,R,0,R,279,R,503,R,0,R,503,R,418,R,0,R,418,R,1716,R,2,R,1714,R,1458,R,0,R,1458,R,2578,R,2,R,2576,R,2155,R,0,R,2155
2021,131469, 2,R,359,R,0,R,359,R,279,R,0,R,279,R,503,R,0,R,503,R,418,R,0,R,418,R,1716,R,2,R,1714,R,1458,R,0,R,1458,R,2578,R,2,R,2576,R,2155,R,0,R,2155
2021,131496, 1,R,191,R,1,R,190,R,176,R,0,R,176,R,301,R,0,R,301,R,288,R,0,R,288,R,1074,R,1,R,1073,R,1025,R,0,R,1025,R,1566,R,2,R,1564,R,1489,R,0,R,1489
2021,131496, 2,R,191,R,1,R,190,R,176,R,0,R,176,R,301,R,0,R,301,R,288,R,0,R,288,R,1074,R,1,R,1073,R,1025,R,0,R,1025,R,1566,R,2,R,1564,R,1489,R,0,R,1489
2021,131520, 1,R,789,R,0,R,789,R,459,R,0,R,459,R,287,R,0,R,287,R,195,R,0,R,195,R,566,R,0,R,566,R,390,R,0,R,390,R,1642,R,0,R,1642,R,1044,R,0,R,1044
2021,131520, 2,R,789,Z,0,R,789,R,459,R,0,R,459,R,287,Z,0,R,287,R,195,R,0,R,195,R,566,Z,0,R,566,R,390,R,0,R,390,R,1642,R,0,R,1642,R,1044,R,0,R,1044
2021,133951, 1,R,1960,R,11,R,1949,R,1340,R,0,R,1340,R,324,R,8,R,316,R,196,R,0,R,196,R,1514,R,9,R,1505,R,993,R,0,R,993,R,3798,R,28,R,3770,R,2529,R,0,R,2529
2021,133951, 2,R,1960,R,11,R,1949,R,1340,R,0,R,1340,R,324,R,8,R,316,R,196,R,0,R,196,R,1514,R,9,R,1505,R,993,R,0,R,993,R,3798,R,28,R,3770,R,2529,R,0,R,2529
2021,134097, 1,R,1523,R,1,R,1522,R,1319,R,0,R,1319,R,806,R,0,R,806,R,474,R,0,R,474,R,3693,R,3,R,3690,R,3215,R,0,R,3215,R,6022,R,4,R,6018,R,5008,R,0,R,5008
2021,134097, 2,R,1523,R,1,R,1522,R,1319,R,0,R,1319,R,806,R,0,R,806,R,474,R,0,R,474,R,3693,R,3,R,3690,R,3215,R,0,R,3215,R,6022,R,4,R,6018,R,5008,R,0,R,5008
2021,134130, 1,R,1769,R,1,R,1768,R,1573,R,0,R,1573,R,514,R,0,R,514,R,457,R,0,R,457,R,4578,R,3,R,4575,R,4202,R,0,R,4202,R,6861,R,4,R,6857,R,6232,R,0,R,6232
2021,134130, 2,R,1763,R,1,R,1762,R,1567,R,0,R,1567,R,510,R,0,R,510,R,453,R,0,R,453,R,4502,R,3,R,4499,R,4129,R,0,R,4129,R,6775,R,4,R,6771,R,6149,R,0,R,6149
2021,134130, 3,R,6,Z,0,R,6,R,6,R,0,R,6,R,4,Z,0,R,4,R,4,R,0,R,4,R,76,Z,0,R,76,R,73,R,0,R,73,R,86,R,0,R,86,R,83,R,0,R,83
2021,135726, 1,R,244,R,0,R,244,R,197,R,0,R,197,R,224,R,0,R,224,R,181,R,0,R,181,R,1589,R,1,R,1588,R,1339,R,0,R,1339,R,2057,R,1,R,2056,R,1717,R,0,R,1717
2021,135726, 2,R,244,R,0,R,244,R,197,R,0,R,197,R,224,R,0,R,224,R,181,R,0,R,181,R,1589,R,1,R,1588,R,1339,R,0,R,1339,R,2057,R,1,R,2056,R,1717,R,0,R,1717
2021,137351, 1,R,1703,R,0,R,1703,R,1227,R,0,R,1227,R,1017,R,0,R,1017,R,710,R,0,R,710,R,2038,R,1,R,2037,R,1613,R,0,R,1613,R,4758,R,1,R,4757,R,3550,R,0,R,3550
2021,137351, 2,R,1703,R,0,R,1703,R,1227,R,0,R,1227,R,1017,R,0,R,1017,R,710,R,0,R,710,R,2038,R,1,R,2037,R,1613,R,0,R,1613,R,4758,R,1,R,4757,R,3550,R,0,R,3550
2021,139658, 1,R,256,R,0,R,256,R,226,R,0,R,226,R,216,R,0,R,216,R,196,R,0,R,196,R,885,R,1,R,884,R,799,R,0,R,799,R,1357,R,1,R,1356,R,1221,R,0,R,1221
2021,139658, 2,R,256,R,0,R,256,R,226,R,0,R,226,R,216,R,0,R,216,R,196,R,0,R,196,R,885,R,1,R,884,R,799,R,0,R,799,R,1357,R,1,R,1356,R,1221,R,0,R,1221
2021,139755, 1,R,351,R,0,R,351,R,305,R,0,R,305,R,311,R,0,R,311,R,286,R,0,R,286,R,2421,R,0,R,2421,R,2243,R,0,R,2243,R,3083,R,0,R,3083,R,2834,R,0,R,2834
2021,139755, 2,R,351,Z,0,R,351,R,305,R,0,R,305,R,311,Z,0,R,311,R,286,R,0,R,286,R,2421,Z,0,R,2421,R,2243,R,0,R,2243,R,3083,R,0,R,3083,R,2834,R,0,R,2834
2021,139959, 1,R,1007,R,0,R,1007,R,824,R,9,R,833,R,483,R,0,R,483,R,391,R,5,R,396,R,3758,R,0,R,3758,R,3362,R,19,R,3381,R,5248,R,0,R,5248,R,4577,R,33,R,4610
2021,139959, 2,R,1007,Z,0,R,1007,R,824,R,9,R,833,R,483,Z,0,R,483,R,391,R,5,R,396,R,3758,Z,0,R,3758,R,3362,R,19,R,3381,R,5248,R,0,R,5248,R,4577,R,33,R,4610
2021,144050, 1,R,178,R,2,R,176,R,163,R,0,R,163,R,28,R,0,R,28,R,26,R,0,R,26,R,1331,R,0,R,1331,R,1283,R,0,R,1283,R,1537,R,2,R,1535,R,1472,R,0,R,1472
2021,144050, 2,R,178,R,2,R,176,R,163,R,0,R,163,R,28,R,0,R,28,R,26,R,0,R,26,R,1331,R,0,R,1331,R,1283,R,0,R,1283,R,1537,R,2,R,1535,R,1472,R,0,R,1472
2021,145600, 1,R,2002,R,3,R,1999,R,1215,R,0,R,1215,R,578,R,1,R,577,R,369,R,0,R,369,R,882,R,3,R,879,R,567,R,0,R,567,R,3462,R,7,R,3455,R,2151,R,0,R,2151
2021,145600, 2,R,2002,R,3,R,1999,R,1215,R,0,R,1215,R,578,R,1,R,577,R,369,R,0,R,369,R,882,R,3,R,879,R,567,R,0,R,567,R,3462,R,7,R,3455,R,2151,R,0,R,2151
2021,145637, 1,R,1655,R,3,R,1652,R,1289,R,0,R,1289,R,1245,R,0,R,1245,R,1038,R,0,R,1038,R,4656,R,0,R,4656,R,4084,R,0,R,4084,R,7556,R,3,R,7553,R,6411,R,0,R,6411
2021,145637, 2,R,1655,R,3,R,1652,R,1289,R,0,R,1289,R,1245,R,0,R,1245,R,1038,R,0,R,1038,R,4656,R,0,R,4656,R,4084,R,0,R,4084,R,7556,R,3,R,7553,R,6411,R,0,R,6411
2021,147767, 1,R,308,R,0,R,308,R,284,R,0,R,284,R,0,R,0,R,0,R,0,R,0,R,0,R,1710,R,6,R,1704,R,1632,R,0,R,1632,R,2018,R,6,R,2012,R,1916,R,0,R,1916
2021,147767, 2,R,308,R,0,R,308,R,284,R,0,R,284,R,0,R,0,R,0,R,0,R,0,R,0,R,1710,R,6,R,1704,R,1632,R,0,R,1632,R,2018,R,6,R,2012,R,1916,R,0,R,1916
2021,151351, 1,R,1473,R,1,R,1472,R,1063,R,0,R,1063,R,1202,R,0,R,1202,R,935,R,0,R,935,R,5171,R,3,R,5168,R,4342,R,0,R,4342,R,7846,R,4,R,7842,R,6340,R,0,R,6340
2021,151351, 2,R,1473,R,1,R,1472,R,1063,R,0,R,1063,R,1201,R,0,R,1201,R,935,R,0,R,935,R,5169,R,3,R,5166,R,4340,R,0,R,4340,R,7843,R,4,R,7839,R,6338,R,0,R,6338
2021,151351, 3,R,0,Z,0,R,0,R,0,R,0,R,0,R,1,Z,0,R,1,R,0,R,0,R,0,R,2,Z,0,R,2,R,2,R,0,R,2,R,3,R,0,R,3,R,2,R,0,R,2
2021,152080, 1,R,198,R,1,R,197,R,182,R,0,R,182,R,422,R,0,R,422,R,402,R,0,R,402,R,1386,R,4,R,1382,R,1335,R,0,R,1335,R,2006,R,5,R,2001,R,1919,R,0,R,1919
2021,152080, 2,R,198,R,1,R,197,R,182,R,0,R,182,R,422,R,0,R,422,R,402,R,0,R,402,R,1386,R,4,R,1382,R,1335,R,0,R,1335,R,2006,R,5,R,2001,R,1919,R,0,R,1919
2021,160472, 4,R,63,Z,0,R,63,A,,A,,R,39,R,1,Z,0,R,1,A,,A,,R,0,R,4,Z,0,R,4,A,,A,,R,0,R,68,R,0,R,68,A,,A,,R,39
2021,160755, 1,R,159,R,0,R,159,R,122,R,0,R,122,R,233,R,0,R,233,R,201,R,0,R,201,R,1327,R,1,R,1326,R,1154,R,0,R,1154,R,1719,R,1,R,1718,R,1477,R,0,R,1477
2021,160755, 2,R,159,R,0,R,159,R,122,R,0,R,122,R,233,R,0,R,233,R,201,R,0,R,201,R,1327,R,1,R,1326,R,1154,R,0,R,1154,R,1719,R,1,R,1718,R,1477,R,0,R,1477
2021,162928, 1,R,173,R,1,R,172,R,163,R,0,R,163,R,256,R,3,R,253,R,239,R,0,R,239,R,937,R,4,R,933,R,883,R,0,R,883,R,1366,R,8,R,1358,R,1285,R,0,R,1285
2021,162928, 2,R,173,R,1,R,172,R,163,R,0,R,163,R,256,R,3,R,253,R,239,R,0,R,239,R,937,R,4,R,933,R,883,R,0,R,883,R,1366,R,8,R,1358,R,1285,R,0,R,1285
2021,163286, 1,R,554,R,0,R,554,R,467,R,0,R,467,R,884,R,0,R,884,R,760,R,0,R,760,R,2543,R,4,R,2539,R,2245,R,14,R,2259,R,3981,R,4,R,3977,R,3472,R,14,R,3486
2021,163286, 2,R,554,R,0,R,554,R,467,R,0,R,467,R,884,R,0,R,884,R,760,R,0,R,760,R,2520,R,4,R,2516,R,2245,R,0,R,2245,R,3958,R,4,R,3954,R,3472,R,0,R,3472
2021,163286, 3,R,0,Z,0,R,0,Z,0,R,0,R,0,R,0,Z,0,R,0,Z,0,R,0,R,0,R,23,Z,0,R,23,Z,0,R,14,R,14,R,23,R,0,R,23,R,0,R,14,R,14
2021,164924, 1,R,276,R,0,R,276,R,234,R,0,R,234,R,499,R,3,R,496,R,457,R,0,R,457,R,1535,R,7,R,1528,R,1397,R,0,R,1397,R,2310,R,10,R,2300,R,2088,R,0,R,2088
2021,164924, 2,R,276,R,0,R,276,R,234,R,0,R,234,R,499,R,3,R,496,R,457,R,0,R,457,R,1535,R,7,R,1528,R,1397,R,0,R,1397,R,2310,R,10,R,2300,R,2088,R,0,R,2088
2021,164988, 1,R,482,R,2,R,480,R,417,R,0,R,417,R,736,R,3,R,733,R,656,R,0,R,656,R,2410,R,19,R,2391,R,2147,R,0,R,2147,R,3628,R,24,R,3604,R,3220,R,0,R,3220
2021,164988, 2,R,482,R,2,R,480,R,417,R,0,R,417,R,736,R,3,R,733,R,656,R,0,R,656,R,2410,R,19,R,2391,R,2147,R,0,R,2147,R,3628,R,24,R,3604,R,3220,R,0,R,3220
2021,165015, 1,R,132,R,0,R,132,R,116,R,0,R,116,R,153,R,0,R,153,R,133,R,0,R,133,R,517,R,0,R,517,R,453,R,0,R,453,R,802,R,0,R,802,R,702,R,0,R,702
2021,165015, 2,R,132,Z,0,R,132,R,116,R,0,R,116,R,153,Z,0,R,153,R,133,R,0,R,133,R,517,Z,0,R,517,R,453,R,0,R,453,R,802,R,0,R,802,R,702,R,0,R,702
2021,166027, 1,R,264,R,0,R,264,R,248,R,0,R,248,R,11,R,0,R,11,R,11,R,0,R,11,R,1384,R,1,R,1383,R,1345,R,0,R,1345,R,1659,R,1,R,1658,R,1604,R,0,R,1604
2021,166027, 2,R,264,R,0,R,264,R,248,R,0,R,248,R,11,R,0,R,11,R,11,R,0,R,11,R,1384,R,1,R,1383,R,1345,R,0,R,1345,R,1659,R,1,R,1658,R,1604,R,0,R,1604
2021,166629, 1,R,843,R,3,R,840,R,668,R,5,R,673,R,1680,R,4,R,1676,R,1395,R,12,R,1407,R,2169,R,2,R,2167,R,1829,R,11,R,1840,R,4692,R,9,R,4683,R,3892,R,28,R,3920
2021,166629, 2,R,835,R,3,R,832,R,668,R,0,R,668,R,1662,R,4,R,1658,R,1395,R,0,R,1395,R,2154,R,2,R,2152,R,1829,R,0,R,1829,R,4651,R,9,R,4642,R,3892,R,0,R,3892
2021,166629, 3,R,8,Z,0,R,8,Z,0,R,5,R,5,R,18,Z,0,R,18,Z,0,R,12,R,12,R,15,Z,0,R,15,Z,0,R,11,R,11,R,41,R,0,R,41,R,0,R,28,R,28
2021,166683, 1,R,174,R,0,R,174,R,162,R,0,R,162,R,45,R,0,R,45,R,42,R,0,R,42,R,887,R,0,R,887,R,860,R,0,R,860,R,1106,R,0,R,1106,R,1064,R,0,R,1064
2021,166683, 2,R,174,Z,0,R,174,R,162,R,0,R,162,R,45,Z,0,R,45,R,42,R,0,R,42,R,887,Z,0,R,887,R,860,R,0,R,860,R,1106,R,0,R,1106,R,1064,R,0,R,1064
2021,167358, 1,R,393,R,0,R,393,R,354,R,0,R,354,R,656,R,1,R,655,R,595,R,0,R,595,R,1748,R,7,R,1741,R,1577,R,0,R,1577,R,2797,R,8,R,2789,R,2526,R,0,R,2526
2021,167358, 2,R,393,R,0,R,393,R,354,R,0,R,354,R,656,R,1,R,655,R,595,R,0,R,595,R,1748,R,7,R,1741,R,1577,R,0,R,1577,R,2797,R,8,R,2789,R,2526,R,0,R,2526
2021,168148, 1,R,135,R,0,R,135,R,128,R,0,R,128,R,225,R,0,R,225,R,207,R,0,R,207,R,998,R,1,R,997,R,938,R,0,R,938,R,1358,R,1,R,1357,R,1273,R,0,R,1273
2021,168148, 2,R,135,R,0,R,135,R,128,R,0,R,128,R,225,R,0,R,225,R,207,R,0,R,207,R,998,R,1,R,997,R,938,R,0,R,938,R,1358,R,1,R,1357,R,1273,R,0,R,1273
2021,168421, 1,R,149,R,0,R,149,R,116,R,0,R,116,R,347,R,0,R,347,R,307,R,0,R,307,R,597,R,0,R,597,R,530,R,0,R,530,R,1093,R,0,R,1093,R,953,R,0,R,953
2021,168421, 2,R,149,Z,0,R,149,R,116,R,0,R,116,R,347,Z,0,R,347,R,307,R,0,R,307,R,597,Z,0,R,597,R,530,R,0,R,530,R,1093,R,0,R,1093,R,953,R,0,R,953
2021,170976, 1,R,891,R,0,R,891,R,796,R,0,R,796,R,902,R,0,R,902,R,839,R,0,R,839,R,4257,R,1,R,4256,R,4030,R,0,R,4030,R,6050,R,1,R,6049,R,5665,R,0,R,5665
2021,170976, 2,R,891,R,0,R,891,R,796,R,0,R,796,R,902,R,0,R,902,R,839,R,0,R,839,R,4257,R,1,R,4256,R,4030,R,0,R,4030,R,6050,R,1,R,6049,R,5665,R,0,R,5665
2021,171100, 1,R,1853,R,1,R,1852,R,1301,R,36,R,1337,R,1998,R,3,R,1995,R,1688,R,20,R,1708,R,4140,R,1,R,4139,R,3488,R,21,R,3509,R,7991,R,5,R,7986,R,6477,R,77,R,6554
2021,171100, 2,R,1792,R,1,R,1791,R,1293,R,1,R,1294,R,1959,R,3,R,1956,R,1682,R,0,R,1682,R,4097,R,1,R,4096,R,3480,R,0,R,3480,R,7848,R,5,R,7843,R,6455,R,1,R,6456
2021,171100, 3,R,61,Z,0,R,61,R,8,R,35,R,43,R,39,Z,0,R,39,R,6,R,20,R,26,R,43,Z,0,R,43,R,8,R,21,R,29,R,143,R,0,R,143,R,22,R,76,R,98
2021,174066, 1,R,1076,R,0,R,1076,R,840,R,0,R,840,R,1086,R,0,R,1086,R,873,R,0,R,873,R,3594,R,1,R,3593,R,3133,R,0,R,3133,R,5756,R,1,R,5755,R,4846,R,0,R,4846
2021,174066, 2,R,1076,R,0,R,1076,R,840,R,0,R,840,R,1086,R,0,R,1086,R,873,R,0,R,873,R,3594,R,1,R,3593,R,3133,R,0,R,3133,R,5756,R,1,R,5755,R,4846,R,0,R,4846
2021,179867, 1,R,197,R,0,R,197,R,183,R,0,R,183,R,250,R,0,R,250,R,235,R,0,R,235,R,1271,R,2,R,1269,R,1180,R,0,R,1180,R,1718,R,2,R,1716,R,1598,R,0,R,1598
2021,179867, 2,R,197,R,0,R,197,R,183,R,0,R,183,R,250,R,0,R,250,R,235,R,0,R,235,R,1271,R,2,R,1269,R,1180,R,0,R,1180,R,1718,R,2,R,1716,R,1598,R,0,R,1598
2021,182670, 1,R,163,R,0,R,163,R,150,R,0,R,150,R,98,R,0,R,98,R,90,R,0,R,90,R,851,R,1,R,850,R,807,R,0,R,807,R,1112,R,1,R,1111,R,1047,R,0,R,1047
2021,182670, 2,R,163,R,0,R,163,R,150,R,0,R,150,R,98,R,0,R,98,R,90,R,0,R,90,R,851,R,1,R,850,R,807,R,0,R,807,R,1112,R,1,R,1111,R,1047,R,0,R,1047
2021,185828, 1,R,333,R,3,R,330,R,224,R,0,R,224,R,204,R,2,R,202,R,145,R,0,R,145,R,447,R,2,R,445,R,351,R,0,R,351,R,984,R,7,R,977,R,720,R,0,R,720
