year,UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM ,LEXP100K,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST
2020,133951,2,R,1207370,R,692346,R,787,R,430481,R,119288,R,62633,R,155701,R,1700484,R,968122,R,2668606,R,27692,R,126980,R,154672,1,R,8798,R,3311,R,4,R,7587831,1,R,2753438,R,922448,R,8176141,R,208737,R,9307326,R,7677,R,396848,R,404525,R,20053120,17299682,1 ,1,R,213.00,R,56.00,R,31.00,R,56.00,R,70.00
2020,134097,2,R,1407878,R,2361474,R,632,R,413701,R,110278,R,72589,R,378681,R,1894168,R,2851065,R,4745233,R,58614,R,2105386,R,2164000,1,R,10609,R,14389,R,8,R,9528089,2,Z,0,R,2556491,R,6733248,R,1196740,R,10486479,R,35292,R,1005078,R,1040370,R,21054938,21054938,1 ,1,R,201.00,R,72.00,R,31.00,R,64.00,R,34.00
2020,134130,2,R,3927613,R,1500458,R,1089,R,850203,R,292615,R,102039,R,80702,R,4879855,R,1874864,R,6754719,R,76234,R,2000875,R,2077109,1,R,12820,R,39996,R,8,R,15468141,1,R,5107068,R,1574734,R,12787836,R,314624,R,14677194,R,58761,R,4716883,R,4775644,R,40028047,34920979,1 ,1,R,349.02,R,109.50,R,25.00,R,166.52,R,48.00
2020,135726,2,R,1762894,R,1140883,R,736,R,215623,R,113044,R,51856,R,154404,R,2030373,R,1409067,R,3439440,R,41889,R,2761441,R,2803330,1,R,12933,R,7627,R,6,R,10552172,1,R,3326255,R,1557321,R,12167311,R,550685,R,14275317,R,52732,R,7419796,R,7472528,R,35626272,32300017,1 ,1,R,232.00,R,71.00,R,33.00,R,76.00,R,52.00
2020,137351,2,R,1032445,R,1088669,R,948,R,996997,R,71705,R,455,R,64034,R,2029897,R,1225356,R,3255253,R,59165,R,2191399,R,2250564,1,R,13632,R,11819,R,3,R,7691510,1,R,2597080,R,124028,R,8793998,R,344885,R,9262911,R,0,R,1293673,R,1293673,R,20845174,18248094,1 ,1,R,199.00,R,45.00,R,41.00,R,49.00,R,64.00
2020,139658,2,R,2408455,R,1666025,R,1082,R,177205,R,174602,R,69456,R,400970,R,2655116,R,2242679,R,4897795,R,63563,R,2357748,R,2421311,1,R,19000,R,7366,R,8,R,18750918,1,R,4958723,R,5632394,R,16531202,R,36789,R,22200385,R,209793,R,6553018,R,6762811,R,52672837,47714114,1 ,1,R,388.30,R,112.60,R,99.00,R,71.30,R,105.40
2020,139755,2,R,461627,R,2225533,R,447,R,2219809,R,155961,R,23091,R,399597,R,2704527,R,2781538,R,5486065,R,41055,R,1243336,R,1284391,1,R,4922,R,5308,R,1,R,6021427,1,R,1894846,R,0,R,2736213,R,6712924,R,9449137,R,0,R,1385881,R,1385881,R,18751291,16856445,1 ,1,R,97.00,R,26.00,R,20.00,R,46.00,R,5.00
2020,139959,2,R,4050052,R,934357,R,529,R,690333,R,180464,R,93651,R,158080,R,4834036,R,1273430,R,6107466,R,92565,R,720546,R,813111,1,R,21922,R,8821,R,15,R,11937019,1,R,4505089,R,1930327,R,12867584,R,785251,R,15583162,R,128560,R,2527997,R,2656557,R,34681827,30176738,1 ,1,R,262.00,R,85.00,R,22.00,R,113.00,R,42.00
2020,144050,2,R,5468643,R,2229385,R,1643,R,96989,R,149819,R,194357,R,259609,R,5759989,R,2640456,R,8400445,R,117190,R,3950430,R,4067620,1,R,37985,R,32534,R,5,R,12301139,1,R,2869524,R,4595594,R,13156715,R,512354,R,18264663,R,226317,R,2469854,R,2696171,R,36131497,33261973,1 ,1,R,210.00,R,66.00,R,9.00,R,119.00,R,16.00
2020,145600,2,R,2475589,R,1145044,R,737,R,9000,Z,0,R,1800,R,60000,R,2486389,R,1205781,R,3692170,R,65598,R,4061975,R,4127573,1,R,32791,R,22972,R,5,R,8843167,2,Z,0,R,83437,R,8911644,R,690,R,8995771,R,0,R,2126194,R,2126194,R,19965132,19965132,1 ,1,R,151.00,R,52.00,R,4.00,R,66.00,R,29.00
2020,145637,2,R,5501427,R,1734063,R,1271,R,318176,R,333469,R,276829,R,212290,R,6096432,R,2281093,R,8377525,R,217249,R,3566091,R,3783340,1,R,49716,R,25423,R,14,R,22951628,2,Z,0,R,4133925,R,15940609,R,743062,R,20817596,R,326254,R,2770564,R,3096818,R,46866042,46866042,1 ,1,R,399.50,R,186.50,R,0.00,R,152.00,R,61.00
2020,147767,2,R,2598535,R,2244760,R,1026,R,220436,R,19442,R,103923,R,189096,R,2922894,R,2454324,R,5377218,R,60412,R,7356877,R,7417289,1,R,11440,R,19313,R,2,R,12362863,1,R,3460799,R,2821036,R,12020399,R,0,R,14841435,R,275580,R,2536602,R,2812182,R,33477279,30016480,1 ,1,R,186.00,R,69.00,R,35.00,R,80.00,R,2.00
2020,151351,2,R,5084681,R,2572499,R,2389,R,362148,R,4459119,R,160013,R,281702,R,5606842,R,7315709,R,12922551,R,149435,R,1460254,R,1609689,1,R,26020,R,17500,R,15,R,18248313,1,R,6459391,R,4537923,R,12055353,R,1049698,R,17642974,R,208330,R,6470191,R,6678521,R,49029199,42569808,1 ,1,R,392.96,R,91.00,R,97.00,R,113.50,R,91.46
2020,152080,2,R,2283379,R,1475268,R,1693,R,375152,R,169473,R,65421,R,183028,R,2723952,R,1829462,R,4553414,R,84339,R,3326658,R,3410997,1,R,23279,R,16950,R,7,R,11927184,1,R,4033550,R,4363190,R,9111895,R,233211,R,13708296,R,118803,R,2616029,R,2734832,R,32403862,28370312,1 ,1,R,206.00,R,67.00,R,47.00,R,69.00,R,23.00
2020,160755,2,R,1889465,R,1329076,R,913,R,40001,R,6458,R,59599,R,226866,R,1989065,R,1563313,R,3552378,R,38791,R,266893,R,305684,1,R,7832,R,5281,R,6,R,6336111,1,R,1259445,R,2460600,R,10029772,R,553591,R,13043963,R,23046,R,1286791,R,1309837,R,21949356,20689911,1 ,1,R,139.00,R,49.00,R,0.00,R,73.00,R,17.00
2020,162928,2,R,2370961,R,1944453,R,876,R,154017,R,249656,R,52029,R,190585,R,2577007,R,2385570,R,4962577,R,116425,R,1608546,R,1724971,1,R,49133,R,33161,R,11,R,14936666,1,R,4778186,R,4394842,R,18550059,R,296653,R,23241554,R,82300,R,8559500,R,8641800,R,51598206,46820020,1 ,1,R,245.00,R,51.00,R,81.00,R,89.00,R,24.00
2020,163286,2,R,2368458,R,3937338,R,440,R,480443,R,317799,R,19953,R,148156,R,2868854,R,4403733,R,7272587,R,87426,R,5024158,R,5111584,1,R,23361,R,44037,R,6,R,13291847,1,R,4081542,R,931601,R,9993782,R,1074484,R,11999867,R,86633,R,3303041,R,3389674,R,32762930,28681388,1 ,1,R,241.49,R,68.81,R,69.80,R,70.39,R,32.49
2020,164924,2,R,1480340,R,1095829,R,995,R,299410,R,64636,R,42173,R,137247,R,1821923,R,1298707,R,3120630,R,113366,R,256471,R,369837,1,R,40548,R,39481,R,7,R,11004236,1,R,3744754,R,2520118,R,11185536,R,172840,R,13878494,R,154605,R,1219011,R,1373616,R,30001100,26256346,1 ,1,R,186.00,R,89.00,R,0.00,R,61.00,R,36.00
2020,164988,2,R,802559,R,1480303,R,425,R,154958,R,117122,R,315615,R,742822,R,1273132,R,2340672,R,3613804,R,46061,R,4178082,R,4224143,1,R,12404,R,9969,R,12,R,11689231,1,R,2390990,R,681238,R,11058408,R,295113,R,12034759,R,16913,R,1679886,R,1696799,R,27811779,25420789,1 ,1,R,253.00,R,81.00,R,26.00,R,77.00,R,69.00
2020,165015,2,R,1035335,R,1577093,R,651,R,153472,R,155758,R,11948,R,131675,R,1200755,R,1865177,R,3065932,R,19784,R,603780,R,623564,1,R,12704,R,12061,R,0,R,3840360,1,R,1005521,R,545236,R,3615693,R,286236,R,4447165,R,69919,R,619789,R,689708,R,9982754,8977233,1 ,1,R,75.00,R,34.00,R,16.00,R,8.00,R,17.00
2020,166027,2,R,14351850,R,2344431,R,1504,R,630790,R,463909,R,597794,R,322501,R,15580434,R,3132345,R,18712779,R,281925,R,6274140,R,6556065,1,R,22789,R,101809,R,33,R,60523154,1,R,21173187,R,14648299,R,21853508,R,9480164,R,45981971,R,1170996,R,64422133,R,65593129,R,193271441,172098254,1 ,1,R,878.90,R,438.40,R,67.26,R,298.18,R,75.06
2020,166629,2,R,2049001,R,1834936,R,601,R,404932,R,132442,R,69929,R,177290,R,2523862,R,2145269,R,4669131,R,60327,R,3305306,R,3365633,1,R,14580,R,21385,R,2,R,9138047,1,R,273887,R,1031492,R,7332891,R,277177,R,8641560,R,7314,R,2433160,R,2440474,R,20493968,20220081,1 ,1,R,166.64,R,51.50,R,13.00,R,53.54,R,48.60
2020,166683,2,R,1349688,R,1316340,R,356,R,369818,R,13960729,R,50111,R,93623,R,1769617,R,15371048,R,17140665,R,54434,R,6475535,R,6529969,1,R,13804,R,21499,R,4,R,12668320,1,R,3058213,R,1737124,R,9289186,R,479346,R,11505656,R,0,R,3696172,R,3696172,R,30928361,27870148,1 ,1,R,147.00,R,27.00,R,59.00,R,61.00,R,0.00
2020,167358,2,R,521283,R,1218004,R,384,R,131161,R,133739,R,8081,R,186585,R,660525,R,1538712,R,2199237,R,50433,R,2729919,R,2780352,1,R,13010,R,12978,R,1,R,6113161,1,R,1836834,R,504017,R,8077554,R,111706,R,8693277,R,0,R,1375653,R,1375653,R,18018925,16182091,1 ,1,R,81.00,R,49.00,R,23.00,R,9.00,R,0.00
2020,168148,2,R,818975,R,1108786,R,979,R,87046,R,197778,R,14310,R,129997,R,920331,R,1437540,R,2357871,R,88088,R,781498,R,869586,1,R,30954,R,8496,R,6,R,6496470,1,R,1816915,R,2148224,R,9652602,R,233933,R,12034759,R,33010,R,871131,R,904141,R,21252285,19435370,1 ,1,R,127.00,R,57.00,R,0.00,R,37.00,R,33.00
2020,168421,2,R,181688,R,1305503,R,290,R,6258,R,164143,R,5481,R,184101,R,193427,R,1654037,R,1847464,R,4656,R,441541,R,446197,1,R,1964,R,2554,R,0,R,1322349,1,R,331676,R,314996,R,2502124,R,16685,R,2833805,R,22328,R,259465,R,281793,R,4769623,4437947,1 ,1,R,23.00,R,17.00,R,1.00,R,0.00,R,5.00
2020,170976,2,R,11920962,R,3685370,R,3069,R,435912,R,238401,R,581085,R,309242,R,12937959,R,4236082,R,17174041,R,156661,R,2120967,R,2277628,1,R,57688,R,30832,R,10,R,36176054,1,R,12333548,R,6210483,R,19590021,R,1702513,R,27503017,R,178160,R,9199740,R,9377900,R,85390519,73056971,1 ,1,R,619.00,R,228.00,R,0.00,R,320.00,R,71.00
2020,171100,2,R,3622426,R,3284131,R,1772,R,966577,R,208887,R,142505,R,469051,R,4731508,R,3963841,R,8695349,R,127057,R,1499489,R,1626546,1,R,41352,R,15530,R,3,R,14947479,2,Z,0,R,4847512,R,15934190,R,157158,R,20938860,R,103769,R,2250975,R,2354744,R,38241083,38241083,1 ,1,R,266.00,R,94.00,R,123.00,R,2.00,R,47.00
2020,174066,2,R,4104417,R,2167046,R,137,R,1047176,R,61275,R,153767,R,400554,R,5305360,R,2629012,R,7934372,R,101459,R,587688,R,689147,1,R,82380,R,38784,R,12,R,20027483,1,R,6270671,R,4018657,R,16290899,R,735838,R,21045394,R,0,R,3260546,R,3260546,R,50604094,44333423,1 ,1,R,336.00,R,90.00,R,51.00,R,136.00,R,59.00
2020,179867,2,R,2026540,R,2154381,R,979,R,754215,R,67197,R,66529,R,196099,R,2847284,R,2418656,R,5265940,R,88813,R,6597011,R,6685824,1,R,27055,R,27859,R,11,R,11310806,1,R,4018530,R,1826792,R,13677506,R,197617,R,15701915,R,80838,R,10904143,R,10984981,R,42016232,37997702,1 ,1,R,219.60,R,97.20,R,25.00,R,74.10,R,23.30
2020,182670,2,R,1575716,R,1549743,R,4064,R,111365,R,149563,R,43907,R,217024,R,1730988,R,1920394,R,3651382,R,168130,R,1620699,R,1788829,1,R,36717,R,18690,R,7,R,8893819,1,R,2973412,R,1338221,R,10439494,R,410142,R,12187857,R,24231,R,2308109,R,2332340,R,26387428,23414016,1 ,1,R,169.00,R,47.00,R,23.00,R,81.00,R,18.00
2020,185828,2,R,139980,R,217080,R,48,R,80575,R,13,R,54,R,69545,R,220609,R,286686,R,507295,R,4023,R,472280,R,476303,1,R,1943,R,2611,R,1,R,1806629,1,R,779815,R,108731,R,1566858,R,1486,R,1677075,R,0,R,221876,R,221876,R,4485395,3705580,1 ,1,R,36.00,R,15.00,R,0.00,R,11.00,R,10.00
2020,186131,2,R,7755544,R,2754947,R,2037,R,500675,R,210455,R,163048,R,345330,R,8419267,R,3312769,R,11732036,R,109216,R,3137827,R,3247043,1,R,54279,R,55365,R,9,R,25272288,1,R,6432165,R,10642005,R,19640546,R,1266288,R,31548839,R,880061,R,7618276,R,8498337,R,71751629,65319464,1 ,1,R,372.00,R,78.00,R,103.00,R,144.00,R,47.00
2020,186371,2,R,226838,R,92131,R,50,R,5650,R,6394,R,7849,R,13046,R,240337,R,111621,R,351958,R,9177,R,347135,R,356312,1,R,3508,R,2779,R,1,R,2687330,1,R,1158046,R,177855,R,1539264,R,19998,R,1737117,R,0,R,183687,R,183687,R,5766180,4608134,1 ,1,R,36.19,R,12.78,R,0.00,R,21.50,R,1.91
2020,186380,2,R,1744346,R,1088327,R,487,R,255388,R,61653,R,63771,R,125808,R,2063505,R,1276275,R,3339780,R,91708,R,3333569,R,3425277,1,R,29474,R,24969,R,10,R,14126000,1,R,5868627,R,1198839,R,9543877,R,88879,R,10831595,R,52565,R,1808290,R,1860855,R,32687077,26818450,1 ,1,R,228.24,R,52.45,R,0.00,R,127.23,R,48.56
2020,186399,2,R,412830,R,210615,R,116,R,114570,R,14779,R,16205,R,29806,R,543605,R,255316,R,798921,R,18191,R,792684,R,810875,1,R,4347,R,4684,R,1,R,4731592,1,R,2054383,R,311130,R,2813267,R,21243,R,3145640,R,0,R,524431,R,524431,R,10456046,8401663,1 ,1,R,64.45,R,27.77,R,0.00,R,34.38,R,2.30
2020,186867,2,R,56690,R,266173,R,81,R,0,R,1,R,898,R,42527,R,57588,R,308782,R,366370,R,521,R,666819,R,667340,1,R,197,R,2299,R,0,R,939045,1,R,237859,R,2780,R,1092928,R,8543,R,1104251,R,21016,R,176801,R,197817,R,2478972,2241113,1 ,1,R,32.00,R,8.00,R,4.00,R,0.00,R,20.00
2020,190415,2,R,5202750,R,1726497,R,4322,R,515608,R,480752,R,239616,R,167065,R,5957974,R,2378636,R,8336610,R,157481,R,9414907,R,9572388,1,R,34796,R,37586,R,15,R,23566278,1,R,6366931,R,4191284,R,12236152,R,234029,R,16661465,R,367921,R,12596486,R,12964407,R,59559081,53192150,1 ,1,R,370.89,R,110.37,R,67.77,R,152.51,R,40.24
2020,191241,2,R,1056944,R,1355777,R,530,R,108892,R,27235,R,16200,R,100628,R,1182036,R,1484170,R,2666206,R,35844,R,1492689,R,1528533,1,R,8830,R,7148,R,3,R,5745785,1,R,2744650,R,842948,R,4578961,R,388043,R,5809952,R,12184,R,705783,R,717967,R,15018354,12273704,1 ,1,R,102.00,R,50.00,R,0.00,R,49.00,R,3.00
2020,193900,2,R,3549208,R,2348542,R,1341,R,311402,R,273939,R,52740,R,232600,R,3913350,R,2856422,R,6769772,R,102466,R,10379894,R,10482360,1,R,13471,R,9801,R,9,R,21718560,1,R,6425524,R,15238599,R,13359391,R,221121,R,28819111,R,15692,R,5546978,R,5562670,R,62525865,56100341,1 ,1,R,319.00,R,75.00,R,146.00,R,55.00,R,43.00
2020,194824,2,R,261887,R,293551,R,239,R,13831,R,238371,R,3387,R,65236,R,279105,R,597397,R,876502,R,6079,R,19341,R,25420,1,R,3949,R,4057,R,1,R,853403,1,R,240372,R,30705,R,2305992,R,23786,R,2360483,R,18562,R,415073,R,433635,R,3887893,3647521,1 ,1,R,19.00,R,8.00,R,0.00,R,9.00,R,2.00
2020,195003,2,R,316312,R,801156,R,256,R,12066,R,83187,R,5748,R,90140,R,334126,R,974739,R,1308865,R,13314,R,1482687,R,1496001,1,R,3223,R,6774,R,0,R,3403038,2,Z,0,R,110090,R,2538858,R,53880,R,2702828,R,5354,R,328127,R,333481,R,6439347,6439347,1 ,1,R,67.00,R,24.00,R,18.00,R,7.00,R,18.00
2020,195030,2,R,1821444,R,1295459,R,640,R,155436,R,72369,R,38378,R,122866,R,2015258,R,1491334,R,3506592,R,59418,R,1665526,R,1724944,1,R,20778,R,13450,R,7,R,8266555,1,R,2476120,R,1465117,R,11507509,R,32003,R,13004629,R,14963,R,2251545,R,2266508,R,26013812,23537692,1 ,1,R,165.00,R,72.00,R,7.00,R,51.00,R,35.00
2020,196079,2,R,1478739,R,852682,R,260,R,66241,R,4412,R,41597,R,177629,R,1586577,R,1034983,R,2621560,R,48004,R,1268413,R,1316417,1,R,14579,R,11252,R,3,R,5366206,2,Z,0,R,1284911,R,5237225,R,308023,R,6830159,R,137779,R,381868,R,519647,R,12716012,12716012,1 ,1,R,110.29,R,24.75,R,34.25,R,19.45,R,31.84
2020,196088,2,R,1977000,R,1573878,R,444,R,316393,R,92836,R,99200,R,198979,R,2392593,R,1866137,R,4258730,R,39877,R,439124,R,479001,1,R,13830,R,32297,R,9,R,9613797,2,Z,0,R,602876,R,7983761,R,84665,R,8671302,R,19150,R,1841166,R,1860316,R,20145415,20145415,1 ,1,R,144.81,R,45.11,R,50.10,R,25.60,R,24.00
2020,196097,2,R,1838577,R,395781,R,468,R,38385,R,1948,R,1157,R,190921,R,1878119,R,589118,R,2467237,R,21355,R,18275,R,39630,1,R,9322,R,8114,R,6,R,5582644,2,Z,0,R,195463,R,7365396,R,82701,R,7643560,R,149455,R,332181,R,481636,R,13707840,13707840,1 ,1,R,88.00,R,31.00,R,41.00,R,2.00,R,14.00
2020,196413,2,R,1534544,R,951422,R,704,R,115744,R,69125,R,33924,R,165056,R,1684212,R,1186307,R,2870519,R,100484,R,95188,R,195672,1,R,20777,R,10047,R,3,R,10392246,1,R,3365462,R,3185564,R,9883192,R,558182,R,13626938,R,42332,R,2780608,R,2822940,R,30207586,26842124,1 ,1,R,191.00,R,61.00,R,32.00,R,74.00,R,24.00
2020,197708,2,R,506696,R,289875,R,338,R,14054,R,0,R,6190,R,53124,R,526940,R,343337,R,870277,R,21168,R,103201,R,124369,1,R,2191,R,1063,R,3,R,5670437,1,R,1114151,R,163393,R,1348447,R,25260,R,1537100,R,6332,R,640269,R,646601,R,8968289,7854138,1 ,1,R,67.00,R,34.00,R,11.00,R,8.50,R,13.50
2020,198419,2,R,4136891,R,2482115,R,1166,R,395996,R,1269897,R,152058,R,248129,R,4684945,R,4001307,R,8686252,R,229459,R,3261977,R,3491436,1,R,21377,R,14195,R,7,R,20226593,1,R,4071614,R,6254802,R,15944701,R,653881,R,22853384,R,63592,R,4653051,R,4716643,R,51868234,47796620,1 ,1,R,342.52,R,128.92,R,106.75,R,82.00,R,24.85
2020,199120,2,R,3804477,R,1736610,R,1329,R,11375243,R,109832,R,151790,R,185195,R,15331510,R,2032966,R,17364476,R,150824,R,2563258,R,2714082,1,R,21526,R,18361,R,10,R,17460540,1,R,5988917,R,5374625,R,10006837,R,99255,R,15480717,R,606509,R,4031601,R,4638110,R,43568284,37579367,1 ,1,R,376.78,R,141.30,R,9.00,R,160.75,R,65.73
2020,199193,2,R,1477924,R,1347460,R,685,R,272686,R,75990,R,47216,R,57536,R,1797826,R,1481671,R,3279497,R,64862,R,6582467,R,6647329,1,R,14940,R,33548,R,4,R,15175537,2,Z,0,R,1460916,R,9861741,R,240139,R,11562796,R,42822,R,6066600,R,6109422,R,32847755,32847755,1 ,1,R,252.00,R,101.00,R,28.00,R,77.00,R,46.00
2020,199847,2,R,980755,R,1660800,R,807,R,274377,R,60428,R,105814,R,160483,R,1360946,R,1882518,R,3243464,R,38099,R,2798716,R,2836815,1,R,10761,R,6309,R,2,R,6092798,1,R,1366386,R,663673,R,8531968,R,198188,R,9393829,R,53116,R,2115510,R,2168626,R,19021639,17655253,1 ,1,R,116.92,R,47.80,R,11.00,R,39.94,R,18.18
2020,201645,2,R,1189765,R,1609603,R,745,R,66973,R,26054,R,34856,R,34728,R,1291594,R,1671130,R,2962724,R,58213,R,4512,R,62725,1,R,5326,R,3203,R,4,R,5447870,1,R,1618476,R,951865,R,6596539,R,143169,R,7691573,R,31355,R,1967641,R,1998996,R,16756915,15138439,1 ,1,R,113.53,R,46.00,R,14.00,R,25.00,R,28.53
2020,204796,2,R,4258299,R,1406330,R,3825,R,114907,R,149132,R,201529,R,78141,R,4574735,R,1637428,R,6212163,R,154220,R,1556729,R,1710949,1,R,32567,R,19506,R,12,R,17600059,1,R,4822761,R,2761062,R,16778049,R,694379,R,20233490,R,123511,R,10639265,R,10762776,R,53419086,48596325,1 ,1,R,312.40,R,73.00,R,41.00,R,139.25,R,59.15
2020,211440,2,R,736660,R,1248912,R,720,R,57301,R,371295,R,14957,R,182217,R,808918,R,1803144,R,2612062,R,21019,R,2009755,R,2030774,1,R,3328,R,4552,R,3,R,5078543,1,R,1481529,R,556397,R,8909370,R,168898,R,9634665,R,15974,R,2055905,R,2071879,R,18266616,16785087,1 ,1,R,79.00,R,27.00,R,22.00,R,20.00,R,10.00
2020,212054,2,R,293135,R,1034248,R,398,R,6474,R,74606,R,4842,R,165638,R,304451,R,1274890,R,1579341,R,17697,R,2748704,R,2766401,1,R,17787,R,11366,R,4,R,4074940,1,R,1291500,R,241404,R,4961381,R,83320,R,5286105,R,14786,R,664320,R,679106,R,11331651,10040151,1 ,1,R,93.44,R,34.00,R,13.00,R,23.81,R,22.63
2020,213543,2,R,741169,R,537637,R,231,R,2155,R,76067,R,9526,R,64150,R,752850,R,678085,R,1430935,R,17045,R,329610,R,346655,1,R,7220,R,7361,R,0,R,2722910,2,Z,0,R,414328,R,3329013,R,0,R,3743341,R,4868,R,441261,R,446129,R,6912380,6912380,1 ,1,R,44.78,R,16.00,R,3.33,R,18.45,R,7.00
2020,215062,2,R,5382778,R,2081280,R,2211,R,5596787,R,4765642,R,2892,R,304659,R,10982457,R,7153792,R,18136249,R,106864,R,10057934,R,10164798,1,R,58608,R,76409,R,14,R,23125647,1,R,6902295,R,9007365,R,18811186,R,539367,R,28357918,R,160926,R,11557486,R,11718412,R,70104272,63201977,1 ,1,R,340.49,R,93.30,R,72.63,R,127.56,R,47.00
2020,215293,2,R,3883381,R,1802418,R,615,R,482840,R,41621,R,108890,R,288349,R,4475111,R,2133003,R,6608114,R,49895,R,7457560,R,7507455,1,R,26354,R,19325,R,16,R,13743187,1,R,4252676,R,3564798,R,16317610,R,705872,R,20588280,R,0,R,2963335,R,2963335,R,41547478,37294802,1 ,1,R,280.00,R,105.00,R,10.00,R,131.00,R,34.00
2020,216597,2,R,539293,R,933188,R,1649,R,4667,R,85564,R,10148,R,136290,R,554108,R,1156691,R,1710799,R,21198,R,552239,R,573437,1,R,8924,R,8452,R,1,R,4468883,2,Z,0,R,937763,R,4460920,R,100961,R,5499644,R,19194,R,508858,R,528052,R,10496579,10496579,1 ,1,R,67.00,R,30.00,R,10.00,R,19.00,R,8.00
2020,217156,2,R,2284960,R,2595431,R,331,R,223024,Z,0,R,60865,R,158595,R,2568849,R,2754357,R,5323206,R,75561,R,101,R,75662,1,R,21011,R,26689,R,7,R,10075574,1,R,2966561,R,1985246,R,10102301,R,951474,R,13039021,R,23231,R,1766813,R,1790044,R,27871200,24904639,1 ,1,R,146.00,R,43.00,R,23.00,R,67.00,R,13.00
2020,217882,2,R,716333,R,968015,R,472,R,54885,R,49013,R,23520,R,244826,R,794738,R,1262326,R,2057064,R,48482,R,1644681,R,1693163,1,R,5438,R,9651,R,4,R,4566929,1,R,1925705,R,479994,R,8332267,R,157788,R,8970049,R,6560,R,1876225,R,1882785,R,17345468,15419763,1 ,1,R,110.00,R,32.00,R,54.00,R,8.00,R,16.00
2020,217925,2,R,88015,R,375066,R,132,R,2300,R,251,R,11,R,66241,R,90326,R,441690,R,532016,R,21151,R,8546,R,29697,1,R,256,R,785,R,0,R,220924,2,Z,0,R,33169,R,177823,R,10513,R,221505,R,3552,R,66304,R,69856,R,512285,512285,1 ,1,R,12.00,R,2.00,R,4.00,R,0.00,R,6.00
2020,221999,2,R,1930155,R,2657448,R,791,R,166015,R,264949,R,62540,R,306043,R,2158710,R,3229231,R,5387941,R,60268,R,3994348,R,4054616,1,R,15421,R,15106,R,9,R,10540370,1,R,2500030,R,2096871,R,12300346,R,75447,R,14472664,R,42858,R,8649520,R,8692378,R,36205442,33705412,1 ,1,R,184.00,R,69.00,R,19.00,R,74.00,R,22.00
2020,223232,2,R,1300426,R,1009040,R,1002,R,200486,R,80769,R,48149,R,195664,R,1549061,R,1286475,R,2835536,R,37609,R,988260,R,1025869,1,R,18454,R,18439,R,8,R,8493451,1,R,2937219,R,1632380,R,8974976,R,47333,R,10654689,R,54311,R,3067892,R,3122203,R,25207562,22270343,1 ,1,R,178.00,R,36.00,R,33.00,R,56.00,R,53.00
2020,227757,2,R,1887554,R,1066596,R,773,R,474366,R,150264,R,43945,R,127754,R,2405865,R,1345387,R,3751252,R,52628,R,1137213,R,1189841,1,R,9454,R,8235,R,1,R,6125964,1,R,1436424,R,3696552,R,8845136,R,535359,R,13077047,R,34708,R,1180950,R,1215658,R,21855093,20418669,1 ,1,R,106.00,R,35.00,R,29.00,R,36.00,R,6.00
2020,228246,2,R,1839848,R,2597770,R,741,R,2283474,R,96515,R,28871,R,167121,R,4152193,R,2862147,R,7014340,R,40141,R,538698,R,578839,1,R,6017,R,7093,R,6,R,7314075,1,R,1748645,R,1587418,R,5346771,R,0,R,6934189,R,55864,R,2106948,R,2162812,R,18159721,16411076,1 ,1,R,127.00,R,62.00,R,6.00,R,41.00,R,18.00
2020,228723,2,R,3597765,R,1890938,R,1201,R,378118,R,0,R,115000,R,163350,R,4090883,R,2055489,R,6146372,R,117411,R,441664,R,559075,1,R,35811,R,22247,R,17,R,13817539,1,R,4441881,R,6143396,R,20206961,R,1224736,R,27575093,R,193302,R,4059579,R,4252881,R,50087394,45645513,1 ,1,R,360.00,R,80.00,R,78.00,R,94.00,R,108.00
2020,228778,2,R,5217672,R,1648965,R,988,R,697354,R,195407,R,213636,R,183622,R,6128662,R,2028982,R,8157644,R,138857,R,390301,R,529158,1,R,29539,R,19858,R,15,R,20731512,1,R,4862718,R,6992717,R,12896627,R,1352227,R,21241571,R,87656,R,3179883,R,3267539,R,50103340,45240622,1 ,1,R,410.00,R,150.00,R,0.00,R,205.00,R,55.00
2020,228875,2,R,964582,R,1501355,R,598,R,595796,R,154226,R,12536,R,181774,R,1572914,R,1837953,R,3410867,R,32861,R,842248,R,875109,1,R,5522,R,6845,R,0,R,3491207,2,Z,0,R,1006469,R,6003913,R,1588,R,7011970,R,3746,R,567729,R,571475,R,11074652,11074652,1 ,1,R,68.01,R,26.00,R,3.00,R,28.63,R,10.38
