year,UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,EFFYALEV,XEFYGUUN,EFYGUUN,XEFYGUAN,EFYGUAN,XEFYGUTO,EFYGUTOT,XEFYGUKN,EFYGUKN ,EFYGUKN
2020,130943,-2,  1,R,753,R,384,R,369,R,0,R,0,R,0,R,28,R,14,R,14,R,48,R,31,R,17,R,34,R,16,R,18,R,0,R,0,R,0,R,291,R,127,R,164,R,22,R,11,R,11,R,138,R,65,R,73,R,192,R,120,R,72,19,,,,,,,,,
2020,130943,-2,  1,R,15250,R,6502,R,8748,R,21,R,10,R,11,R,791,R,370,R,421,R,920,R,404,R,516,R,1253,R,505,R,748,R,6,R,1,R,5,R,10553,R,4344,R,6209,R,502,R,208,R,294,R,307,R,135,R,172,R,897,R,525,R,372,20,,,,,,,,,
2020,130943,-2,  1,R,19087,R,8101,R,10986,R,22,R,9,R,13,R,989,R,464,R,525,R,1127,R,485,R,642,R,1656,R,654,R,1002,R,10,R,2,R,8,R,12978,R,5317,R,7661,R,646,R,260,R,386,R,585,R,272,R,313,R,1074,R,638,R,436,22,,,,,,,,,
2020,130943,-2,  1,R,18922,R,8028,R,10894,R,22,R,9,R,13,R,975,R,456,R,519,R,1113,R,480,R,633,R,1650,R,652,R,998,R,9,R,2,R,7,R,12903,R,5276,R,7627,R,642,R,259,R,383,R,539,R,259,R,280,R,1069,R,635,R,434,23,,,,,,,,,
2020,130943,-2,  1,R,4647,R,1934,R,2713,R,6,R,1,R,5,R,246,R,114,R,132,R,306,R,122,R,184,R,483,R,187,R,296,R,3,R,1,R,2,R,3169,R,1304,R,1865,R,188,R,72,R,116,R,136,R,77,R,59,R,110,R,56,R,54,24,,,,,,,,,
2020,130943,-2,  1,R,14275,R,6094,R,8181,R,16,R,8,R,8,R,729,R,342,R,387,R,807,R,358,R,449,R,1167,R,465,R,702,R,6,R,1,R,5,R,9734,R,3972,R,5762,R,454,R,187,R,267,R,403,R,182,R,221,R,959,R,579,R,380,25,,,,,,,,,
2020,130943,-2,  1,R,165,R,73,R,92,R,0,R,0,R,0,R,14,R,8,R,6,R,14,R,5,R,9,R,6,R,2,R,4,R,1,R,0,R,1,R,75,R,41,R,34,R,4,R,1,R,3,R,46,R,13,R,33,R,5,R,3,R,2,31,,,,,,,,,
2020,130943,-2,  1,R,727,R,377,R,350,R,0,R,0,R,0,R,25,R,12,R,13,R,46,R,30,R,16,R,34,R,16,R,18,R,0,R,0,R,0,R,276,R,125,R,151,R,20,R,10,R,10,R,135,R,65,R,70,R,191,R,119,R,72,39,,,,,,,,,
2020,130943,-2,  1,R,13548,R,5717,R,7831,R,16,R,8,R,8,R,704,R,330,R,374,R,761,R,328,R,433,R,1133,R,449,R,684,R,6,R,1,R,5,R,9458,R,3847,R,5611,R,434,R,177,R,257,R,268,R,117,R,151,R,768,R,460,R,308,40,,,,,,,,,
2020,130943,-2,  1,R,2782,R,1248,R,1534,R,8,R,4,R,4,R,144,R,77,R,67,R,264,R,115,R,149,R,195,R,86,R,109,R,0,R,0,R,0,R,1533,R,683,R,850,R,102,R,48,R,54,R,366,R,150,R,216,R,170,R,85,R,85,42,,,,,,,,,
2020,130943,-2,  1,R,1739,R,795,R,944,R,5,R,2,R,3,R,91,R,42,R,49,R,162,R,77,R,85,R,122,R,57,R,65,R,0,R,0,R,0,R,1116,R,500,R,616,R,70,R,32,R,38,R,43,R,19,R,24,R,130,R,66,R,64,43,,,,,,,,,
2020,130943,-2,  1,R,11,R,3,R,8,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,2,R,1,R,1,R,0,R,0,R,0,R,6,R,1,R,5,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,44,,,,,,,,,
2020,130943,-2,  1,R,1728,R,792,R,936,R,5,R,2,R,3,R,90,R,42,R,48,R,161,R,77,R,84,R,120,R,56,R,64,R,0,R,0,R,0,R,1110,R,499,R,611,R,70,R,32,R,38,R,42,R,18,R,24,R,130,R,66,R,64,45,,,,,,,,,
2020,130943,-2,  1,R,1043,R,453,R,590,R,3,R,2,R,1,R,53,R,35,R,18,R,102,R,38,R,64,R,73,R,29,R,44,R,0,R,0,R,0,R,417,R,183,R,234,R,32,R,16,R,16,R,323,R,131,R,192,R,40,R,19,R,21,51,,,,,,,,,
2020,130943,-2,  1,R,26,R,7,R,19,R,0,R,0,R,0,R,3,R,2,R,1,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,15,R,2,R,13,R,2,R,1,R,1,R,3,R,0,R,3,R,1,R,1,R,0,59,,,,,,,,,
2020,130943,-2,  1,R,1702,R,785,R,917,R,5,R,2,R,3,R,87,R,40,R,47,R,159,R,76,R,83,R,120,R,56,R,64,R,0,R,0,R,0,R,1095,R,497,R,598,R,68,R,31,R,37,R,39,R,18,R,21,R,129,R,65,R,64,60,,,,,,,,,
2020,131159, 1,999,R,16032,R,6135,R,9897,R,25,R,13,R,12,R,908,R,294,R,614,R,1438,R,440,R,998,R,1636,R,542,R,1094,R,10,R,2,R,8,R,7475,R,2953,R,4522,R,630,R,243,R,387,R,1482,R,531,R,951,R,2428,R,1117,R,1311, 1,,,,,,,,,
2020,131159, 2,  1,R,9206,R,3620,R,5586,R,8,R,4,R,4,R,561,R,166,R,395,R,600,R,160,R,440,R,1026,R,330,R,696,R,5,R,2,R,3,R,4585,R,1815,R,2770,R,381,R,147,R,234,R,490,R,206,R,284,R,1550,R,790,R,760, 2,,,,,,,,,
2020,131159,-2,  1,R,7946,R,3007,R,4939,R,6,R,3,R,3,R,517,R,154,R,363,R,573,R,148,R,425,R,1012,R,321,R,691,R,5,R,2,R,3,R,4356,R,1727,R,2629,R,362,R,140,R,222,R,283,R,104,R,179,R,832,R,408,R,424, 3,,,,,,,,,
2020,131159,-2,  1,R,1761,R,608,R,1153,R,1,R,0,R,1,R,118,R,30,R,88,R,135,R,36,R,99,R,238,R,78,R,160,R,1,R,0,R,1,R,1042,R,381,R,661,R,89,R,33,R,56,R,70,R,25,R,45,R,67,R,25,R,42, 4,,,,,,,,,
2020,131159,-2,  1,R,6185,R,2399,R,3786,R,5,R,3,R,2,R,399,R,124,R,275,R,438,R,112,R,326,R,774,R,243,R,531,R,4,R,2,R,2,R,3314,R,1346,R,1968,R,273,R,107,R,166,R,213,R,79,R,134,R,765,R,383,R,382, 5,,,,,,,,,
2020,131159,-2,  1,R,1260,R,613,R,647,R,2,R,1,R,1,R,44,R,12,R,32,R,27,R,12,R,15,R,14,R,9,R,5,R,0,R,0,R,0,R,229,R,88,R,141,R,19,R,7,R,12,R,207,R,102,R,105,R,718,R,382,R,336,11,,,,,,,,,
2020,131159, 4,  3,R,6826,R,2515,R,4311,R,17,R,9,R,8,R,347,R,128,R,219,R,838,R,280,R,558,R,610,R,212,R,398,R,5,R,0,R,5,R,2890,R,1138,R,1752,R,249,R,96,R,153,R,992,R,325,R,667,R,878,R,327,R,551,12,,,,,,,,,
2020,131159,-2,  1,R,263,R,118,R,145,R,1,R,1,R,0,R,14,R,5,R,9,R,26,R,5,R,21,R,36,R,12,R,24,R,0,R,0,R,0,R,128,R,66,R,62,R,18,R,11,R,7,R,4,R,2,R,2,R,36,R,16,R,20,19,,,,,,,,,
2020,131159,-2,  1,R,5922,R,2281,R,3641,R,4,R,2,R,2,R,385,R,119,R,266,R,412,R,107,R,305,R,738,R,231,R,507,R,4,R,2,R,2,R,3186,R,1280,R,1906,R,255,R,96,R,159,R,209,R,77,R,132,R,729,R,367,R,362,20,,,,,,,,,
2020,131159,-2,  1,R,8563,R,3315,R,5248,R,7,R,3,R,4,R,523,R,149,R,374,R,553,R,138,R,415,R,967,R,310,R,657,R,5,R,2,R,3,R,4317,R,1685,R,2632,R,356,R,135,R,221,R,333,R,128,R,205,R,1502,R,765,R,737,22,,,,,,,,,
2020,131159,-2,  1,R,7530,R,2821,R,4709,R,5,R,2,R,3,R,486,R,142,R,344,R,540,R,133,R,407,R,960,R,306,R,654,R,5,R,2,R,3,R,4142,R,1621,R,2521,R,340,R,130,R,210,R,260,R,96,R,164,R,792,R,389,R,403,23,,,,,,,,,
2020,131159,-2,  1,R,1759,R,606,R,1153,R,1,R,0,R,1,R,117,R,29,R,88,R,134,R,35,R,99,R,238,R,78,R,160,R,1,R,0,R,1,R,1042,R,381,R,661,R,89,R,33,R,56,R,70,R,25,R,45,R,67,R,25,R,42,24,,,,,,,,,
2020,131159,-2,  1,R,5771,R,2215,R,3556,R,4,R,2,R,2,R,369,R,113,R,256,R,406,R,98,R,308,R,722,R,228,R,494,R,4,R,2,R,2,R,3100,R,1240,R,1860,R,251,R,97,R,154,R,190,R,71,R,119,R,725,R,364,R,361,25,,,,,,,,,
2020,131159,-2,  1,R,1033,R,494,R,539,R,2,R,1,R,1,R,37,R,7,R,30,R,13,R,5,R,8,R,7,R,4,R,3,R,0,R,0,R,0,R,175,R,64,R,111,R,16,R,5,R,11,R,73,R,32,R,41,R,710,R,376,R,334,31,,,,,,,,,
2020,131159,-2,  1,R,240,R,109,R,131,R,1,R,1,R,0,R,13,R,5,R,8,R,23,R,4,R,19,R,29,R,9,R,20,R,0,R,0,R,0,R,119,R,61,R,58,R,15,R,11,R,4,R,4,R,2,R,2,R,36,R,16,R,20,39,,,,,,,,,
2020,131159,-2,  1,R,5531,R,2106,R,3425,R,3,R,1,R,2,R,356,R,108,R,248,R,383,R,94,R,289,R,693,R,219,R,474,R,4,R,2,R,2,R,2981,R,1179,R,1802,R,236,R,86,R,150,R,186,R,69,R,117,R,689,R,348,R,341,40,,,,,,,,,
2020,131159,-2,  1,R,643,R,305,R,338,R,1,R,1,R,0,R,38,R,17,R,21,R,47,R,22,R,25,R,59,R,20,R,39,R,0,R,0,R,0,R,268,R,130,R,138,R,25,R,12,R,13,R,157,R,78,R,79,R,48,R,25,R,23,42,,,,,,,,,
2020,131159,-2,  1,R,416,R,186,R,230,R,1,R,1,R,0,R,31,R,12,R,19,R,33,R,15,R,18,R,52,R,15,R,37,R,0,R,0,R,0,R,214,R,106,R,108,R,22,R,10,R,12,R,23,R,8,R,15,R,40,R,19,R,21,43,,,,,,,,,
2020,131159,-2,  1,R,2,R,2,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,44,,,,,,,,,
2020,131159,-2,  1,R,414,R,184,R,230,R,1,R,1,R,0,R,30,R,11,R,19,R,32,R,14,R,18,R,52,R,15,R,37,R,0,R,0,R,0,R,214,R,106,R,108,R,22,R,10,R,12,R,23,R,8,R,15,R,40,R,19,R,21,45,,,,,,,,,
2020,131159,-2,  1,R,227,R,119,R,108,R,0,R,0,R,0,R,7,R,5,R,2,R,14,R,7,R,7,R,7,R,5,R,2,R,0,R,0,R,0,R,54,R,24,R,30,R,3,R,2,R,1,R,134,R,70,R,64,R,8,R,6,R,2,51,,,,,,,,,
2020,131159,-2,  1,R,23,R,9,R,14,R,0,R,0,R,0,R,1,R,0,R,1,R,3,R,1,R,2,R,7,R,3,R,4,R,0,R,0,R,0,R,9,R,5,R,4,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,59,,,,,,,,,
2020,131159,-2,  1,R,391,R,175,R,216,R,1,R,1,R,0,R,29,R,11,R,18,R,29,R,13,R,16,R,45,R,12,R,33,R,0,R,0,R,0,R,205,R,101,R,104,R,19,R,10,R,9,R,23,R,8,R,15,R,40,R,19,R,21,60,,,,,,,,,
2020,131469, 1,999,R,31194,R,12245,R,18949,R,70,R,30,R,40,R,3198,R,1160,R,2038,R,3195,R,971,R,2224,R,2909,R,1019,R,1890,R,49,R,17,R,32,R,14335,R,5626,R,8709,R,986,R,326,R,660,R,1903,R,798,R,1105,R,4549,R,2298,R,2251, 1,,,,,,,,,
2020,131469, 2,  1,R,13505,R,5141,R,8364,R,22,R,8,R,14,R,1444,R,523,R,921,R,1115,R,329,R,786,R,1503,R,532,R,971,R,15,R,7,R,8,R,6578,R,2562,R,4016,R,554,R,188,R,366,R,664,R,258,R,406,R,1610,R,734,R,876, 2,,,,,,,,,
2020,131469,-2,  1,R,12626,R,4872,R,7754,R,10,R,5,R,5,R,1374,R,495,R,879,R,1026,R,310,R,716,R,1390,R,502,R,888,R,12,R,5,R,7,R,6245,R,2464,R,3781,R,512,R,177,R,335,R,585,R,231,R,354,R,1472,R,683,R,789, 3,,,,,,,,,
2020,131469,-2,  1,R,2647,R,1003,R,1644,R,1,R,1,R,0,R,269,R,89,R,180,R,185,R,59,R,126,R,311,R,104,R,207,R,1,R,1,R,0,R,1309,R,497,R,812,R,110,R,44,R,66,R,79,R,37,R,42,R,382,R,171,R,211, 4,,,,,,,,,
2020,131469,-2,  1,R,9979,R,3869,R,6110,R,9,R,4,R,5,R,1105,R,406,R,699,R,841,R,251,R,590,R,1079,R,398,R,681,R,11,R,4,R,7,R,4936,R,1967,R,2969,R,402,R,133,R,269,R,506,R,194,R,312,R,1090,R,512,R,578, 5,,,,,,,,,
2020,131469,-2,  1,R,879,R,269,R,610,R,12,R,3,R,9,R,70,R,28,R,42,R,89,R,19,R,70,R,113,R,30,R,83,R,3,R,2,R,1,R,333,R,98,R,235,R,42,R,11,R,31,R,79,R,27,R,52,R,138,R,51,R,87,11,,,,,,,,,
2020,131469, 4,  3,R,17689,R,7104,R,10585,R,48,R,22,R,26,R,1754,R,637,R,1117,R,2080,R,642,R,1438,R,1406,R,487,R,919,R,34,R,10,R,24,R,7757,R,3064,R,4693,R,432,R,138,R,294,R,1239,R,540,R,699,R,2939,R,1564,R,1375,12,,,,,,,,,
2020,131469,-2,  1,R,1019,R,371,R,648,R,3,R,1,R,2,R,131,R,47,R,84,R,145,R,54,R,91,R,124,R,59,R,65,R,4,R,1,R,3,R,431,R,153,R,278,R,43,R,14,R,29,R,71,R,25,R,46,R,67,R,17,R,50,19,,,,,,,,,
2020,131469,-2,  1,R,8960,R,3498,R,5462,R,6,R,3,R,3,R,974,R,359,R,615,R,696,R,197,R,499,R,955,R,339,R,616,R,7,R,3,R,4,R,4505,R,1814,R,2691,R,359,R,119,R,240,R,435,R,169,R,266,R,1023,R,495,R,528,20,,,,,,,,,
2020,131469,-2,  1,R,11435,R,4304,R,7131,R,5,R,3,R,2,R,1230,R,436,R,794,R,856,R,249,R,607,R,1202,R,404,R,798,R,7,R,2,R,5,R,5693,R,2191,R,3502,R,459,R,157,R,302,R,450,R,168,R,282,R,1533,R,694,R,839,22,,,,,,,,,
2020,131469,-2,  1,R,11305,R,4261,R,7044,R,5,R,3,R,2,R,1229,R,436,R,793,R,856,R,249,R,607,R,1202,R,404,R,798,R,7,R,2,R,5,R,5690,R,2190,R,3500,R,457,R,157,R,300,R,444,R,166,R,278,R,1415,R,654,R,761,23,,,,,,,,,
2020,131469,-2,  1,R,2620,R,989,R,1631,R,1,R,1,R,0,R,268,R,89,R,179,R,181,R,56,R,125,R,304,R,102,R,202,R,1,R,1,R,0,R,1301,R,491,R,810,R,106,R,42,R,64,R,79,R,37,R,42,R,379,R,170,R,209,24,,,,,,,,,
2020,131469,-2,  1,R,8685,R,3272,R,5413,R,4,R,2,R,2,R,961,R,347,R,614,R,675,R,193,R,482,R,898,R,302,R,596,R,6,R,1,R,5,R,4389,R,1699,R,2690,R,351,R,115,R,236,R,365,R,129,R,236,R,1036,R,484,R,552,25,,,,,,,,,
2020,131469,-2,  1,R,130,R,43,R,87,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,2,R,0,R,2,R,6,R,2,R,4,R,118,R,40,R,78,31,,,,,,,,,
2020,131469,-2,  1,R,605,R,205,R,400,R,0,R,0,R,0,R,93,R,31,R,62,R,66,R,25,R,41,R,61,R,24,R,37,R,2,R,0,R,2,R,272,R,94,R,178,R,25,R,7,R,18,R,27,R,7,R,20,R,59,R,17,R,42,39,,,,,,,,,
2020,131469,-2,  1,R,8080,R,3067,R,5013,R,4,R,2,R,2,R,868,R,316,R,552,R,609,R,168,R,441,R,837,R,278,R,559,R,4,R,1,R,3,R,4117,R,1605,R,2512,R,326,R,108,R,218,R,338,R,122,R,216,R,977,R,467,R,510,40,,,,,,,,,
2020,131469,-2,  1,R,2070,R,837,R,1233,R,17,R,5,R,12,R,214,R,87,R,127,R,259,R,80,R,179,R,301,R,128,R,173,R,8,R,5,R,3,R,885,R,371,R,514,R,95,R,31,R,64,R,214,R,90,R,124,R,77,R,40,R,37,42,,,,,,,,,
2020,131469,-2,  1,R,1321,R,611,R,710,R,5,R,2,R,3,R,145,R,59,R,86,R,170,R,61,R,109,R,188,R,98,R,90,R,5,R,3,R,2,R,555,R,274,R,281,R,55,R,20,R,35,R,141,R,65,R,76,R,57,R,29,R,28,43,,,,,,,,,
2020,131469,-2,  1,R,27,R,14,R,13,R,0,R,0,R,0,R,1,R,0,R,1,R,4,R,3,R,1,R,7,R,2,R,5,R,0,R,0,R,0,R,8,R,6,R,2,R,4,R,2,R,2,R,0,R,0,R,0,R,3,R,1,R,2,44,,,,,,,,,
2020,131469,-2,  1,R,1294,R,597,R,697,R,5,R,2,R,3,R,144,R,59,R,85,R,166,R,58,R,108,R,181,R,96,R,85,R,5,R,3,R,2,R,547,R,268,R,279,R,51,R,18,R,33,R,141,R,65,R,76,R,54,R,28,R,26,45,,,,,,,,,
2020,131469,-2,  1,R,749,R,226,R,523,R,12,R,3,R,9,R,69,R,28,R,41,R,89,R,19,R,70,R,113,R,30,R,83,R,3,R,2,R,1,R,330,R,97,R,233,R,40,R,11,R,29,R,73,R,25,R,48,R,20,R,11,R,9,51,,,,,,,,,
2020,131469,-2,  1,R,414,R,166,R,248,R,3,R,1,R,2,R,38,R,16,R,22,R,79,R,29,R,50,R,63,R,35,R,28,R,2,R,1,R,1,R,159,R,59,R,100,R,18,R,7,R,11,R,44,R,18,R,26,R,8,R,0,R,8,59,,,,,,,,,
2020,131469,-2,  1,R,880,R,431,R,449,R,2,R,1,R,1,R,106,R,43,R,63,R,87,R,29,R,58,R,118,R,61,R,57,R,3,R,2,R,1,R,388,R,209,R,179,R,33,R,11,R,22,R,97,R,47,R,50,R,46,R,28,R,18,60,,,,,,,,,
2020,131496, 1,999,R,22720,R,10421,R,12299,R,24,R,7,R,17,R,1948,R,821,R,1127,R,1638,R,659,R,979,R,1789,R,773,R,1016,R,25,R,15,R,10,R,10462,R,4986,R,5476,R,691,R,291,R,400,R,1860,R,997,R,863,R,4283,R,1872,R,2411, 1,,,,,,,,,
2020,131496, 2,  1,R,8330,R,3675,R,4655,R,5,R,3,R,2,R,817,R,314,R,503,R,514,R,213,R,301,R,774,R,329,R,445,R,5,R,3,R,2,R,3863,R,1802,R,2061,R,370,R,145,R,225,R,508,R,244,R,264,R,1474,R,622,R,852, 2,,,,,,,,,
2020,131496,-2,  1,R,7269,R,3195,R,4074,R,4,R,3,R,1,R,783,R,297,R,486,R,483,R,205,R,278,R,728,R,310,R,418,R,5,R,3,R,2,R,3693,R,1731,R,1962,R,359,R,141,R,218,R,172,R,82,R,90,R,1042,R,423,R,619, 3,,,,,,,,,
2020,131496,-2,  1,R,1594,R,702,R,892,R,3,R,2,R,1,R,218,R,90,R,128,R,94,R,42,R,52,R,137,R,57,R,80,R,1,R,1,R,0,R,872,R,396,R,476,R,96,R,36,R,60,R,39,R,18,R,21,R,134,R,60,R,74, 4,,,,,,,,,
2020,131496,-2,  1,R,5675,R,2493,R,3182,R,1,R,1,R,0,R,565,R,207,R,358,R,389,R,163,R,226,R,591,R,253,R,338,R,4,R,2,R,2,R,2821,R,1335,R,1486,R,263,R,105,R,158,R,133,R,64,R,69,R,908,R,363,R,545, 5,,,,,,,,,
2020,131496,-2,  1,R,1061,R,480,R,581,R,1,R,0,R,1,R,34,R,17,R,17,R,31,R,8,R,23,R,46,R,19,R,27,R,0,R,0,R,0,R,170,R,71,R,99,R,11,R,4,R,7,R,336,R,162,R,174,R,432,R,199,R,233,11,,,,,,,,,
2020,131496, 4,  3,R,14390,R,6746,R,7644,R,19,R,4,R,15,R,1131,R,507,R,624,R,1124,R,446,R,678,R,1015,R,444,R,571,R,20,R,12,R,8,R,6599,R,3184,R,3415,R,321,R,146,R,175,R,1352,R,753,R,599,R,2809,R,1250,R,1559,12,,,,,,,,,
2020,131496,-2,  1,R,162,R,78,R,84,R,0,R,0,R,0,R,23,R,14,R,9,R,6,R,4,R,2,R,14,R,6,R,8,R,0,R,0,R,0,R,79,R,34,R,45,R,8,R,2,R,6,R,6,R,5,R,1,R,26,R,13,R,13,19,,,,,,,,,
2020,131496,-2,  1,R,5513,R,2415,R,3098,R,1,R,1,R,0,R,542,R,193,R,349,R,383,R,159,R,224,R,577,R,247,R,330,R,4,R,2,R,2,R,2742,R,1301,R,1441,R,255,R,103,R,152,R,127,R,59,R,68,R,882,R,350,R,532,20,,,,,,,,,
2020,131496,-2,  1,R,7036,R,3075,R,3961,R,4,R,3,R,1,R,766,R,285,R,481,R,447,R,189,R,258,R,683,R,292,R,391,R,3,R,1,R,2,R,3571,R,1669,R,1902,R,337,R,126,R,211,R,169,R,82,R,87,R,1056,R,428,R,628,22,,,,,,,,,
2020,131496,-2,  1,R,6972,R,3049,R,3923,R,4,R,3,R,1,R,764,R,284,R,480,R,447,R,189,R,258,R,682,R,292,R,390,R,3,R,1,R,2,R,3569,R,1667,R,1902,R,337,R,126,R,211,R,163,R,78,R,85,R,1003,R,409,R,594,23,,,,,,,,,
2020,131496,-2,  1,R,1562,R,689,R,873,R,3,R,2,R,1,R,216,R,90,R,126,R,93,R,41,R,52,R,133,R,56,R,77,R,1,R,1,R,0,R,850,R,388,R,462,R,93,R,33,R,60,R,39,R,18,R,21,R,134,R,60,R,74,24,,,,,,,,,
2020,131496,-2,  1,R,5410,R,2360,R,3050,R,1,R,1,R,0,R,548,R,194,R,354,R,354,R,148,R,206,R,549,R,236,R,313,R,2,R,0,R,2,R,2719,R,1279,R,1440,R,244,R,93,R,151,R,124,R,60,R,64,R,869,R,349,R,520,25,,,,,,,,,
2020,131496,-2,  1,R,64,R,26,R,38,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,6,R,4,R,2,R,53,R,19,R,34,31,,,,,,,,,
2020,131496,-2,  1,R,155,R,76,R,79,R,0,R,0,R,0,R,22,R,13,R,9,R,6,R,4,R,2,R,11,R,6,R,5,R,0,R,0,R,0,R,76,R,33,R,43,R,8,R,2,R,6,R,6,R,5,R,1,R,26,R,13,R,13,39,,,,,,,,,
2020,131496,-2,  1,R,5255,R,2284,R,2971,R,1,R,1,R,0,R,526,R,181,R,345,R,348,R,144,R,204,R,538,R,230,R,308,R,2,R,0,R,2,R,2643,R,1246,R,1397,R,236,R,91,R,145,R,118,R,55,R,63,R,843,R,336,R,507,40,,,,,,,,,
2020,131496,-2,  1,R,1294,R,600,R,694,R,1,R,0,R,1,R,51,R,29,R,22,R,67,R,24,R,43,R,91,R,37,R,54,R,2,R,2,R,0,R,292,R,133,R,159,R,33,R,19,R,14,R,339,R,162,R,177,R,418,R,194,R,224,42,,,,,,,,,
2020,131496,-2,  1,R,297,R,146,R,151,R,0,R,0,R,0,R,19,R,13,R,6,R,36,R,16,R,20,R,46,R,18,R,28,R,2,R,2,R,0,R,124,R,64,R,60,R,22,R,15,R,7,R,9,R,4,R,5,R,39,R,14,R,25,43,,,,,,,,,
2020,131496,-2,  1,R,32,R,13,R,19,R,0,R,0,R,0,R,2,R,0,R,2,R,1,R,1,R,0,R,4,R,1,R,3,R,0,R,0,R,0,R,22,R,8,R,14,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,44,,,,,,,,,
2020,131496,-2,  1,R,265,R,133,R,132,R,0,R,0,R,0,R,17,R,13,R,4,R,35,R,15,R,20,R,42,R,17,R,25,R,2,R,2,R,0,R,102,R,56,R,46,R,19,R,12,R,7,R,9,R,4,R,5,R,39,R,14,R,25,45,,,,,,,,,
2020,131496,-2,  1,R,997,R,454,R,543,R,1,R,0,R,1,R,32,R,16,R,16,R,31,R,8,R,23,R,45,R,19,R,26,R,0,R,0,R,0,R,168,R,69,R,99,R,11,R,4,R,7,R,330,R,158,R,172,R,379,R,180,R,199,51,,,,,,,,,
2020,131496,-2,  1,R,7,R,2,R,5,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,59,,,,,,,,,
2020,131496,-2,  1,R,258,R,131,R,127,R,0,R,0,R,0,R,16,R,12,R,4,R,35,R,15,R,20,R,39,R,17,R,22,R,2,R,2,R,0,R,99,R,55,R,44,R,19,R,12,R,7,R,9,R,4,R,5,R,39,R,14,R,25,60,,,,,,,,,
2020,131520, 1,999,R,9831,R,3102,R,6729,R,111,R,24,R,87,R,269,R,100,R,169,R,6939,R,2119,R,4820,R,598,R,175,R,423,R,20,R,4,R,16,R,227,R,82,R,145,R,335,R,93,R,242,R,742,R,235,R,507,R,590,R,270,R,320, 1,,,,,,,,,
2020,131520, 2,  1,R,6801,R,2022,R,4779,R,109,R,24,R,85,R,76,R,19,R,57,R,4853,R,1384,R,3469,R,430,R,121,R,309,R,17,R,3,R,14,R,75,R,24,R,51,R,228,R,65,R,163,R,702,R,215,R,487,R,311,R,167,R,144, 2,,,,,,,,,
2020,131520,-2,  1,R,6606,R,1929,R,4677,R,108,R,24,R,84,R,69,R,18,R,51,R,4790,R,1357,R,3433,R,413,R,113,R,300,R,16,R,3,R,13,R,72,R,22,R,50,R,226,R,64,R,162,R,605,R,162,R,443,R,307,R,166,R,141, 3,,,,,,,,,
2020,131520,-2,  1,R,1931,R,503,R,1428,R,98,R,20,R,78,R,7,R,1,R,6,R,1014,R,245,R,769,R,136,R,38,R,98,R,5,R,0,R,5,R,10,R,4,R,6,R,50,R,9,R,41,R,547,R,146,R,401,R,64,R,40,R,24, 4,,,,,,,,,
2020,131520,-2,  1,R,4675,R,1426,R,3249,R,10,R,4,R,6,R,62,R,17,R,45,R,3776,R,1112,R,2664,R,277,R,75,R,202,R,11,R,3,R,8,R,62,R,18,R,44,R,176,R,55,R,121,R,58,R,16,R,42,R,243,R,126,R,117, 5,,,,,,,,,
