year,UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
2019,228875,R,1514,R,118929033,R,19,R,1206136,Z,0,Z,0,R,77,R,4487792,R,220,R,30100593,R,164,R,14381636,R,97,R,7955818,R,238,R,31216880,R,16,R,1168968,R,309,R,11266432,R,2,R,120602,R,298,R,13362086,R,72,R,3577624,R,2,R,84466
2019,231624,R,1749,R,110952201,R,38,R,2872623,Z,0,Z,0,R,206,R,13201631,R,100,R,17486954,R,271,R,20341502,R,324,R,20721317,R,166,R,10365686,R,33,R,2391596,R,236,R,7732846,R,2,R,68149,R,275,R,11219672,R,83,R,3863566,R,15,R,686659
2019,234076,R,5492,R,406777897,R,65,R,7781700,Z,0,Z,0,R,244,R,15644210,R,1080,R,139777294,R,656,R,47338493,R,1027,R,72665934,R,399,R,29079616,R,47,R,2936299,R,477,R,18555854,R,24,R,824982,R,636,R,30310504,R,711,R,36629399,R,126,R,5233612
2019,236948,R,8273,R,648280849,R,1278,R,72370228,Z,0,Z,0,R,999,R,67320008,R,615,R,89123774,R,1870,R,150183514,R,922,R,113059273,R,388,R,35092434,R,133,R,9853144,R,857,R,37975430,R,1,R,36432,R,739,R,41531451,R,354,R,25126662,R,117,R,6608499
2019,239105,R,1534,R,103744441,R,32,R,1915725,R,13,R,877908,R,76,R,4557303,R,86,R,16092077,R,231,R,18754304,R,146,R,9641548,R,273,R,22362165,R,26,R,2111741,R,302,R,11950593,R,3,R,246153,R,286,R,12456489,R,53,R,2540460,R,7,R,237975
2019,240444,R,9889,R,635433348,R,757,R,49708548,R,122,R,8478765,R,317,R,16995602,R,703,R,86814475,R,1344,R,91733091,R,2251,R,155259752,R,1356,R,87322939,R,404,R,23127748,R,1157,R,43105974,R,2,R,129126,R,863,R,37120993,R,481,R,29181201,R,132,R,6455134
2019,243744,R,7809,R,857758182,R,295,R,43203237,Z,0,Z,0,R,400,R,33324301,R,967,R,183390417,R,2763,R,278698666,R,1192,R,135597213,R,482,R,56723063,R,8,R,844328,R,588,R,34517627,Z,0,Z,0,R,760,R,53024787,R,354,R,38434543,Z,0,Z,0
2019,243780,R,8045,R,477300737,R,511,R,25636730,R,242,R,24092359,R,521,R,31759763,R,915,R,103552735,R,1102,R,70156781,R,1165,R,76058855,R,500,R,30875180,R,177,R,9721851,R,1030,R,31745731,R,57,R,1701626,R,1373,R,52099673,R,319,R,13946388,R,133,R,5953065
2019,445188,R,1149,R,84681410,R,99,R,5632332,R,2,R,186788,R,177,R,10866575,R,154,R,21670081,R,187,R,14587774,R,102,R,8233471,R,39,R,2614751,R,24,R,1939051,R,180,R,8141868,Z,0,Z,0,R,144,R,7908826,R,27,R,2020418,R,14,R,879475
2020,100858,R,3948,R,260959753,R,53,R,4485671,R,218,R,13836056,R,135,R,8588381,R,551,R,69207103,R,414,R,25892310,R,618,R,38051152,R,652,R,43206064,R,33,R,2903307,R,335,R,13140744,R,3,R,135630,R,571,R,23092757,R,314,R,15827085,R,51,R,2593493
2020,110404,R,2684,R,229166993,R,600,R,36639488,Z,0,Z,0,R,36,R,2681105,R,314,R,51602416,R,263,R,25773164,R,671,R,65296878,R,89,R,9388727,R,5,R,423179,R,259,R,9587458,Z,0,Z,0,R,312,R,18864690,R,125,R,8431405,R,10,R,478483
2020,110635,R,8496,R,758486876,R,1287,R,94182213,R,33,R,3552762,R,1042,R,80265059,R,647,R,109477463,R,1762,R,169977016,R,1039,R,103972961,R,537,R,50124853,R,148,R,14652733,R,801,R,43669924,Z,0,Z,0,R,908,R,61425346,R,234,R,22919816,R,58,R,4266730
2020,110644,R,7583,R,570085678,R,953,R,61108203,R,9,R,1072939,R,664,R,45515957,R,495,R,76395852,R,1045,R,86143968,R,1301,R,103241406,R,336,R,23272217,R,380,R,34111611,R,1074,R,56311896,R,8,R,766498,R,933,R,54886738,R,315,R,22517314,R,70,R,4741079
2020,110653,R,4758,R,386064396,R,561,R,38288159,R,9,R,703659,R,548,R,37489286,R,391,R,66357060,R,1137,R,92459718,R,593,R,53372809,R,210,R,17296621,R,110,R,9718075,R,585,R,29721814,R,2,R,197220,R,398,R,24778928,R,154,R,10999440,R,60,R,4681607
2020,110662,R,10195,R,808458186,R,690,R,48578824,R,25,R,2646067,R,764,R,56621361,R,834,R,132730905,R,3163,R,240913899,R,1237,R,105988960,R,458,R,41125375,R,227,R,19113247,R,1294,R,63367527,R,20,R,1450857,R,808,R,46175059,R,452,R,33795158,R,223,R,15950947
2020,110671,R,2721,R,206096292,R,308,R,19409362,R,4,R,421362,R,374,R,24610608,R,218,R,32764612,R,457,R,37791571,R,280,R,23740319,R,122,R,9474631,R,84,R,6124922,R,327,R,17039897,R,2,R,167904,R,391,R,23162453,R,122,R,9417134,R,32,R,1971517
2020,110680,R,8238,R,642278972,R,738,R,53365360,R,21,R,2109179,R,761,R,49361976,R,482,R,80715900,R,1389,R,116104002,R,1170,R,102487171,R,361,R,27873023,R,468,R,44111992,R,1355,R,70704355,R,12,R,1584373,R,1096,R,66945164,R,284,R,20453437,R,101,R,6463040
2020,110705,R,3596,R,276445753,R,446,R,30931334,R,1,R,101478,R,396,R,26392543,R,338,R,46705113,R,530,R,41218046,R,460,R,41664071,R,145,R,10903604,R,75,R,7262161,R,485,R,27177562,R,3,R,384987,R,515,R,29973969,R,141,R,9843654,R,61,R,3887231
2020,110714,R,2706,R,215618209,R,286,R,21241662,Z,0,Z,0,R,372,R,23880401,R,237,R,35989320,R,422,R,34905187,R,362,R,32532351,R,84,R,6217122,R,48,R,4318244,R,376,R,20311641,R,2,R,114840,R,394,R,26211763,R,87,R,7184276,R,36,R,2711402
2020,121150,R,1166,R,92826760,Z,0,Z,0,Z,0,Z,0,R,258,R,15034816,R,264,R,36763420,R,97,R,6741792,R,99,R,7460704,R,141,R,10765895,R,17,R,1198742,R,74,R,3348291,R,10,R,617582,R,130,R,6645826,R,44,R,2740752,R,32,R,1508940
2020,122931,R,950,R,89100300,Z,0,Z,0,Z,0,Z,0,R,98,R,7179217,R,282,R,36195437,R,101,R,9367735,R,118,R,10881255,R,86,R,8824811,R,15,R,1056825,R,69,R,4205995,Z,0,Z,0,R,154,R,9097510,R,21,R,1898208,R,6,R,393307
2020,123961,R,8174,R,690977127,R,116,R,19059513,R,219,R,25820385,R,182,R,12723732,R,1478,R,217911961,R,1405,R,104180258,R,956,R,92567920,R,656,R,51358922,R,125,R,9916813,R,1264,R,56908688,R,139,R,5078777,R,1336,R,75467404,R,218,R,14502222,R,80,R,5480532
2020,126614,R,6011,R,435291578,R,888,R,69982934,R,3,R,186000,R,476,R,29223283,R,880,R,90988122,R,515,R,35072275,R,1257,R,107048405,R,273,R,20584304,R,78,R,5872532,R,706,R,26914855,R,12,R,388871,R,655,R,34136899,R,218,R,12211154,R,50,R,2681944
2020,126775,R,825,R,56862586,R,147,R,9412094,Z,0,Z,0,R,84,R,5458845,R,133,R,14608670,R,156,R,11177367,R,51,R,4246314,R,24,R,1455663,Z,0,Z,0,R,108,R,4136992,Z,0,Z,0,R,70,R,3412278,R,49,R,2796356,R,3,R,158007
2020,129020,R,5779,R,445454103,R,281,R,17019551,R,42,R,4197734,R,102,R,7980923,R,280,R,46400485,R,346,R,28110734,R,585,R,52261074,R,237,R,22638766,R,728,R,64956208,R,609,R,35578873,R,8,R,381349,R,2019,R,133930841,R,537,R,31572499,R,5,R,425066
2020,130794,R,6696,R,586828083,R,637,R,39337939,R,12,R,1648945,R,609,R,50610396,R,1341,R,171833490,R,453,R,47706282,R,608,R,54899660,R,316,R,31141955,R,109,R,13924734,R,1068,R,66712048,Z,0,Z,0,R,1225,R,82958051,R,255,R,21252951,R,63,R,4801632
2020,130943,R,3578,R,244126485,Z,0,Z,0,Z,0,Z,0,R,141,R,9247044,R,602,R,76132345,R,512,R,31548363,R,723,R,46204069,R,447,R,27747943,R,92,R,6630883,R,329,R,13222235,Z,0,Z,0,R,476,R,19176735,R,183,R,11029734,R,73,R,3187134
2020,131159,R,1826,R,147486514,R,33,R,2699565,Z,0,Z,0,R,109,R,7348416,R,455,R,53346622,R,275,R,19714664,R,182,R,15626326,R,327,R,24092412,R,12,R,1202578,R,95,R,5284756,Z,0,Z,0,R,234,R,12057881,R,62,R,4476447,R,42,R,1636847
2020,131469,R,2789,R,242098722,R,57,R,8551844,Z,0,Z,0,R,545,R,38451809,R,232,R,43577803,R,243,R,22896766,R,718,R,64836599,R,303,R,24422377,R,63,R,5001520,R,185,R,9551422,Z,0,Z,0,R,345,R,18420516,R,66,R,4698935,R,32,R,1689131
2020,131496,R,3228,R,312875147,R,222,R,21989012,Z,0,Z,0,R,105,R,8442962,R,971,R,143238983,R,441,R,35402442,R,245,R,22961520,R,324,R,30643039,R,62,R,3683936,R,219,R,10423517,Z,0,Z,0,R,476,R,26990061,R,102,R,6060246,R,61,R,3039429
2020,131520,R,1152,R,85746547,R,57,R,3506728,R,5,R,346575,R,96,R,5204138,R,321,R,38393911,R,53,R,3641552,R,80,R,5207623,R,101,R,7166163,R,44,R,2343030,R,112,R,5254681,Z,0,Z,0,R,275,R,14219900,R,4,R,221620,R,4,R,240626
2020,133951,R,3877,R,252606659,R,277,R,18517836,R,2,R,190430,R,342,R,17866964,R,897,R,94273570,R,235,R,12644648,R,511,R,31839460,R,241,R,16461364,R,38,R,2593831,R,338,R,13113861,Z,0,Z,0,R,825,R,38137411,R,171,R,6967284,Z,0,Z,0
2020,134097,R,4827,R,267544272,R,406,R,24159659,Z,0,Z,0,R,713,R,42021300,R,287,R,40168320,R,916,R,48604073,R,644,R,37335954,R,464,R,25815562,R,105,R,5960996,R,571,R,16998052,Z,0,Z,0,R,502,R,18234821,R,214,R,8032801,R,5,R,212734
2020,134130,R,8573,R,544098341,R,447,R,43086715,R,484,R,40881730,R,817,R,45051468,R,900,R,114410457,R,689,R,40660528,R,1657,R,102905222,R,310,R,19047558,R,258,R,14860664,R,884,R,30218777,R,7,R,253281,R,1388,R,60338206,R,673,R,30261932,R,59,R,2121803
2020,135726,R,3031,R,227876617,R,28,R,2650363,Z,0,Z,0,R,170,R,10352737,R,677,R,85215469,R,412,R,26024876,R,667,R,45261123,R,232,R,17971139,R,114,R,6552794,R,131,R,6632375,R,7,R,272096,R,472,R,20178881,R,113,R,6369972,R,8,R,394792
2020,137351,R,4520,R,284923783,R,210,R,15451724,Z,0,Z,0,R,589,R,31413497,R,381,R,58000893,R,740,R,47037392,R,583,R,38789627,R,571,R,37264178,R,63,R,4179375,R,376,R,12125164,R,6,R,320705,R,715,R,27698894,R,210,R,9812263,R,76,R,2830071
2020,139658,R,5612,R,419475538,R,271,R,18798621,R,68,R,8030736,R,955,R,63406045,R,780,R,117174758,R,555,R,39508199,R,1104,R,81474364,R,533,R,30833859,R,140,R,8260472,R,568,R,21328502,R,4,R,141553,R,450,R,21360488,R,155,R,8043478,R,29,R,1114463
2020,139755,R,6840,R,586854438,R,2495,R,276078094,R,115,R,12516004,R,372,R,22851770,R,939,R,100365591,R,457,R,31218137,R,721,R,53499997,R,229,R,20180690,R,19,R,1373285,R,569,R,20466595,Z,0,Z,0,R,645,R,33277933,R,279,R,15026342,Z,0,Z,0
2020,139959,R,8303,R,447516112,R,177,R,17403648,R,534,R,38982403,R,634,R,29543197,R,845,R,87058964,R,598,R,35649629,R,1479,R,72943782,R,704,R,46538091,R,138,R,9315176,R,1468,R,45785184,R,17,R,816439,R,1223,R,43616658,R,486,R,19862941,Z,0,Z,0
2020,144050,R,6512,R,542358953,R,1254,R,85308923,Z,0,Z,0,R,680,R,60873512,R,1400,R,155653516,R,763,R,66449422,R,664,R,56975980,R,693,R,52837086,R,102,R,8510434,R,247,R,16329740,R,20,R,1368679,R,546,R,27577086,R,108,R,7823129,R,35,R,2651446
2020,145600,R,4279,R,292848565,R,84,R,7671646,Z,0,Z,0,R,119,R,7571156,R,851,R,86944456,R,406,R,27676270,R,460,R,31559377,R,290,R,16155895,R,389,R,19805234,R,609,R,28688578,Z,0,Z,0,R,660,R,31483799,R,205,R,15944505,R,206,R,19347649
2020,145637,R,8831,R,575305113,R,90,R,6385759,R,1,R,106000,R,795,R,45555221,R,1420,R,142122317,R,939,R,60073312,R,1487,R,100635463,R,562,R,41837013,R,235,R,13415163,R,1158,R,49390938,Z,0,Z,0,R,1395,R,62006354,R,531,R,38808476,R,218,R,14969097
2020,147767,R,4959,R,408697261,R,572,R,35138303,Z,0,Z,0,R,234,R,15530945,R,209,R,50516139,R,1261,R,106278951,R,875,R,72630313,R,298,R,36559206,R,84,R,7298537,R,164,R,9397158,R,15,R,724651,R,957,R,50327010,R,290,R,24296048,Z,0,Z,0
2020,151351,R,6694,R,402884901,R,499,R,30810445,Z,0,Z,0,R,156,R,9245750,R,1103,R,107084010,R,406,R,24017580,R,1068,R,69274555,R,842,R,56192343,R,65,R,5146098,R,841,R,29481375,R,56,R,2079538,R,1234,R,48533000,R,296,R,15857917,R,128,R,5162290
2020,152080,R,4516,R,308511273,R,269,R,16983556,Z,0,Z,0,R,238,R,16246393,R,591,R,72522933,R,836,R,66225530,R,565,R,38792746,R,344,R,32652290,R,42,R,3125314,R,1090,R,39375098,R,3,R,174866,R,513,R,20710959,R,10,R,917058,R,15,R,784530
2020,160755,R,2293,R,151860219,R,99,R,6518108,Z,0,Z,0,R,135,R,6680691,R,678,R,64955904,R,205,R,12545680,R,184,R,12026905,R,210,R,16012063,R,81,R,4004909,R,179,R,7124546,Z,0,Z,0,R,374,R,16041830,R,122,R,5124058,R,26,R,825525
2020,162928,R,6407,R,524545211,R,632,R,62187822,R,116,R,12165743,R,677,R,50097094,R,179,R,46236010,R,1402,R,124368986,R,1358,R,110263605,R,379,R,28789288,R,148,R,9735301,R,400,R,24557014,Z,0,Z,0,R,982,R,48610916,R,126,R,7148226,R,8,R,385206
2020,163286,R,7067,R,547768812,R,1495,R,117931760,Z,0,Z,0,R,282,R,20169464,R,134,R,31023154,R,2214,R,179369064,R,766,R,69188637,R,572,R,48180686,R,58,R,5010173,R,695,R,30455496,Z,0,Z,0,R,273,R,13210740,R,428,R,27029128,R,150,R,6200510
2020,164924,R,2642,R,221451148,R,227,R,15432018,Z,0,Z,0,R,173,R,12533450,R,537,R,73090107,R,222,R,17854978,R,268,R,23344988,R,253,R,26929044,R,33,R,2466909,R,456,R,23318752,R,28,R,918720,R,329,R,16313866,R,91,R,7847570,R,25,R,1400746
2020,164988,R,5283,R,427029325,R,394,R,27815150,Z,0,Z,0,R,134,R,8783032,R,955,R,126402450,R,780,R,62899008,R,650,R,51343382,R,789,R,58388632,R,136,R,9145781,R,836,R,46638445,R,9,R,727038,R,460,R,22995220,R,121,R,10604649,R,19,R,1286538
2020,165015,R,1186,R,94294890,R,147,R,10104727,Z,0,Z,0,R,193,R,13381799,R,149,R,23910646,R,131,R,10440298,R,160,R,11985661,R,88,R,6131762,R,3,R,250900,R,121,R,6251545,Z,0,Z,0,R,157,R,8888185,R,35,R,2806713,R,2,R,142654
2020,166027,R,12454,R,1105987758,R,1440,R,97815218,Z,0,Z,0,R,1224,R,88756632,R,1441,R,239491803,R,2509,R,211173436,R,1900,R,169434734,R,685,R,60670497,R,104,R,10535576,R,1086,R,73212705,Z,0,Z,0,R,1883,R,139896282,R,131,R,11872130,R,51,R,3128745
2020,166629,R,3702,R,255842567,R,250,R,16482788,R,25,R,2511565,R,424,R,27699423,R,246,R,36899041,R,414,R,28938442,R,527,R,38220559,R,296,R,21952082,R,81,R,7348981,R,558,R,27047296,R,3,R,180376,R,620,R,32556157,R,184,R,11073797,R,74,R,4932060
2020,166683,R,11415,R,1159816425,R,4297,R,473944817,Z,0,Z,0,R,130,R,10915909,R,176,R,40050625,R,1507,R,146761522,R,1276,R,143891889,R,880,R,87962381,R,297,R,25967406,R,496,R,30361579,R,68,R,7071532,R,1499,R,116378893,R,758,R,74546581,R,31,R,1963291
2020,167358,R,3118,R,260233003,R,261,R,16066535,Z,0,Z,0,R,598,R,42889125,R,194,R,43322137,R,564,R,46469817,R,431,R,36863182,R,447,R,34256561,R,92,R,6524304,R,185,R,13347536,Z,0,Z,0,R,248,R,12228897,R,86,R,7494583,R,12,R,770326
2020,168148,R,2888,R,220716395,R,255,R,18285142,Z,0,Z,0,R,105,R,7019094,R,501,R,70404271,R,376,R,29735976,R,294,R,24610739,R,139,R,9704268,R,179,R,8841896,R,459,R,20829990,Z,0,Z,0,R,499,R,25102830,R,77,R,5923004,R,4,R,259185
2020,168421,R,776,R,55653318,R,38,R,1626900,Z,0,Z,0,R,29,R,2085741,R,103,R,15837221,R,116,R,8266438,R,112,R,8520634,R,115,R,6775479,R,10,R,730784,R,91,R,4359352,Z,0,Z,0,R,141,R,6138991,R,21,R,1311778,Z,0,Z,0
2020,170976,R,11632,R,850762552,Z,0,Z,0,Z,0,Z,0,R,1172,R,68275111,R,1378,R,187822221,R,2099,R,152427433,R,2364,R,174582992,R,526,R,48867892,R,255,R,18738835,R,1394,R,59740991,Z,0,Z,0,R,1556,R,76323995,R,692,R,52649744,R,196,R,11333338
2020,171100,R,8197,R,579349368,R,537,R,30100424,R,435,R,24036630,R,828,R,59353214,R,948,R,115095420,R,1170,R,78585575,R,1344,R,100803932,R,397,R,37390509,R,337,R,20662160,R,812,R,37233132,R,1,R,35235,R,875,R,43780126,R,352,R,22513780,R,161,R,9759231
2020,174066,R,10710,R,751747635,R,1048,R,66856950,R,317,R,18503439,R,574,R,37639624,R,992,R,120457742,R,1921,R,139879018,R,1884,R,133048960,R,932,R,66383296,R,308,R,19668700,R,1106,R,52606447,R,30,R,1902608,R,1048,R,53925974,R,476,R,36575511,R,74,R,4299366
2020,179867,R,3351,R,244342274,R,214,R,12734372,Z,0,Z,0,R,123,R,7042585,R,555,R,71391038,R,647,R,46709248,R,592,R,41296352,R,258,R,18215414,R,21,R,1876493,R,181,R,7989019,R,10,R,571093,R,598,R,27074014,R,142,R,8871616,R,10,R,571030
2020,182670,R,2331,R,183049388,R,29,R,3092730,Z,0,Z,0,R,355,R,23598796,R,364,R,56925936,R,143,R,11769028,R,411,R,29777541,R,257,R,19076418,R,14,R,873752,R,330,R,15298206,R,1,R,46134,R,295,R,14914695,R,101,R,6206024,R,31,R,1470128
2020,185828,R,930,R,77486671,R,51,R,3226074,Z,0,Z,0,R,28,R,2485600,R,84,R,16586309,R,173,R,14449506,R,97,R,8883140,R,143,R,10234717,Z,0,Z,0,R,155,R,8437970,Z,0,Z,0,R,166,R,11101746,R,31,R,1981501,R,2,R,100108
2020,186131,R,5353,R,475725407,Z,0,Z,0,Z,0,Z,0,R,346,R,29544208,R,761,R,121324116,R,325,R,32509830,R,1495,R,117353747,R,255,R,22465445,R,57,R,5330151,R,708,R,36888122,Z,0,Z,0,R,944,R,71998492,R,462,R,38311296,Z,0,Z,0
2020,186371,R,583,R,40889319,R,6,R,348171,Z,0,Z,0,R,115,R,7690880,R,18,R,4312494,R,155,R,11425200,R,48,R,3713339,R,32,R,2275029,R,12,R,1166231,R,76,R,3979157,Z,0,Z,0,R,107,R,5075280,R,14,R,903538,Z,0,Z,0
2020,186380,R,9844,R,730543282,R,775,R,50542777,R,52,R,4996663,R,546,R,37792018,R,259,R,58532091,R,2134,R,184470806,R,1300,R,100852613,R,666,R,57712048,R,1055,R,77299422,R,1326,R,59472985,R,4,R,149755,R,1340,R,74437136,R,372,R,23814145,R,15,R,470823
2020,186399,R,1031,R,75453089,R,66,R,4141260,Z,0,Z,0,R,148,R,10312663,R,37,R,8147596,R,235,R,19644290,R,79,R,5907258,R,70,R,4758143,R,11,R,1021015,R,173,R,9474871,Z,0,Z,0,R,129,R,7476565,R,83,R,4569428,Z,0,Z,0
2020,186867,R,617,R,55673716,R,54,R,4479059,Z,0,Z,0,R,54,R,3262516,R,222,R,28558842,R,77,R,5458029,R,18,R,1742757,R,6,R,414357,R,8,R,541066,R,42,R,2563837,Z,0,Z,0,R,126,R,8033504,R,5,R,254590,R,5,R,365159
2020,190415,R,8547,R,622403573,R,907,R,60258887,R,210,R,19335706,R,386,R,26210579,R,915,R,140890624,R,999,R,76837198,R,952,R,75381488,R,406,R,30181153,R,492,R,27385243,R,1242,R,53772431,R,46,R,2336941,R,1432,R,76217867,R,509,R,31356377,R,51,R,2239079
2020,191241,R,1567,R,135273223,Z,0,Z,0,Z,0,Z,0,R,48,R,3881654,R,595,R,66943078,R,23,R,2569049,R,82,R,7248414,R,139,R,11205381,R,15,R,1043727,R,214,R,13465264,R,2,R,117000,R,389,R,23320932,R,60,R,5478724,Z,0,Z,0
2020,193900,R,6913,R,605933109,R,1019,R,74917535,Z,0,Z,0,R,1111,R,84223930,R,734,R,128660562,R,825,R,72384807,R,857,R,82627482,R,460,R,34079615,R,165,R,14276202,R,375,R,24214271,R,14,R,840496,R,1171,R,73333560,R,169,R,15255123,R,13,R,1119526
2020,194824,R,1132,R,72445329,R,126,R,7868750,Z,0,Z,0,R,135,R,6904141,R,157,R,17909818,R,142,R,9990998,R,101,R,7035514,R,85,R,5050410,R,21,R,1493087,R,141,R,5453812,R,1,R,53705,R,131,R,5924483,R,80,R,4379846,R,12,R,380765
2020,195003,R,2420,R,153344455,R,27,R,2530485,Z,0,Z,0,R,95,R,5213389,R,407,R,44988168,R,284,R,19273901,R,345,R,24401248,R,383,R,20520021,R,47,R,3162753,R,256,R,8807421,R,9,R,441859,R,485,R,20153171,R,68,R,3292350,R,14,R,559689
2020,195030,R,3417,R,238005923,R,257,R,27093820,Z,0,Z,0,R,265,R,15331543,R,568,R,67636653,R,169,R,10964374,R,729,R,47348524,R,108,R,5330154,R,36,R,2633330,R,273,R,12431167,Z,0,Z,0,R,689,R,33925478,R,119,R,3998176,R,204,R,11312704
2020,196079,R,1523,R,95147127,R,10,R,593733,Z,0,Z,0,R,74,R,4707940,R,134,R,18208254,R,245,R,15984656,R,83,R,5853988,R,101,R,6886296,R,134,R,8401378,R,288,R,11862503,R,2,R,114110,R,284,R,14795637,R,165,R,7609917,R,3,R,128715
2020,196088,R,2705,R,184153588,R,20,R,1860263,R,15,R,1097967,R,164,R,10404570,R,358,R,42063299,R,459,R,32070852,R,236,R,21023623,R,180,R,13187360,R,270,R,18044374,R,465,R,19045171,Z,0,Z,0,R,323,R,15184159,R,177,R,8630608,R,38,R,1541342
2020,196097,R,2191,R,168797772,R,52,R,5093901,Z,0,Z,0,R,207,R,15872684,R,102,R,21482030,R,460,R,37292837,R,361,R,30793835,R,213,R,16413562,R,37,R,3279380,R,378,R,17712902,Z,0,Z,0,R,180,R,9099712,R,136,R,9064026,R,65,R,2692903
2020,196413,R,3562,R,249156874,R,90,R,5551877,Z,0,Z,0,R,127,R,7674486,R,538,R,69941880,R,509,R,32362142,R,353,R,22992341,R,530,R,46455646,R,34,R,2251770,R,637,R,26755467,R,22,R,995348,R,510,R,22196160,R,167,R,9658313,R,45,R,2321444
2020,197708,R,747,R,65113084,Z,0,Z,0,Z,0,Z,0,R,204,R,15893195,R,131,R,20622086,R,79,R,8071552,R,45,R,4074540,R,27,R,2832324,R,13,R,728546,R,96,R,4654474,R,6,R,252826,R,106,R,5491080,R,35,R,2071521,R,5,R,420940
2020,198419,R,7287,R,498407617,R,706,R,41302916,Z,0,Z,0,R,207,R,13834975,R,1110,R,133907618,R,1119,R,74896908,R,741,R,56469555,R,462,R,38004111,R,688,R,42694596,R,802,R,31524719,R,47,R,1998383,R,1065,R,46687806,R,159,R,10177233,R,181,R,6908797
2020,199120,R,9168,R,601250454,R,988,R,70050090,R,21,R,2965972,R,577,R,42865994,R,247,R,40870008,R,1175,R,93216106,R,2059,R,145330414,R,450,R,37743776,R,591,R,31186730,R,782,R,29332783,Z,0,Z,0,R,1785,R,83416017,R,467,R,23171290,R,26,R,1101274
2020,199193,R,7241,R,454130841,R,371,R,21393155,R,290,R,18548692,R,1002,R,65174434,R,287,R,42943482,R,645,R,47718948,R,1576,R,107289751,R,454,R,37214113,R,196,R,10972692,R,659,R,25224114,R,7,R,238878,R,1224,R,53007412,R,477,R,22053407,R,53,R,2351763
2020,199847,R,1669,R,123846424,R,20,R,1285763,Z,0,Z,0,R,78,R,4696984,R,212,R,26269319,R,427,R,32333256,R,138,R,10938146,R,167,R,19935976,R,32,R,2464206,R,216,R,8723988,R,10,R,550032,R,289,R,13219984,R,55,R,2469487,R,25,R,959283
2020,201645,R,1942,R,125599587,R,152,R,9320923,Z,0,Z,0,R,199,R,12192397,R,177,R,29931175,R,313,R,19487671,R,254,R,16633993,R,170,R,11257246,R,38,R,2153752,R,283,R,9901518,Z,0,Z,0,R,279,R,10943840,R,69,R,3472717,R,8,R,304355
2020,204796,R,10570,R,704528774,R,42,R,4431805,Z,0,Z,0,R,867,R,37887992,R,2220,R,231395265,R,1581,R,99292380,R,1971,R,123368015,R,634,R,52618456,R,331,R,19927672,R,819,R,34420311,R,30,R,1100740,R,1399,R,66918354,R,460,R,23974652,R,216,R,9193132
2020,211440,R,3814,R,324737056,R,127,R,14992034,Z,0,Z,0,R,95,R,5072297,R,570,R,75699793,R,738,R,53043113,R,1193,R,114262759,R,327,R,22030802,R,39,R,2837747,R,124,R,6324615,R,6,R,210483,R,471,R,21896685,R,104,R,7476949,R,20,R,889779
2020,212054,R,2371,R,171071216,R,49,R,2532141,Z,0,Z,0,R,126,R,7153773,R,324,R,44377195,R,702,R,50297938,R,274,R,19530128,R,223,R,13094046,R,18,R,1173793,R,274,R,14101150,Z,0,Z,0,R,285,R,13173018,R,67,R,4236632,R,29,R,1401402
2020,213543,R,1207,R,87147760,Z,0,Z,0,Z,0,Z,0,R,108,R,5472970,R,191,R,25420370,R,234,R,17155140,R,191,R,13185770,R,128,R,8516700,R,26,R,1936120,R,33,R,2084350,Z,0,Z,0,R,213,R,8934010,R,63,R,3743690,R,20,R,698640
2020,215062,R,8440,R,639466681,R,598,R,35450336,R,204,R,26149156,R,266,R,18334966,R,1917,R,225424722,R,1004,R,72155800,R,1149,R,85557602,R,307,R,25826993,R,617,R,31366114,R,915,R,42663825,R,7,R,486317,R,1148,R,55038628,R,277,R,19402835,R,31,R,1609387
2020,215293,R,5178,R,332993870,R,316,R,18759904,R,68,R,3397354,R,296,R,16773368,R,837,R,88489399,R,163,R,8901252,R,1030,R,62534618,R,332,R,34436730,R,130,R,6875138,R,572,R,26845274,R,115,R,8973154,R,1156,R,47055107,R,143,R,9081656,R,20,R,870916
2020,216597,R,1728,R,122151571,R,12,R,548034,Z,0,Z,0,R,38,R,2900959,R,460,R,49153670,R,107,R,7908443,R,168,R,13172633,R,155,R,12114711,R,24,R,1834472,R,404,R,16444171,R,13,R,447305,R,266,R,12534317,R,57,R,3904845,R,24,R,1188011
2020,217156,R,3059,R,232221923,R,432,R,31309433,Z,0,Z,0,R,262,R,18149077,R,499,R,61268999,R,329,R,27909998,R,368,R,26911179,R,145,R,12293491,R,55,R,3946033,R,472,R,24087234,R,4,R,176782,R,396,R,19713508,R,93,R,6287375,R,4,R,168814
