year,UNITID,SNHCAT,OCCUPCAT,FACSTAT,SGTYPE,XHRTOTLT,HRTOTLT,XHRTOTLM,HRTOTLM,XHRTOTLW,HRTOTLW,XHRAIANT,HRAIANT,XHRAIANM,HRAIANM,XHRAIANW,HRAIANW,XHRASIAT,HRASIAT,XHRASIAM,HRASIAM,XHRASIAW,HRASIAW,XHRBKAAT,HRBKAAT,XHRBKAAM,HRBKAAM,XHRBKAAW,HRBKAAW,XHRHISPT,HRHISPT,XHRHISPM,HRHISPM,XHRHISPW,HRHISPW,XHRNHPIT,HRNHPIT,XHRNHPIM,HRNHPIM,XHRNHPIW,HRNHPIW,XHRWHITT,HRWHITT,XHRWHITM,HRWHITM,XHRWHITW,HRWHITW,XHR2MORT,HR2MORT,XHR2MORM,HR2MORM,XHR2MORW,HR2MORW,XHRUNKNT,HRUNKNT,XHRUNKNM,HRUNKNM,XHRUNKNW,HRUNKNW,XHRNRALT,HRNRALT,XHRNRALM,HRNRALM,XHRNRALW,HRNRALW 
2022,228875,21042,210,42,-2,R,61,R,26,R,35,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,5,R,2,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,43,R,17,R,26,R,2,Z,0,R,2,R,2,R,2,Z,0,R,5,R,3,R,2
2022,228875,22000,220, 0,-2,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228875,25000,250, 0,-2,R,22,R,6,R,16,R,1,Z,0,R,1,R,2,R,1,R,1,R,2,R,1,R,1,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,10,R,2,R,8,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228875,30000,300, 0,-2,R,26,R,7,R,19,R,1,Z,0,R,1,R,1,Z,0,R,1,R,5,R,2,R,3,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,14,R,4,R,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228875,31000,310, 0,-2,R,47,R,16,R,31,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,4,R,1,R,14,R,2,R,12,Z,0,Z,0,Z,0,R,25,R,9,R,16,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,228875,32000,320, 0,-2,R,11,R,9,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,2,R,2,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,5,R,4,R,1,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0
2022,228875,33000,330, 0,-2,R,122,R,57,R,65,R,1,R,1,Z,0,R,7,R,2,R,5,R,20,R,13,R,7,R,27,R,10,R,17,R,1,R,1,Z,0,R,58,R,27,R,31,R,3,R,2,R,1,R,5,R,1,R,4,Z,0,Z,0,Z,0
2022,228875,34000,340, 0,-2,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2022,228875,35000,350, 0,-2,R,37,R,17,R,20,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,5,R,4,R,1,R,22,R,6,R,16,Z,0,Z,0,Z,0,R,7,R,4,R,3,R,1,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2022,228875,37000,370, 0,-2,R,50,R,7,R,43,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,4,Z,0,R,4,R,13,R,3,R,10,Z,0,Z,0,Z,0,R,30,R,4,R,26,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0
2022,228875,38000,380, 0,-2,R,7,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,5,R,5,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,231624,10000,100, 0, 1,R,349,R,145,R,204,R,2,R,1,R,1,R,16,R,7,R,9,R,66,R,22,R,44,R,11,R,3,R,8,R,1,Z,0,R,1,R,207,R,94,R,113,R,8,R,1,R,7,R,25,R,11,R,14,R,13,R,6,R,7
2022,231624,20000,200, 0, 2,R,60,R,30,R,30,Z,0,Z,0,Z,0,R,10,R,5,R,5,R,5,R,3,R,2,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,25,R,14,R,11,R,2,Z,0,R,2,R,8,R,3,R,5,R,7,R,4,R,3
2022,231624,21000,210, 0,-2,R,43,R,21,R,22,Z,0,Z,0,Z,0,R,8,R,4,R,4,R,4,R,2,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,21,R,12,R,9,R,2,Z,0,R,2,R,5,R,1,R,4,R,2,R,1,R,1
2022,231624,21010,210,10,-2,R,43,R,21,R,22,Z,0,Z,0,Z,0,R,8,R,4,R,4,R,4,R,2,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,21,R,12,R,9,R,2,Z,0,R,2,R,5,R,1,R,4,R,2,R,1,R,1
2022,231624,21020,210,20,-2,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,231624,21030,210,30,-2,R,12,R,7,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,4,R,3,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0
2022,231624,21040,210,40,-2,R,28,R,14,R,14,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,13,R,8,R,5,R,2,Z,0,R,2,R,3,Z,0,R,3,R,2,R,1,R,1
2022,231624,21041,210,41,-2,R,16,R,7,R,9,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,9,R,5,R,4,R,2,Z,0,R,2,R,1,Z,0,R,1,R,1,Z,0,R,1
2022,231624,21042,210,42,-2,R,11,R,6,R,5,Z,0,Z,0,Z,0,R,5,R,3,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,R,1,Z,0
2022,231624,21043,210,43,-2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,231624,21044,210,44,-2,R,13,R,7,R,6,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,8,R,5,R,3,R,1,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,R,1
2022,231624,21045,210,45,-2,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,231624,22000,220, 0,-2,R,17,R,9,R,8,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,R,1,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,5,R,3,R,2
2022,231624,25000,250, 0,-2,R,22,R,5,R,17,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,2,Z,0,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,14,R,5,R,9,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1
2022,231624,30000,300, 0,-2,R,7,R,2,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,2,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,231624,31000,310, 0,-2,R,41,R,12,R,29,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,4,R,6,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,25,R,7,R,18,R,3,Z,0,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0
2022,231624,32000,320, 0,-2,R,42,R,23,R,19,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,R,1,R,2,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,30,R,15,R,15,R,1,R,1,Z,0,R,2,R,2,Z,0,R,3,R,2,R,1
2022,231624,33000,330, 0,-2,R,49,R,18,R,31,R,1,R,1,Z,0,R,2,R,1,R,1,R,6,R,1,R,5,R,2,Z,0,R,2,R,1,Z,0,R,1,R,35,R,15,R,20,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1
2022,231624,34000,340, 0,-2,R,11,R,5,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,4,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,231624,35000,350, 0,-2,R,48,R,26,R,22,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,23,R,10,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,17,R,11,R,6,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,1,Z,0,R,1
2022,231624,37000,370, 0,-2,R,56,R,11,R,45,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,13,R,1,R,12,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,35,R,10,R,25,R,2,Z,0,R,2,R,3,Z,0,R,3,Z,0,Z,0,Z,0
2022,231624,38000,380, 0,-2,R,10,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,8,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2022,231624,39000,390, 0,-2,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,234076,10000,100, 0, 1,R,1385,R,631,R,754,R,5,R,4,R,1,R,115,R,49,R,66,R,175,R,72,R,103,R,49,R,19,R,30,R,1,R,1,R,0,R,788,R,363,R,425,R,22,R,9,R,13,R,85,R,36,R,49,R,145,R,78,R,67
2022,234076,20000,200, 0, 2,R,215,R,107,R,108,R,0,R,0,R,0,R,34,R,19,R,15,R,20,R,4,R,16,R,4,R,0,R,4,R,0,R,0,R,0,R,104,R,58,R,46,R,4,R,2,R,2,R,14,R,4,R,10,R,35,R,20,R,15
2022,234076,21000,210, 0,-2,R,189,R,89,R,100,R,0,R,0,R,0,R,28,R,14,R,14,R,19,R,4,R,15,R,4,R,0,R,4,R,0,R,0,R,0,R,97,R,54,R,43,R,3,R,2,R,1,R,13,R,3,R,10,R,25,R,12,R,13
2022,234076,21010,210,10,-2,R,189,R,89,R,100,R,0,R,0,R,0,R,28,R,14,R,14,R,19,R,4,R,15,R,4,R,0,R,4,R,0,R,0,R,0,R,97,R,54,R,43,R,3,R,2,R,1,R,13,R,3,R,10,R,25,R,12,R,13
2022,234076,21020,210,20,-2,R,23,R,11,R,12,R,0,R,0,R,0,R,3,R,2,R,1,R,6,R,2,R,4,R,1,R,0,R,1,R,0,R,0,R,0,R,10,R,5,R,5,R,0,R,0,R,0,R,2,R,1,R,1,R,1,R,1,R,0
2022,234076,21030,210,30,-2,R,61,R,21,R,40,R,0,R,0,R,0,R,9,R,3,R,6,R,11,R,1,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,26,R,9,R,17,R,1,R,1,R,0,R,3,R,0,R,3,R,11,R,7,R,4
2022,234076,21040,210,40,-2,R,105,R,57,R,48,R,0,R,0,R,0,R,16,R,9,R,7,R,2,R,1,R,1,R,3,R,0,R,3,R,0,R,0,R,0,R,61,R,40,R,21,R,2,R,1,R,1,R,8,R,2,R,6,R,13,R,4,R,9
2022,234076,21041,210,41,-2,R,70,R,35,R,35,R,0,R,0,R,0,R,9,R,6,R,3,R,2,R,1,R,1,R,3,R,0,R,3,R,0,R,0,R,0,R,40,R,23,R,17,R,1,R,0,R,1,R,5,R,2,R,3,R,10,R,3,R,7
2022,234076,21042,210,42,-2,R,35,R,22,R,13,R,0,R,0,R,0,R,7,R,3,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,21,R,17,R,4,R,1,R,1,R,0,R,3,R,0,R,3,R,3,R,1,R,2
2022,234076,21044,210,44,-2,R,70,R,35,R,35,R,0,R,0,R,0,R,9,R,6,R,3,R,2,R,1,R,1,R,3,R,0,R,3,R,0,R,0,R,0,R,40,R,23,R,17,R,1,R,0,R,1,R,5,R,2,R,3,R,10,R,3,R,7
2022,234076,22000,220, 0,-2,R,26,R,18,R,8,R,0,R,0,R,0,R,6,R,5,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,7,R,4,R,3,R,1,R,0,R,1,R,1,R,1,R,0,R,10,R,8,R,2
2022,234076,25000,250, 0,-2,R,34,R,4,R,30,R,0,R,0,R,0,R,2,R,0,R,2,R,3,R,0,R,3,R,2,R,0,R,2,R,0,R,0,R,0,R,21,R,4,R,17,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0
2022,234076,30000,300, 0,-2,R,135,R,47,R,88,R,0,R,0,R,0,R,8,R,2,R,6,R,20,R,8,R,12,R,0,R,0,R,0,R,0,R,0,R,0,R,97,R,32,R,65,R,2,R,0,R,2,R,5,R,3,R,2,R,3,R,2,R,1
2022,234076,31000,310, 0,-2,R,171,R,58,R,113,R,0,R,0,R,0,R,11,R,3,R,8,R,23,R,8,R,15,R,7,R,2,R,5,R,0,R,0,R,0,R,114,R,37,R,77,R,3,R,1,R,2,R,6,R,4,R,2,R,7,R,3,R,4
2022,234076,32000,320, 0,-2,R,349,R,183,R,166,R,1,R,1,R,0,R,35,R,17,R,18,R,29,R,11,R,18,R,12,R,7,R,5,R,1,R,1,R,0,R,152,R,83,R,69,R,4,R,2,R,2,R,21,R,10,R,11,R,94,R,51,R,43
2022,234076,33000,330, 0,-2,R,115,R,52,R,63,R,0,R,0,R,0,R,5,R,0,R,5,R,17,R,9,R,8,R,5,R,3,R,2,R,0,R,0,R,0,R,76,R,33,R,43,R,1,R,1,R,0,R,10,R,5,R,5,R,1,R,1,R,0
2022,234076,34000,340, 0,-2,R,12,R,1,R,11,R,0,R,0,R,0,R,2,R,0,R,2,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,1,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2022,234076,35000,350, 0,-2,R,141,R,68,R,73,R,1,R,1,R,0,R,13,R,6,R,7,R,30,R,18,R,12,R,8,R,4,R,4,R,0,R,0,R,0,R,63,R,29,R,34,R,1,R,1,R,0,R,21,R,8,R,13,R,4,R,1,R,3
2022,234076,36000,360, 0,-2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2022,234076,37000,370, 0,-2,R,117,R,24,R,93,R,1,R,0,R,1,R,4,R,1,R,3,R,16,R,1,R,15,R,9,R,1,R,8,R,0,R,0,R,0,R,81,R,21,R,60,R,2,R,0,R,2,R,3,R,0,R,3,R,1,R,0,R,1
2022,234076,38000,380, 0,-2,R,77,R,71,R,6,R,1,R,1,R,0,R,1,R,1,R,0,R,8,R,8,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,62,R,56,R,6,R,2,R,2,R,0,R,2,R,2,R,0,R,0,R,0,R,0
2022,234076,39000,390, 0,-2,R,18,R,15,R,3,R,1,R,1,R,0,R,0,R,0,R,0,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,10,R,9,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2022,236948,10000,100, 0, 1,R,3012,R,1249,R,1763,R,15,R,4,R,11,R,466,R,162,R,304,R,170,R,73,R,97,R,192,R,80,R,112,R,8,R,7,R,1,R,1402,R,585,R,817,R,129,R,39,R,90,R,336,R,147,R,189,R,294,R,152,R,142
2022,236948,20000,200, 0, 2,R,1066,R,485,R,581,R,3,R,1,R,2,R,154,R,57,R,97,R,31,R,8,R,23,R,50,R,22,R,28,R,0,R,0,R,0,R,452,R,201,R,251,R,44,R,14,R,30,R,103,R,48,R,55,R,229,R,134,R,95
2022,236948,21000,210, 0,-2,R,455,R,207,R,248,R,2,R,0,R,2,R,88,R,33,R,55,R,21,R,7,R,14,R,24,R,8,R,16,R,0,R,0,R,0,R,203,R,95,R,108,R,14,R,5,R,9,R,60,R,27,R,33,R,43,R,32,R,11
2022,236948,21010,210,10,-2,R,455,R,207,R,248,R,2,R,0,R,2,R,88,R,33,R,55,R,21,R,7,R,14,R,24,R,8,R,16,R,0,R,0,R,0,R,203,R,95,R,108,R,14,R,5,R,9,R,60,R,27,R,33,R,43,R,32,R,11
2022,236948,21020,210,20,-2,R,37,R,21,R,16,R,0,R,0,R,0,R,7,R,2,R,5,R,3,R,1,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,20,R,15,R,5,R,1,R,0,R,1,R,4,R,2,R,2,R,1,R,1,R,0
2022,236948,21030,210,30,-2,R,95,R,37,R,58,R,0,R,0,R,0,R,17,R,6,R,11,R,4,R,1,R,3,R,6,R,1,R,5,R,0,R,0,R,0,R,32,R,13,R,19,R,5,R,3,R,2,R,17,R,5,R,12,R,14,R,8,R,6
2022,236948,21040,210,40,-2,R,323,R,149,R,174,R,2,R,0,R,2,R,64,R,25,R,39,R,14,R,5,R,9,R,17,R,7,R,10,R,0,R,0,R,0,R,151,R,67,R,84,R,8,R,2,R,6,R,39,R,20,R,19,R,28,R,23,R,5
2022,236948,21041,210,41,-2,R,23,R,13,R,10,R,1,R,0,R,1,R,3,R,3,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,10,R,4,R,6,R,0,R,0,R,0,R,1,R,0,R,1,R,6,R,6,R,0
2022,236948,21042,210,42,-2,R,300,R,136,R,164,R,1,R,0,R,1,R,61,R,22,R,39,R,13,R,5,R,8,R,16,R,7,R,9,R,0,R,0,R,0,R,141,R,63,R,78,R,8,R,2,R,6,R,38,R,20,R,18,R,22,R,17,R,5
2022,236948,21044,210,44,-2,R,23,R,13,R,10,R,1,R,0,R,1,R,3,R,3,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,10,R,4,R,6,R,0,R,0,R,0,R,1,R,0,R,1,R,6,R,6,R,0
2022,236948,22000,220, 0,-2,R,611,R,278,R,333,R,1,R,1,R,0,R,66,R,24,R,42,R,10,R,1,R,9,R,26,R,14,R,12,R,0,R,0,R,0,R,249,R,106,R,143,R,30,R,9,R,21,R,43,R,21,R,22,R,186,R,102,R,84
2022,236948,25000,250, 0,-2,R,17,R,0,R,17,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,11,R,0,R,11,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1
2022,236948,30000,300, 0,-2,R,54,R,21,R,33,R,1,R,0,R,1,R,6,R,2,R,4,R,8,R,3,R,5,R,2,R,0,R,2,R,0,R,0,R,0,R,31,R,15,R,16,R,0,R,0,R,0,R,6,R,1,R,5,R,0,R,0,R,0
2022,236948,31000,310, 0,-2,R,546,R,175,R,371,R,3,R,1,R,2,R,90,R,27,R,63,R,37,R,18,R,19,R,34,R,10,R,24,R,1,R,0,R,1,R,286,R,93,R,193,R,27,R,10,R,17,R,49,R,12,R,37,R,19,R,4,R,15
2022,236948,32000,320, 0,-2,R,274,R,140,R,134,R,0,R,0,R,0,R,48,R,23,R,25,R,11,R,8,R,3,R,14,R,3,R,11,R,1,R,1,R,0,R,155,R,86,R,69,R,11,R,5,R,6,R,20,R,8,R,12,R,14,R,6,R,8
2022,236948,33000,330, 0,-2,R,228,R,84,R,144,R,1,R,1,R,0,R,25,R,7,R,18,R,19,R,9,R,10,R,18,R,7,R,11,R,2,R,2,R,0,R,126,R,48,R,78,R,14,R,3,R,11,R,18,R,6,R,12,R,5,R,1,R,4
2022,236948,34000,340, 0,-2,R,395,R,167,R,228,R,4,R,0,R,4,R,80,R,24,R,56,R,20,R,11,R,9,R,29,R,18,R,11,R,1,R,1,R,0,R,143,R,58,R,85,R,14,R,4,R,10,R,90,R,48,R,42,R,14,R,3,R,11
2022,236948,35000,350, 0,-2,R,146,R,71,R,75,R,1,R,1,R,0,R,18,R,7,R,11,R,23,R,8,R,15,R,14,R,9,R,5,R,1,R,1,R,0,R,51,R,27,R,24,R,6,R,1,R,5,R,29,R,16,R,13,R,3,R,1,R,2
2022,236948,37000,370, 0,-2,R,234,R,56,R,178,R,2,R,0,R,2,R,40,R,12,R,28,R,19,R,6,R,13,R,23,R,5,R,18,R,0,R,0,R,0,R,112,R,23,R,89,R,11,R,2,R,9,R,18,R,5,R,13,R,9,R,3,R,6
2022,236948,38000,380, 0,-2,R,41,R,39,R,2,R,0,R,0,R,0,R,2,R,2,R,0,R,2,R,2,R,0,R,6,R,5,R,1,R,2,R,2,R,0,R,26,R,25,R,1,R,0,R,0,R,0,R,3,R,3,R,0,R,0,R,0,R,0
2022,236948,39000,390, 0,-2,R,11,R,11,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,9,R,9,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2022,239105,10000,100, 0, 1,R,149,R,60,R,89,R,1,R,1,Z,0,R,4,R,2,R,2,R,14,R,5,R,9,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,107,R,44,R,63,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,10,R,5,R,5
2022,239105,20000,200, 0, 2,R,44,R,19,R,25,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,R,1,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,30,R,13,R,17,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,5,R,3
2022,239105,21000,210, 0,-2,R,38,R,16,R,22,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,R,1,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,28,R,12,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,3,R,1
2022,239105,21010,210,10,-2,R,38,R,16,R,22,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,R,1,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,28,R,12,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,3,R,1
2022,239105,21020,210,20,-2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,239105,21030,210,30,-2,R,6,R,2,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1
2022,239105,21040,210,40,-2,R,31,R,13,R,18,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,2,Z,0,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,24,R,10,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0
2022,239105,21042,210,42,-2,R,31,R,13,R,18,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,2,Z,0,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,24,R,10,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0
2022,239105,22000,220, 0,-2,R,6,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,2
2022,239105,25000,250, 0,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,239105,30000,300, 0,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,239105,31000,310, 0,-2,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,239105,32000,320, 0,-2,R,19,R,12,R,7,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,13,R,9,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2
2022,239105,33000,330, 0,-2,R,29,R,11,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,20,R,7,R,13,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,239105,34000,340, 0,-2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
