year,UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
23,166683,R,1106,R,0,R,1106,R,978,R,88,R,1064,R,96,R,0,R,1106,R,8,R,3,R,1072,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,167358,R,2797,R,8,R,2789,Z,0,R,0,R,2526,R,91,R,0,R,2789,R,14,R,2,R,2540,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,168148,R,1358,R,1,R,1357,R,1208,R,89,R,1273,R,94,R,0,R,1357,R,5,R,4,R,1278,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,168421,R,1093,R,0,R,1093,R,889,R,81,R,953,R,87,R,0,R,1093,R,8,R,3,R,961,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,170976,R,6050,R,1,R,6049,R,4893,R,81,R,5665,R,94,R,0,R,6049,R,36,R,11,R,5701,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,171100,R,7848,R,5,R,7843,R,4665,R,59,R,6455,R,82,R,1,R,7842,R,92,R,22,R,6547,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,174066,R,5756,R,1,R,5755,R,4138,R,72,R,4846,R,84,R,0,R,5755,R,50,R,16,R,4896,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,179867,R,1718,R,2,R,1716,R,1491,R,87,R,1598,R,93,R,-1,R,1717,R,7,R,0,R,1605,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,182670,R,1112,R,1,R,1111,R,952,R,86,R,1047,R,94,R,1,R,1110,R,12,R,4,R,1059,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,185828,R,984,R,7,R,977,R,376,R,38,R,720,R,74,R,1,R,976,R,38,R,48,R,758,R,78,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,186131,R,1318,R,2,R,1316,R,1178,R,90,R,1284,R,98,Z,0,R,1316,R,6,R,1,R,1290,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,186371,R,422,R,0,R,422,R,181,R,43,R,299,R,71,R,0,R,422,R,10,R,6,R,309,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,186380,R,6387,R,1,R,6386,R,4322,R,68,R,5350,R,84,R,0,R,6386,R,68,R,30,R,5418,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,186399,R,1192,R,1,R,1191,R,420,R,35,R,773,R,65,R,0,R,1191,R,23,R,9,R,796,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,186867,R,684,R,0,R,684,R,429,R,63,R,597,R,87,Z,0,R,684,R,1,R,2,R,598,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,190415,R,3180,R,7,R,3173,R,2787,R,88,R,2987,R,94,R,0,R,3173,R,22,R,3,R,3009,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,191241,R,2191,R,0,R,2191,R,1716,R,78,R,1822,R,83,R,1,R,2190,R,8,R,1,R,1830,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,193900,R,5879,R,7,R,5872,R,4589,R,78,R,5101,R,87,R,2,R,5870,R,47,R,9,R,5148,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,194824,R,1379,R,0,R,1379,R,971,R,70,R,1161,R,84,R,0,R,1379,R,13,R,2,R,1174,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,195003,R,2715,R,4,R,2711,R,673,R,25,R,1919,R,71,R,0,R,2711,R,54,R,9,R,1973,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,195030,R,1400,R,0,R,1400,R,1059,R,76,R,1202,R,86,R,6,R,1394,R,1,R,0,R,1203,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,196079,R,2588,R,5,R,2583,R,1933,R,75,R,2165,R,84,R,0,R,2583,R,18,R,2,R,2183,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,196088,R,3436,R,7,R,3429,R,2057,R,60,R,2530,R,74,R,0,R,3429,R,29,R,4,R,2559,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,196097,R,2836,R,3,R,2833,R,1826,R,64,R,2200,R,78,R,0,R,2833,R,36,R,10,R,2236,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,196413,R,3478,R,14,R,3464,R,2485,R,72,R,2856,R,82,R,0,R,3464,R,32,R,3,R,2888,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,197708,R,521,R,3,R,518,R,367,R,71,R,414,R,80,R,10,R,508,R,4,R,0,R,418,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,198419,R,1746,R,1,R,1745,R,1557,R,89,R,1673,R,96,R,0,R,1745,R,7,R,0,R,1680,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,199120,R,4073,R,0,R,4073,R,3462,R,85,R,3743,R,92,R,0,R,4073,R,13,R,10,R,3756,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,199193,R,4209,R,3,R,4206,R,2686,R,64,R,3576,R,85,R,0,R,4206,R,36,R,16,R,3612,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,199847,R,1284,R,2,R,1282,R,1105,R,86,R,1157,R,90,R,0,R,1282,R,6,R,1,R,1163,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,201645,R,1256,R,3,R,1253,R,843,R,67,R,1055,R,84,Z,0,R,1253,R,7,R,1,R,1062,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,204796,R,7023,R,5,R,7018,R,4700,R,67,R,6173,R,88,R,0,R,7018,R,64,R,29,R,6237,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,211440,R,1575,R,11,R,1564,R,1236,R,79,R,1452,R,93,R,0,R,1564,R,19,R,0,R,1471,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,212054,R,2716,R,3,R,2713,R,846,R,31,R,2122,R,78,R,3,R,2710,R,24,R,1,R,2146,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,213543,R,1261,R,5,R,1256,R,978,R,78,R,1097,R,87,R,0,R,1256,R,7,R,0,R,1104,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,214777,R,7599,R,5,R,7594,R,5276,R,69,R,6488,R,85,R,0,R,7594,R,81,R,30,R,6569,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,215062,R,2381,R,0,R,2381,R,2124,R,89,R,2291,R,96,R,3,R,2378,R,23,R,1,R,2314,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,215293,R,4010,R,2,R,4008,R,2766,R,69,R,3378,R,84,R,0,R,4008,R,21,R,9,R,3399,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,216597,R,1699,R,0,R,1699,R,1493,R,88,R,1551,R,91,R,0,R,1699,R,3,R,1,R,1554,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,217156,R,1613,R,4,R,1609,R,1391,R,86,R,1542,R,96,R,0,R,1609,R,17,R,50,R,1559,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,217882,R,3439,R,5,R,3434,R,2228,R,65,R,2935,R,85,Z,0,R,3434,R,26,R,7,R,2961,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,217925,R,91,R,0,R,91,R,52,R,57,R,55,R,60,R,0,R,91,R,2,R,0,R,57,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,221999,R,1607,R,5,R,1602,R,1422,R,89,R,1496,R,93,R,0,R,1602,R,5,R,0,R,1501,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,223232,R,3393,R,3,R,3390,R,2315,R,68,R,2767,R,82,R,0,R,3390,R,10,R,2,R,2777,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,227757,R,968,R,2,R,966,R,840,R,87,R,892,R,92,R,0,R,966,R,7,R,0,R,899,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,228246,R,1370,R,0,R,1370,R,1026,R,75,R,1129,R,82,Z,0,R,1370,R,6,R,1,R,1135,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,228723,R,9028,R,0,R,9028,R,5312,R,59,R,7526,R,83,Z,0,R,9028,R,76,R,11,R,7602,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,228778,R,7566,R,0,R,7566,R,5285,R,70,R,6639,R,88,R,0,R,7566,R,92,R,6,R,6731,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,228875,R,2074,R,0,R,2074,R,1464,R,71,R,1717,R,83,R,0,R,2074,R,6,R,2,R,1723,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,231624,R,1517,R,1,R,1516,R,1310,R,86,R,1380,R,91,R,0,R,1516,R,13,R,1,R,1393,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,234076,R,3672,R,2,R,3670,R,3252,R,89,R,3439,R,94,R,0,R,3670,R,19,R,3,R,3458,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,236948,R,6735,R,4,R,6731,R,4747,R,71,R,5646,R,84,R,0,R,6731,R,57,R,16,R,5703,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,239105,R,1872,R,0,R,1872,R,1207,R,64,R,1523,R,81,R,0,R,1872,R,3,R,0,R,1526,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,240444,R,6258,R,0,R,6258,R,4337,R,69,R,5582,R,89,Z,0,R,6258,R,55,R,16,R,5637,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,243744,R,1719,R,0,R,1719,R,1327,R,77,R,1642,R,96,R,0,R,1719,R,25,R,8,R,1667,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,243780,R,6973,R,5,R,6968,R,4197,R,60,R,5755,R,83,R,2,R,6966,R,89,R,27,R,5844,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,445188,R,1782,R,1,R,1781,R,853,R,48,R,1276,R,72,R,0,R,1781,R,20,R,2,R,1296,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,100858,R,4552,R,3,R,4549,R,2325,R,51,R,3580,R,79,R,0,R,4549,R,66,R,20,R,3646,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110404,R,226,R,1,R,225,R,194,R,86,R,206,R,92,R,0,R,225,R,2,R,1,R,208,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110635,R,5431,R,0,R,5431,R,4129,R,76,R,5015,R,92,R,0,R,5431,R,71,R,21,R,5086,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110644,R,5353,R,2,R,5351,R,3408,R,64,R,4615,R,86,R,0,R,5351,R,82,R,15,R,4697,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110653,R,5424,R,4,R,5420,R,3730,R,69,R,4606,R,85,R,2,R,5418,R,39,R,10,R,4645,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110662,R,5753,R,4,R,5749,R,4647,R,81,R,5248,R,91,R,0,R,5749,R,63,R,15,R,5311,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110671,R,4272,R,1,R,4271,R,2666,R,62,R,3301,R,77,R,0,R,4271,R,63,R,11,R,3364,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110680,R,4913,R,0,R,4913,R,3352,R,68,R,4280,R,87,R,0,R,4913,R,74,R,25,R,4354,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110705,R,4725,R,0,R,4725,R,3265,R,69,R,3968,R,84,Z,0,R,4725,R,50,R,8,R,4018,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,110714,R,4019,R,11,R,4008,R,2204,R,55,R,3028,R,76,R,0,R,4008,R,53,R,11,R,3081,R,77,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,121150,R,655,R,0,R,655,R,522,R,80,R,581,R,89,R,0,R,655,R,3,R,0,R,584,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,122931,R,1318,R,2,R,1316,R,1157,R,88,R,1210,R,92,R,0,R,1316,R,4,R,1,R,1214,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,123961,R,3093,R,6,R,3087,R,2426,R,79,R,2827,R,92,R,0,R,3087,R,3,R,7,R,2830,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,126614,R,5813,R,19,R,5794,R,2889,R,50,R,4199,R,72,R,0,R,5794,R,102,R,34,R,4301,R,74,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,126775,R,998,R,0,R,998,R,652,R,65,R,840,R,84,R,0,R,998,R,3,R,0,R,843,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,129020,R,3546,R,5,R,3541,R,2569,R,73,R,2945,R,83,R,0,R,3541,R,33,R,6,R,2978,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,130794,R,1360,R,2,R,1358,R,1140,R,84,R,1309,R,96,Z,0,R,1358,R,14,R,0,R,1323,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,130943,R,4165,R,0,R,4165,R,3039,R,73,R,3502,R,84,R,0,R,4165,R,35,R,10,R,3537,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,131159,R,1781,R,0,R,1781,R,1320,R,74,R,1409,R,79,R,0,R,1781,R,6,R,0,R,1415,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,131469,R,2410,R,3,R,2407,R,1899,R,79,R,2051,R,85,R,0,R,2407,R,12,R,4,R,2063,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,131496,R,1575,R,0,R,1575,R,1423,R,90,R,1484,R,94,R,0,R,1575,R,6,R,5,R,1490,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,131520,R,1467,R,0,R,1467,R,769,R,52,R,939,R,64,Z,0,R,1467,R,10,R,7,R,949,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,133951,R,3782,R,24,R,3758,R,1444,R,38,R,2513,R,67,R,0,R,3758,R,139,R,71,R,2652,R,71,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,134097,R,6071,R,4,R,6067,R,4344,R,72,R,5106,R,84,R,0,R,6067,R,41,R,13,R,5147,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,134130,R,6373,R,6,R,6367,R,4285,R,67,R,5657,R,89,R,0,R,6367,R,57,R,21,R,5714,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,135726,R,2052,R,0,R,2052,R,1479,R,72,R,1701,R,83,R,0,R,2052,R,11,R,1,R,1712,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,137351,R,4633,R,1,R,4632,R,2716,R,59,R,3412,R,74,R,1,R,4631,R,76,R,150,R,3488,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,139658,R,1364,R,7,R,1357,R,1114,R,82,R,1225,R,90,R,-5,R,1362,R,19,R,0,R,1244,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,139755,R,2797,R,8,R,2789,R,1303,R,47,R,2530,R,91,R,0,R,2789,R,34,R,15,R,2564,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,139959,R,5240,R,0,R,5240,R,3520,R,67,R,4517,R,86,Z,0,R,5240,R,53,R,10,R,4570,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,144050,R,1444,R,1,R,1443,R,1310,R,91,R,1386,R,96,R,0,R,1443,R,6,R,14,R,1392,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,145600,R,3011,R,5,R,3006,R,1103,R,37,R,1908,R,63,R,0,R,3006,R,63,R,21,R,1971,R,66,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,145637,R,6926,R,4,R,6922,R,4971,R,72,R,5967,R,86,R,0,R,6922,R,85,R,9,R,6052,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,147767,R,2044,R,3,R,2041,R,1737,R,85,R,1937,R,95,R,0,R,2041,R,7,R,2,R,1944,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,151351,R,7692,R,12,R,7680,R,5278,R,69,R,6126,R,80,R,-1,R,7681,R,98,R,30,R,6224,R,81,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,152080,R,2011,R,3,R,2008,R,1865,R,93,R,1938,R,97,R,0,R,2008,R,5,R,0,R,1943,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,160472,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,68,R,0,R,68,R,1,R,1,R,39,R,57,R,0,R,68,R,17,R,0,R,56,R,82
22,160755,R,1647,R,3,R,1644,R,1260,R,77,R,1410,R,86,R,0,R,1644,R,9,R,2,R,1419,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,162928,R,1470,R,7,R,1463,R,1298,R,89,R,1381,R,94,R,-2,R,1465,R,8,R,2,R,1389,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,163286,R,4126,R,2,R,4124,R,2878,R,70,R,3589,R,87,R,0,R,4124,R,40,R,2,R,3629,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,164924,R,2340,R,6,R,2334,R,2084,R,89,R,2140,R,92,R,0,R,2334,R,7,R,2,R,2147,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,164988,R,3915,R,14,R,3901,R,3269,R,84,R,3472,R,89,R,0,R,3901,R,23,R,16,R,3495,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,165015,R,858,R,4,R,854,R,704,R,82,R,762,R,89,R,0,R,854,R,6,R,0,R,768,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,166027,R,1650,R,1,R,1649,R,1417,R,86,R,1610,R,98,R,0,R,1649,R,12,R,1,R,1622,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,166629,R,4639,R,6,R,4633,R,3536,R,76,R,3864,R,83,R,0,R,4633,R,34,R,5,R,3898,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,166683,R,1043,R,3,R,1040,R,901,R,87,R,994,R,96,R,0,R,1040,R,13,R,2,R,1007,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,167358,R,2944,R,4,R,2940,R,0,R,0,R,2640,R,90,R,0,R,2940,R,24,R,5,R,2664,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,168148,R,1347,R,0,R,1347,R,1196,R,89,R,1265,R,94,R,0,R,1347,R,7,R,1,R,1272,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,168421,R,1054,R,0,R,1054,R,856,R,81,R,938,R,89,R,1,R,1053,R,8,R,1,R,946,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,170976,R,6475,R,0,R,6475,R,5237,R,81,R,6050,R,93,R,0,R,6475,R,56,R,12,R,6106,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,171100,R,7757,R,5,R,7752,R,4503,R,58,R,6321,R,82,R,0,R,7752,R,121,R,22,R,6442,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,174066,R,5520,R,0,R,5520,R,3938,R,71,R,4651,R,84,R,0,R,5520,R,60,R,31,R,4711,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,179867,R,1723,R,4,R,1719,R,1517,R,88,R,1622,R,94,R,0,R,1719,R,8,R,6,R,1630,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,182670,R,1150,R,2,R,1148,R,1006,R,88,R,1089,R,95,R,0,R,1148,R,14,Z,0,R,1103,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,185828,R,936,R,6,R,930,R,382,R,41,R,651,R,70,R,0,R,930,R,37,R,7,R,688,R,74,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,186131,R,1311,R,1,R,1310,R,1175,R,90,R,1284,R,98,R,0,R,1310,R,12,R,0,R,1296,R,99,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,186371,R,421,R,0,R,421,R,159,R,38,R,274,R,65,R,0,R,421,R,11,R,1,R,285,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,186380,R,6182,R,2,R,6180,R,4132,R,67,R,5214,R,84,R,0,R,6180,R,83,R,22,R,5297,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,186399,R,1010,R,0,R,1010,R,345,R,34,R,657,R,65,R,0,R,1010,R,36,R,5,R,693,R,69,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,186867,R,733,R,0,R,733,R,388,R,53,R,643,R,88,R,0,R,733,R,2,R,0,R,645,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,190415,R,3225,R,11,R,3214,R,2855,R,89,R,3065,R,95,R,2,R,3212,R,19,R,3,R,3084,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,191241,R,2229,R,1,R,2228,R,1750,R,79,R,1853,R,83,R,0,R,2228,R,8,R,5,R,1861,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,193900,R,5854,R,11,R,5843,R,4628,R,79,R,5131,R,88,R,0,R,5843,R,52,R,10,R,5183,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,194824,R,1331,R,1,R,1330,R,985,R,74,R,1156,R,87,R,0,R,1330,R,5,R,0,R,1161,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,195003,R,2504,R,5,R,2499,R,642,R,26,R,1815,R,73,R,0,R,2499,R,63,R,7,R,1878,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,195030,R,1436,R,4,R,1432,R,1077,R,75,R,1229,R,86,R,6,R,1426,R,9,R,4,R,1238,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,196079,R,2528,R,0,R,2528,R,1822,R,72,R,2066,R,82,R,0,R,2528,R,23,R,2,R,2089,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,196088,R,3335,R,16,R,3319,R,2018,R,61,R,2493,R,75,R,0,R,3319,R,31,R,7,R,2524,R,76,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,196097,R,2852,R,2,R,2850,R,1800,R,63,R,2174,R,76,R,0,R,2850,R,50,R,7,R,2224,R,78,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,196413,R,3461,R,7,R,3454,R,2460,R,71,R,2873,R,83,R,0,R,3454,R,32,R,4,R,2905,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,197708,R,543,R,0,R,543,R,369,R,68,R,417,R,77,R,0,R,543,R,12,R,0,R,429,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,198419,R,1721,R,2,R,1719,R,1520,R,88,R,1642,R,96,R,0,R,1719,R,14,R,2,R,1656,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,199120,R,3976,R,2,R,3974,R,3374,R,85,R,3606,R,91,R,0,R,3974,R,26,R,7,R,3632,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,199193,R,4370,R,3,R,4367,R,2584,R,59,R,3693,R,85,R,0,R,4367,R,64,R,24,R,3757,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,199847,R,1287,R,0,R,1287,R,1098,R,85,R,1141,R,89,R,0,R,1287,R,6,R,0,R,1147,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,201645,R,1282,R,0,R,1282,R,860,R,67,R,1094,R,85,R,0,R,1282,R,5,R,1,R,1099,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,204796,R,7070,R,5,R,7065,R,4569,R,65,R,6149,R,87,R,0,R,7065,R,69,R,18,R,6218,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
